            5.0      10.0      20.0      30.0      40.0      50.0      60.0      70.0      80.0      90.0     100.0     200.0     300.0     500.0     700.0    1000.0    1500.0    2000.0    2500.0    3000.0
13	2	6.50E-13	6.50E-13	6.50E-13	6.50E-13	6.50E-13	6.50E-13	6.50E-13	6.50E-13	6.50E-13	6.50E-13	6.50E-13	5.85E-13	5.41E-13	5.82E-13	7.09E-13	9.43E-13	1.29E-12	1.51E-12	1.62E-12	1.64E-12
13	3	1.80E-12	1.80E-12	1.80E-12	1.80E-12	1.80E-12	1.80E-12	1.80E-12	1.80E-12	1.80E-12	1.80E-12	1.80E-12	2.17E-12	2.48E-12	3.04E-12	3.45E-12	3.89E-12	4.32E-12	4.49E-12	4.47E-12	4.34E-12
13	4	2.53E-12	2.53E-12	2.53E-12	2.53E-12	2.53E-12	2.53E-12	2.53E-12	2.53E-12	2.53E-12	2.53E-12	2.53E-12	2.37E-12	2.20E-12	2.14E-12	2.34E-12	2.84E-12	3.67E-12	4.22E-12	4.48E-12	4.53E-12
13	5	5.81E-12	5.81E-12	5.81E-12	5.81E-12	5.81E-12	5.81E-12	5.81E-12	5.81E-12	5.81E-12	5.81E-12	5.81E-12	7.06E-12	7.97E-12	9.34E-12	1.02E-11	1.11E-11	1.18E-11	1.20E-11	1.18E-11	1.13E-11
13	6	7.32E-12	7.32E-12	7.32E-12	7.32E-12	7.32E-12	7.32E-12	7.32E-12	7.32E-12	7.32E-12	7.32E-12	7.32E-12	7.19E-12	6.76E-12	6.32E-12	6.39E-12	6.99E-12	8.28E-12	9.23E-12	9.70E-12	9.78E-12
13	7	1.57E-11	1.57E-11	1.57E-11	1.57E-11	1.57E-11	1.57E-11	1.57E-11	1.57E-11	1.57E-11	1.57E-11	1.57E-11	2.03E-11	2.30E-11	2.58E-11	2.70E-11	2.78E-11	2.85E-11	2.85E-11	2.79E-11	2.68E-11
13	8	1.94E-11	1.94E-11	1.94E-11	1.94E-11	1.94E-11	1.94E-11	1.94E-11	1.94E-11	1.94E-11	1.94E-11	1.94E-11	1.98E-11	1.89E-11	1.74E-11	1.71E-11	1.79E-11	2.03E-11	2.22E-11	2.31E-11	2.31E-11
13	9	3.84E-11	3.84E-11	3.84E-11	3.84E-11	3.84E-11	3.84E-11	3.84E-11	3.84E-11	3.84E-11	3.84E-11	3.84E-11	5.39E-11	6.42E-11	7.61E-11	8.22E-11	8.70E-11	8.98E-11	8.89E-11	8.58E-11	8.14E-11
13	10	5.00E-11	5.00E-11	5.00E-11	5.00E-11	5.00E-11	5.00E-11	5.00E-11	5.00E-11	5.00E-11	5.00E-11	5.00E-11	5.19E-11	5.15E-11	5.13E-11	5.26E-11	5.55E-11	5.99E-11	6.19E-11	6.16E-11	5.98E-11
13	11	1.02E-10	1.02E-10	1.02E-10	1.02E-10	1.02E-10	1.02E-10	1.02E-10	1.02E-10	1.02E-10	1.02E-10	1.02E-10	1.44E-10	1.73E-10	2.16E-10	2.49E-10	2.86E-10	3.24E-10	3.38E-10	3.37E-10	3.27E-10
13	12	2.30E-10	2.30E-10	2.30E-10	2.30E-10	2.30E-10	2.30E-10	2.30E-10	2.30E-10	2.30E-10	2.30E-10	2.30E-10	2.72E-10	2.92E-10	3.10E-10	3.17E-10	3.22E-10	3.20E-10	3.09E-10	2.93E-10	2.75E-10
14	1	8.85E-14	8.85E-14	8.85E-14	8.85E-14	8.85E-14	8.85E-14	8.85E-14	8.85E-14	8.85E-14	8.85E-14	8.85E-14	8.24E-14	8.36E-14	1.15E-13	1.62E-13	2.34E-13	3.36E-13	4.00E-13	4.33E-13	4.43E-13
14	2	4.27E-13	4.27E-13	4.27E-13	4.27E-13	4.27E-13	4.27E-13	4.27E-13	4.27E-13	4.27E-13	4.27E-13	4.27E-13	5.31E-13	6.20E-13	8.04E-13	9.80E-13	1.21E-12	1.48E-12	1.62E-12	1.67E-12	1.66E-12
14	3	6.73E-13	6.73E-13	6.73E-13	6.73E-13	6.73E-13	6.73E-13	6.73E-13	6.73E-13	6.73E-13	6.73E-13	6.73E-13	6.29E-13	6.07E-13	7.14E-13	9.26E-13	1.29E-12	1.82E-12	2.15E-12	2.30E-12	2.34E-12
14	4	1.76E-12	1.76E-12	1.76E-12	1.76E-12	1.76E-12	1.76E-12	1.76E-12	1.76E-12	1.76E-12	1.76E-12	1.76E-12	2.24E-12	2.64E-12	3.32E-12	3.83E-12	4.37E-12	4.91E-12	5.13E-12	5.13E-12	4.99E-12
14	5	2.33E-12	2.33E-12	2.33E-12	2.33E-12	2.33E-12	2.33E-12	2.33E-12	2.33E-12	2.33E-12	2.33E-12	2.33E-12	2.27E-12	2.17E-12	2.21E-12	2.48E-12	3.06E-12	4.01E-12	4.64E-12	4.94E-12	5.01E-12
14	6	5.43E-12	5.43E-12	5.43E-12	5.43E-12	5.43E-12	5.43E-12	5.43E-12	5.43E-12	5.43E-12	5.43E-12	5.43E-12	6.98E-12	8.05E-12	9.59E-12	1.06E-11	1.15E-11	1.24E-11	1.26E-11	1.24E-11	1.20E-11
14	7	6.62E-12	6.62E-12	6.62E-12	6.62E-12	6.62E-12	6.62E-12	6.62E-12	6.62E-12	6.62E-12	6.62E-12	6.62E-12	6.79E-12	6.53E-12	6.29E-12	6.48E-12	7.21E-12	8.64E-12	9.65E-12	1.01E-11	1.02E-11
14	8	1.46E-11	1.46E-11	1.46E-11	1.46E-11	1.46E-11	1.46E-11	1.46E-11	1.46E-11	1.46E-11	1.46E-11	1.46E-11	1.99E-11	2.29E-11	2.59E-11	2.73E-11	2.82E-11	2.90E-11	2.91E-11	2.84E-11	2.73E-11
14	9	1.78E-11	1.78E-11	1.78E-11	1.78E-11	1.78E-11	1.78E-11	1.78E-11	1.78E-11	1.78E-11	1.78E-11	1.78E-11	1.88E-11	1.82E-11	1.71E-11	1.69E-11	1.79E-11	2.05E-11	2.25E-11	2.34E-11	2.35E-11
14	10	3.61E-11	3.61E-11	3.61E-11	3.61E-11	3.61E-11	3.61E-11	3.61E-11	3.61E-11	3.61E-11	3.61E-11	3.61E-11	5.30E-11	6.39E-11	7.62E-11	8.25E-11	8.75E-11	9.04E-11	8.96E-11	8.64E-11	8.20E-11
14	11	4.76E-11	4.76E-11	4.76E-11	4.76E-11	4.76E-11	4.76E-11	4.76E-11	4.76E-11	4.76E-11	4.76E-11	4.76E-11	5.05E-11	5.03E-11	5.03E-11	5.17E-11	5.49E-11	5.95E-11	6.17E-11	6.14E-11	5.96E-11
14	12	9.87E-11	9.87E-11	9.87E-11	9.87E-11	9.87E-11	9.87E-11	9.87E-11	9.87E-11	9.87E-11	9.87E-11	9.87E-11	1.43E-10	1.73E-10	2.17E-10	2.50E-10	2.87E-10	3.24E-10	3.38E-10	3.37E-10	3.26E-10
14	13	2.13E-10	2.13E-10	2.13E-10	2.13E-10	2.13E-10	2.13E-10	2.13E-10	2.13E-10	2.13E-10	2.13E-10	2.13E-10	2.58E-10	2.79E-10	2.99E-10	3.08E-10	3.15E-10	3.14E-10	3.05E-10	2.89E-10	2.72E-10
15	1	5.28E-14	5.28E-14	5.28E-14	5.28E-14	5.28E-14	5.28E-14	5.28E-14	5.28E-14	5.28E-14	5.28E-14	5.28E-14	6.63E-14	8.23E-14	1.28E-13	1.81E-13	2.58E-13	3.60E-13	4.22E-13	4.51E-13	4.57E-13
15	2	1.39E-13	1.39E-13	1.39E-13	1.39E-13	1.39E-13	1.39E-13	1.39E-13	1.39E-13	1.39E-13	1.39E-13	1.39E-13	1.36E-13	1.51E-13	2.46E-13	3.76E-13	5.78E-13	8.57E-13	1.03E-12	1.11E-12	1.14E-12
15	3	4.48E-13	4.48E-13	4.48E-13	4.48E-13	4.48E-13	4.48E-13	4.48E-13	4.48E-13	4.48E-13	4.48E-13	4.48E-13	5.88E-13	7.16E-13	9.85E-13	1.24E-12	1.58E-12	1.98E-12	2.19E-12	2.26E-12	2.25E-12
