158
  73   21  19   3.660E-04   1880.75263    933.7
  74   25  22   2.890E-04   1574.23227   1088.8
  75   29  19   6.950E-05   9064.38192   1278.5
  76   29  16   3.408E-04  12006.42116   1278.5
  77   33  22   2.318E-05  10218.24434   1503.6
  78   33  27   1.184E-04   6076.83466   1503.6
  79   19  15   1.157E+00   4166.85166    843.5
  80   22  18   9.508E-01   4535.94030   1013.2
  81   26  15   4.843E-01  10047.76955   1125.7
  82   26  21   2.579E-01   4000.16526   1125.7
  83   27  18   1.709E+00   8677.34998   1212.0
  84   27  25   2.475E-02   2567.17741   1212.0
  85   31  15   6.835E-02  14509.49970   1339.9
  86   31  21   4.478E+00   8461.89541   1339.9
  87   31  29   1.414E-03   1278.26611   1339.9
  88   34  18   1.112E-01  15197.20301   1524.9
  89   34  25   8.274E+00   9087.03043   1524.9
  90   34  33   1.971E-05    443.01837   1524.9
  91   39  15   3.352E-04  23052.30886   1749.9
  92   39  21   5.934E-02  17004.70457   1749.9
  93   39  29   1.331E+01   9821.07528   1749.9
  94   22  19   2.160E-01   3536.66720   1013.2
  95   26  22   1.360E-01   2344.25069   1125.7
  96   27  19   3.861E-02   7678.07688   1212.0
  97   27  26   9.234E-02   1797.15899   1212.0
  98   31  22   1.173E-01   6805.98083   1339.9
  99   31  27   2.153E-01   2664.57115   1339.9
 100   34  19   2.516E-03  14197.92991   1524.9
 101   34  26   5.737E-02   8317.01202   1524.9
 102   34  31   4.648E-01   3855.28187   1524.9
 103   39  22   1.634E-03  15348.79000   1749.9
 104   39  27   1.546E-02  11207.38031   1749.9
 105   39  34   5.828E-01   4687.52729   1749.9
 106   26  24   9.343E-05   1146.62150   1125.7
 107   31  24   5.015E-04   5608.35165   1339.9
 108   34  28   7.476E-04   5223.44182   1524.9
 109   39  24   9.847E-06  14151.16081   1749.9
 110   39  32   4.440E-04   6297.99779   1749.9
 111   24  19   1.751E+00   4734.29639   1070.7
 112   28  22   1.897E+00   5437.82089   1274.2
 113   28  27   9.542E-04   1296.41120   1274.2
 114   32  19   5.893E-01  12587.45941   1447.6
 115   32  26   2.315E+00   6706.54152   1447.6
 116   32  31   1.389E-02   2244.81137   1447.6
 117   37  22   1.050E+00  12546.15088   1615.4
 118   37  27   4.212E+00   8404.74120   1615.4
 119   37  34   6.748E-03   1884.88817   1615.4
 120   40  19   1.233E-02  20053.81587   1805.9
 121   40  26   4.885E-01  14172.89798   1805.9
 122   40  31   8.630E+00   9711.16784   1805.9
 123   40  39   8.338E-04   1168.35868   1805.9
 124   28  24   3.278E-01   4240.19170   1274.2
 125   32  28   3.834E-01   3612.97132   1447.6
 126   37  24   2.469E-02  11348.52169   1615.4
 127   37  32   4.296E-01   3495.35867   1615.4
 128   40  28   5.024E-02  11079.32778   1805.9
 129   40  37   5.758E-01   3970.99779   1805.9
 130   32  30   6.314E-04   2576.64450   1447.6
 131   37  35   2.422E-04   1307.96347   1615.4
 132   40  30   1.919E-04  10043.00096   1805.9
 133   40  38   2.999E-04   1596.25269   1805.9
 134   30  24   2.480E+00   5276.51852   1323.9
 135   35  28   2.470E+00   5800.36652   1552.6
 136   38  24   6.583E-01  13723.26679   1729.3
 137   38  32   1.513E+00   5870.10377   1729.3
 138   35  30   4.183E-01   4764.03970   1552.6
 139   38  35   3.838E-01   3682.70857   1729.3
 140   38  36   5.496E-04   2619.33432   1729.3
 141   36  30   3.402E+00   5827.41395   1603.6
 142   41  30   2.883E-02  10874.99596   1845.9
 143   44  41   1.896E-01   2317.88241   1957.1
 144   42  41   5.048E-06    321.22569   1861.3
 145   45  25   1.809E-02  19129.44197   2006.9
 146   45  26   1.120E-04  18359.42356   2006.9
 147   45  37   1.156E-04   8157.52337   2006.9
 148   44  24   5.863E-02  18469.39689   1957.1
 149   41  38   1.881E-01   2428.24769   1845.9
 150   42  36   5.428E-01   5368.80769   1861.3
 151   43  36   4.514E+00   6372.39184   1909.4
 152   45  33   1.970E+01  10485.42991   2006.9
 153   45  31   3.641E-03  13897.69342   2006.9
 154   41  28   1.708E+00  11911.32278   1845.9
 155   44  32   4.479E+00  10616.23387   1957.1
 156   44  35   1.455E-01   8428.83867   1957.1
 157   44  36   4.429E-04   7365.46442   1957.1
 158   42  35   3.581E+00   6432.18194   1861.3
