158
   1    2   1   3.458E-03    556.93607     61.0
   2    3   1   5.593E-02   1669.90496    114.4
   3    4   2   2.564E-01   2773.97691    194.1
   4    4   3   3.058E-02   1661.00802    194.1
   5    5   3   5.048E-02   1716.76979    196.8
   6    6   4   2.634E-03   1153.12682    249.4
   7    6   5   1.648E-02   1097.36505    249.4
   8    7   3   3.318E-01   3977.04671    305.3
   9    7   6   2.288E-02   1162.91187    305.3
  10    8   5   2.463E-01   2640.47434    323.5
  11    8   7   2.992E-05    380.19742    323.5
  12    9   4   1.243E+00   4512.38479    410.7
  13    9   5   8.505E-03   4456.62303    410.7
  14    9   7   6.619E-02   2196.34611    410.7
  15   10   6   4.838E-01   3807.25916    432.2
  16   10   8   8.084E-02   2264.14988    432.2
  17   10   9   5.263E-05    448.00119    432.2
  18   12   5   9.112E-02   7367.55754    550.4
  19   12   7   1.374E+00   5107.28062    550.4
  20   16   6   1.668E-02   9435.72575    702.3
  21   16   9   3.386E+00   6076.46777    702.3
  22   12  10   1.229E-01   2462.93332    550.4
  23   16   8   2.688E-03   7892.61646    702.3
  24   16  12   1.528E-01   3165.53326    702.3
  25   12  11   2.499E-04   1713.88317    550.4
  26   16  13   1.654E-04   2657.66573    702.3
  27   11   8   3.902E-01   3013.20003    468.1
  28   13  10   1.566E-01   2970.80085    574.7
  29   14   8   4.061E-01   6645.56891    642.4
  30   14  12   1.118E-02   1918.48571    642.4
  31   17  10   1.634E+00   6249.16777    732.1
  32   17  16   1.039E-04    620.70118    732.1
  33   20   8   2.676E-02  11557.08425    878.2
  34   20  12   3.769E+00   6830.00105    878.2
  35   23  10   1.360E-02  13242.25437   1067.7
  36   23  16   7.063E+00   7613.78779   1067.7
  37   13  11   7.579E-02   2221.75071    574.7
  38   14  13   4.314E-02   1410.61818    642.4
  39   17  11   3.821E-02   5500.11762    732.1
  40   17  14   8.174E-02   1867.74874    732.1
  41   20  13   2.918E-02   6322.13351    878.2
  42   20  17   2.120E-01   3043.76660    878.2
  43   23  11   3.068E-04  12493.20423   1067.7
  44   23  14   4.580E-03   8860.83534   1067.7
  45   23  20   2.469E-01   3949.32001   1067.7
  46   20  15   2.736E-04   4889.28021    878.2
  47   23  18   1.468E-04   5671.02165   1067.7
  48   15  11   7.491E-01   3654.60401    643.5
  49   15  14   1.859E-09     22.23513    643.5
  50   18  13   9.390E-01   4600.43187    795.5
  51   18  17   2.217E-03   1322.06496    795.5
  52   21  11   3.488E-01   9702.20830    933.7
  53   21  14   1.687E+00   6069.83942    933.7
  54   21  20   1.333E-03   1158.32408    933.7
  55   25  13   2.682E-01  10710.60444   1088.8
  56   25  17   3.986E+00   7432.23753   1088.8
  57   25  23   2.575E-05    439.15092   1088.8
  58   29  11   3.150E-03  16885.83760   1278.5
  59   29  14   6.367E-02  13253.46871   1278.5
  60   29  20   7.628E+00   8341.95338   1278.5
  61   33  13   4.671E-04  19354.61651   1503.6
  62   33  17   1.626E-02  16076.24960   1503.6
  63   33  23   1.246E+01   9083.16299   1503.6
  64   18  15   1.740E-01   3167.57857    795.5
  65   21  18   2.181E-01   2880.02572    933.7
  66   25  15   1.459E-02   9277.75114   1088.8
  67   25  21   2.991E-01   3230.14685   1088.8
  68   29  18   1.394E-02  10063.65502   1278.5
  69   29  25   3.969E-01   3953.48245   1278.5
  70   33  15   3.077E-05  17921.76320   1503.6
  71   33  21   3.948E-03  11874.15892   1503.6
  72   33  29   3.533E-01   4690.52962   1503.6
