158
   1    2   1   1.842E-02   1113.34306     53.4
   2    3   2   5.835E-03    987.92670    100.8
   3    5   2   2.607E-01   2968.74895    195.9
   4    4   3   7.062E-03    752.03323    136.9
   5    5   4   1.871E-02   1228.78902    195.9
   6    6   3   1.251E-01   2164.13230    204.7
   7    6   5   3.576E-06    183.31004    204.7
   8    7   4   3.524E-01   3331.45885    296.8
   9   10   3   2.042E-02   6449.39201    410.4
  10   10   5   1.222E+00   4468.56976    410.4
  11    7   6   5.246E-02   1919.35978    296.8
  12   10   7   7.848E-02   2365.89993    410.4
  13   10   8   1.630E-04   1893.68681    410.4
  14    8   6   1.727E-01   2391.57290    319.5
  15    9   7   3.316E-02   2074.43267    396.4
  16   11   6   3.785E-01   5201.43135    454.3
  17   11  10   5.519E-04    916.17164    454.3
  18    9   8   3.726E-02   1602.21955    396.4
  19   11   9   2.863E-02   1207.63890    454.3
  20   13   7   1.452E+00   5322.54860    552.3
  21   16   6   8.307E-03  10368.49404    702.3
  22   16  10   3.395E+00   6083.23433    702.3
  23   13   8   2.451E-02   4850.33548    552.3
  24   13  11   8.187E-02   2040.47703    552.3
  25   16   9   6.797E-03   6374.70159    702.3
  26   16  13   1.480E-01   3126.58566    702.3
  27   16  12   1.121E-04   4841.90972    702.3
  28   12   8   4.460E-01   3135.01142    469.9
  29   12  11   1.114E-05    325.15297    469.9
  30   14   9   6.679E-01   4218.43117    598.8
  31   14  13   8.715E-04    970.31524    598.8
  32   17   8   2.122E-01   8451.61046    725.1
  33   17  11   1.518E+00   5641.75201    725.1
  34   17  16   4.534E-05    474.68932    725.1
  35   21   9   8.504E-02  10031.57815    877.8
  36   21  13   3.715E+00   6783.46222    877.8
  37   24   8   6.874E-04  15589.81735   1067.7
  38   24  11   1.484E-02  12779.95890   1067.7
  39   24  16   7.061E+00   7612.89621   1067.7
  40   14  12   1.205E-01   2685.63931    598.8
  41   17  14   1.653E-01   2630.95973    725.1
  42   21  12   8.060E-03   8498.78628    877.8
  43   21  17   2.375E-01   3182.18724    877.8
  44   24  14   3.889E-03   9769.16663   1067.7
  45   24  21   2.480E-01   3956.01965   1067.7
  46   17  15   2.984E-04   1716.95686    725.1
  47   21  18   2.956E-04   2014.86480    877.8
  48   24  15   2.095E-05   8855.16375   1067.7
  49   24  20   1.375E-04   4176.09528   1067.7
  50   15  12   7.132E-01   3599.64218    642.7
  51   18  14   4.526E-01   3798.28218    781.1
  52   20  12   4.356E-01   8278.71065    867.3
  53   20  17   6.891E-02   2962.11161    867.3
  54   22  14   1.717E+00   7355.11426    951.8
  55   22  21   3.422E-03   1541.96728    951.8
  56   26  12   5.049E-02  12925.69499   1090.3
  57   26  17   4.162E+00   7609.09595   1090.3
  58   26  24   3.183E-05    470.88906   1090.3
  59   29  14   4.917E-02  14162.91432   1278.6
  60   29  21   7.645E+00   8349.76735   1278.6
  61   18  15   1.360E-01   2884.27930    781.1
  62   20  18   7.508E-02   1794.78916    867.3
  63   22  15   4.229E-02   6441.11138    951.8
  64   22  20   8.175E-02   1762.04292    951.8
  65   26  18   7.067E-02   6441.77351   1090.3
  66   26  22   2.272E-01   2884.94142   1090.3
  67   29  15   1.190E-03  13248.91145   1278.6
  68   29  20   2.017E-02   8569.84298   1278.6
  69   29  26   3.886E-01   3922.85864   1278.6
  70   20  19   1.224E-05    488.49113    867.3
  71   26  19   4.170E-04   5135.47547   1090.3
  72   29  23   4.249E-04   5367.01820   1278.6
  73   19  15   1.178E+00   4190.57733    843.8
  74   23  18   1.338E+00   4997.61394   1021.0
  75   23  22   2.131E-03   1440.78186   1021.0
  76   27  15   4.760E-01  11092.25181   1175.1
  77   27  26   6.358E-03   1766.19900   1175.1
  78   23  19   2.430E-01   3691.31591   1021.0
  79   27  25   4.751E-04   2177.41002   1175.1
  80   28  23   1.629E+00   5194.86788   1270.3
  81   28  25   3.110E-01   4161.91933   1270.3
  82   33  12   7.231E-05  21538.07865   1503.6
  83   33  18   2.779E-04  15054.15716   1503.6
  84   33  19   2.475E-06  13747.85913   1503.6
  85   31  22   4.132E+00   7980.32609   1334.8
  86   35  20   1.921E-01  13696.71471   1524.6
  87   33  17   1.631E-02  16221.47961   1503.6
  88   33  22   3.881E-03  11497.32508   1503.6
  89   31  29   1.080E-03   1172.52603   1334.8
  90   35  26   8.196E+00   9049.73037   1524.6
  91   33  24   1.246E+01   9083.27271   1503.6
  92   31  18   6.085E-01  11537.15818   1334.8
  93   35  15   7.434E-03  18375.78318   1524.6
  94   35  33   1.896E-05    437.34671   1524.6
  95   39  18   3.430E-03  20184.54888   1749.9
  96   45  15   4.961E-06  28423.85321   2006.9
  97   45  33   1.970E+01  10485.41675   2006.9
  98   31  19   2.047E-02  10230.86015   1334.8
  99   35  31   4.974E-01   3954.34570   1524.6
 100   39  35   5.847E-01   4693.04500   1749.9
 101   45  39   4.590E-01   5355.02503   2006.9
 102   35  25   1.327E-04   9460.94138   1524.6
 103   39  34   3.484E-04   4977.51789   1749.9
 104   45  38   1.079E-04   7885.69923   2006.9
 105   32  19   5.602E-01  11884.74981   1414.2
 106   34  31   1.040E-01   3669.87280   1511.0
 107   38  35   1.056E-02   2162.37080   1628.4
 108   41  39   8.839E-04   1190.82908   1807.0
 109   32  28   2.374E-01   2998.56602   1414.2
 110   38  28   1.455E-01   7461.39286   1628.4
 111   41  32   1.264E-01   8184.33012   1807.0
 112   38  30   5.064E-04   6342.57720   1628.4
 113   36  34   1.884E-04    906.20605   1554.5
