     distance         timeN            Tn       0-0S(0)       0-0S(1)       0-0S(2)       0-0S(3)       0-0S(4)       0-0S(5)       0-0S(6)       1-0O(2)       1-0Q(1)       1-0O(3)       1-0S(0)       1-0Q(2)       1-0O(4)       1-1S(0)       1-0S(1)       1-0Q(3)       1-0O(5)       1-1S(1)       0-0S(7)       1-0S(2)       1-0Q(4)       1-0O(6)       1-1S(2)       1-0S(3)       1-0Q(5)       1-0O(7)       1-1S(3)       0-0S(8)       1-0S(4)       1-0Q(6)       1-0O(8)       1-1S(4)       0-0S(9)       1-0S(5)       1-0Q(7)       1-0O(9)       1-1S(5)       1-0S(6)       1-0Q(8)      1-0O(10)       1-1S(6)       2-0O(2)       2-1O(2)       2-0Q(1)       2-0O(3)       2-1Q(1)       2-1O(3)      0-0S(10)       2-0S(0)       2-0Q(2)       2-0O(4)       2-1S(0)       2-1Q(2)       2-1O(4)       2-2S(0)       2-0S(1)       2-0Q(3)       2-0O(5)       2-1S(1)       2-1Q(3)       2-1O(5)       2-2S(1)       1-0S(7)       1-0Q(9)      1-0O(11)       1-1S(7)       2-0S(2)       2-0Q(4)       2-0O(6)       2-1S(2)       2-1Q(4)       2-1O(6)       2-2S(2)      0-0S(11)       2-0S(3)       2-0Q(5)       2-0O(7)       2-1S(3)       2-1Q(5)       2-1O(7)       2-2S(3)       1-0S(8)      1-0Q(10)       1-1S(8)      1-0O(12)       2-0S(4)       2-0Q(6)       2-0O(8)       2-1S(4)       2-1Q(6)       2-1O(8)       2-2S(4)      0-0S(12)       1-0S(9)      1-0Q(11)       1-1S(9)      1-0O(13)       2-0S(5)       2-0Q(7)       2-0O(9)       2-1S(5)       2-1Q(7)       2-1O(9)       2-2S(5)       2-0S(6)       2-0Q(8)      2-0O(10)       2-1S(6)       2-1Q(8)      2-1O(10)       2-2S(6)       3-0O(2)       3-1O(2)       3-2O(2)       3-0Q(1)       3-0O(3)       3-1Q(1)       3-1O(3)       3-2Q(1)       3-2O(3)      1-0S(10)      1-0Q(12)      1-1S(10)      1-0O(14)       3-0S(0)       3-0Q(2)       3-0O(4)       3-1S(0)       3-1Q(2)       3-1O(4)       3-2S(0)       3-2Q(2)       3-2O(4)       3-3S(0)      0-0S(13)       3-0S(1)       3-0Q(3)       3-0O(5)       3-1S(1)       3-1Q(3)       3-1O(5)       3-2S(1)       3-2Q(3)       3-2O(5)       3-3S(1)       2-0S(7)       2-0Q(9)      2-0O(11)       2-1S(7)       2-1Q(9)      2-1O(11)       2-2S(7)       3-0S(2)       3-0Q(4)       3-0O(6)       3-1S(2)       3-1Q(4)       3-1O(6)       3-2S(2)       3-2Q(4)       3-2O(6)       3-3S(2)      1-0S(11)      1-0Q(13)      1-1S(11)      1-0O(15)       3-0S(3)       3-0Q(5)       3-0O(7)       3-1S(3)       3-1Q(5)       3-1O(7)       3-2S(3)       3-2Q(5)       3-2O(7)       3-3S(3)      0-0S(14)       2-0S(8)      2-0Q(10)       2-1S(8)      2-0O(12)      2-1Q(10)       2-2S(8)      2-1O(12)       3-0S(4)       3-0Q(6)       3-0O(8)       3-1S(4)       3-1Q(6)       3-1O(8)       3-2S(4)       3-2Q(6)       3-2O(8)       3-3S(4)      1-0S(12)      1-0Q(14)      1-1S(12)      1-0O(16)       2-0S(9)      2-0Q(11) 
  1.000000000E+005   1.2676E-009   1.0000E+001   4.1302E-036   1.1070E-034   8.8857E-034   4.0308E-033   1.3044E-032   3.3705E-032   7.4038E-032   1.2878E-030   7.0636E-031   5.9733E-031   4.5044E-031   4.9767E-031   3.8224E-031   3.7163E-036   6.4837E-031   4.5499E-031   2.5520E-031   9.9326E-035   1.4383E-031   7.7615E-031   4.3110E-031   1.6965E-031   7.9418E-034   8.5208E-031   4.1108E-031   1.1054E-031   3.5846E-033   2.5364E-031   8.7794E-031   3.9140E-031   7.0106E-032   1.1529E-032   4.1342E-031   8.5431E-031   3.7096E-031   4.3064E-032   2.9574E-032   7.8488E-031   3.4964E-031   2.5539E-032   6.4469E-032   1.0602E-030   1.8268E-030   6.1950E-031   4.7530E-031   9.8928E-031   8.5185E-031   6.3141E-031   4.2400E-031   4.4044E-031   2.9531E-031   6.1968E-031   6.9592E-031   5.4681E-031   3.2424E-036   6.4669E-031   4.0817E-031   1.9224E-031   8.7771E-031   6.3481E-031   3.6549E-031   8.6443E-035   6.7680E-031   3.2727E-031   1.4554E-032   1.2411E-031   8.2732E-031   3.9373E-031   1.2509E-031   1.0299E-030   5.9964E-031   2.4275E-031   6.8857E-034   9.1263E-031   9.8077E-031   3.8387E-031   8.0082E-032   1.1032E-030   5.6958E-031   1.5773E-031   3.0919E-033   5.4200E-031   3.0424E-031   2.1675E-031   7.9393E-033   1.1054E-030   3.7526E-031   5.0071E-032   1.1026E-030   5.3980E-031   9.9536E-032   9.8857E-033   1.2581E-030   3.9480E-031   2.8072E-031   3.4980E-031   4.1200E-033   1.1962E-030   3.6668E-031   3.0428E-032   1.0325E-030   5.0881E-031   6.0734E-032   2.5177E-032   1.2486E-030   3.5765E-031   1.7903E-032   9.0264E-031   4.7634E-031   3.5673E-032   5.4413E-032   1.5075E-031   2.6443E-030   1.8826E-030   1.2049E-031   5.0349E-032   1.5016E-030   1.2106E-030   1.0044E-030   8.8307E-031   2.5141E-031   2.5698E-031   5.2833E-031   2.0181E-033   1.0270E-031   8.6203E-032   2.0563E-032   1.0014E-030   1.0664E-030   7.6989E-031   6.1607E-031   7.0525E-031   5.6879E-031   2.7386E-036   1.6655E-030   1.7606E-031   8.0617E-032   6.8842E-033   1.5018E-030   9.8701E-031   5.1474E-031   8.5571E-031   6.4143E-031   3.8056E-031   7.2823E-035   1.2600E-030   3.4789E-031   1.0157E-032   7.2855E-031   4.4269E-031   2.0093E-032   1.0383E-031   2.4904E-031   7.8699E-032   1.1874E-033   1.8888E-030   9.5026E-031   3.4546E-031   9.7972E-031   6.0353E-031   2.5239E-031   5.7766E-034   1.2827E-031   2.3335E-031   7.5500E-031   9.2288E-034   3.2254E-031   7.7851E-032   2.3967E-035   2.2011E-030   9.2420E-031   2.2948E-031   1.0174E-030   5.7047E-031   1.6340E-031   2.5803E-033   2.1265E-030   1.2307E-030   3.3734E-031   5.3113E-031   5.5325E-033   4.0801E-031   1.7956E-031   1.0799E-032   3.9374E-031   7.7388E-032   1.3343E-033   2.4375E-030   9.0095E-031   1.5005E-031   9.7705E-031   5.3731E-031   1.0249E-031   8.1962E-033   4.0630E-032   2.1013E-031   1.0288E-030   3.8842E-034   1.1636E-030   3.2594E-031 
  7.023518923E+005   8.9027E-009   1.0000E+001   5.3888E-035   1.4443E-033   1.1593E-032   5.2590E-032   1.7018E-031   4.3975E-031   9.6598E-031   1.6802E-029   9.2159E-030   7.7934E-030   5.8769E-030   6.4932E-030   4.9871E-030   4.8486E-035   8.4593E-030   5.9363E-030   3.3296E-030   1.2959E-033   1.8766E-030   1.0126E-029   5.6246E-030   2.2135E-030   1.0362E-032   1.1117E-029   5.3634E-030   1.4423E-030   4.6768E-032   3.3093E-030   1.1455E-029   5.1066E-030   9.1467E-031   1.5042E-031   5.3939E-030   1.1146E-029   4.8400E-030   5.6186E-031   3.8585E-031   1.0240E-029   4.5618E-030   3.3320E-031   8.4113E-031   1.3833E-029   2.3835E-029   8.0826E-030   6.2013E-030   1.2907E-029   1.1114E-029   8.2381E-030   5.5320E-030   5.7465E-030   3.8529E-030   8.0850E-030   9.0797E-030   7.1342E-030   4.2303E-035   8.4375E-030   5.3254E-030   2.5082E-030   1.1451E-029   8.2824E-030   4.7685E-030   1.1278E-033   8.8302E-030   4.2698E-030   1.8988E-031   1.6193E-030   1.0794E-029   5.1370E-030   1.6321E-030   1.3438E-029   7.8236E-030   3.1672E-030   8.9838E-033   1.1907E-029   1.2796E-029   5.0083E-030   1.0448E-030   1.4394E-029   7.4313E-030   2.0580E-030   4.0341E-032   7.0715E-030   3.9695E-030   2.8280E-030   1.0358E-031   1.4422E-029   4.8960E-030   6.5328E-031   1.4386E-029   7.0428E-030   1.2987E-030   1.2898E-031   1.6415E-029   5.1510E-030   3.6626E-030   4.5639E-030   5.3754E-032   1.5607E-029   4.7841E-030   3.9699E-031   1.3471E-029   6.6385E-030   7.9240E-031   3.2848E-031   1.6290E-029   4.6663E-030   2.3358E-031   1.1777E-029   6.2149E-030   4.6542E-031   7.0993E-031   1.9668E-030   3.4500E-029   2.4562E-029   1.5721E-030   6.5690E-031   1.9591E-029   1.5795E-029   1.3105E-029   1.1521E-029   3.2802E-030   3.3528E-030   6.8931E-030   2.6330E-032   1.3399E-030   1.1247E-030   2.6829E-031   1.3066E-029   1.3914E-029   1.0045E-029   8.0379E-030   9.2014E-030   7.4210E-030   3.5731E-035   2.1730E-029   2.2971E-030   1.0518E-030   8.9819E-032   1.9594E-029   1.2878E-029   6.7158E-030   1.1164E-029   8.3688E-030   4.9652E-030   9.5013E-034   1.6439E-029   4.5390E-030   1.3252E-031   9.5054E-030   5.7758E-030   2.6215E-031   1.3547E-030   3.2492E-030   1.0268E-030   1.5492E-032   2.4644E-029   1.2398E-029   4.5072E-030   1.2782E-029   7.8742E-030   3.2930E-030   7.5368E-033   1.6735E-030   3.0445E-030   9.8505E-030   1.2041E-032   4.2082E-030   1.0157E-030   3.1270E-034   2.8718E-029   1.2058E-029   2.9940E-030   1.3273E-029   7.4429E-030   2.1319E-030   3.3665E-032   2.7744E-029   1.6057E-029   4.4012E-030   6.9296E-030   7.2183E-032   5.3233E-030   2.3427E-030   1.4090E-031   5.1371E-030   1.0097E-030   1.7409E-032   3.1802E-029   1.1755E-029   1.9577E-030   1.2748E-029   7.0103E-030   1.3372E-030   1.0694E-031   5.3010E-031   2.7415E-030   1.3422E-029   5.0677E-033   1.5181E-029   4.2525E-030 
  5.010482483E+006   6.3510E-008   1.0000E+001   4.0976E-034   1.0983E-032   8.8155E-032   3.9989E-031   1.2941E-030   3.3438E-030   7.3453E-030   1.2776E-028   7.0078E-029   5.9261E-029   4.4688E-029   4.9374E-029   3.7922E-029   3.6869E-034   6.4324E-029   4.5140E-029   2.5319E-029   9.8541E-033   1.4270E-029   7.7001E-029   4.2770E-029   1.6831E-029   7.8790E-032   8.4534E-029   4.0783E-029   1.0967E-029   3.5562E-031   2.5164E-029   8.7100E-029   3.8831E-029   6.9552E-030   1.1438E-030   4.1015E-029   8.4756E-029   3.6803E-029   4.2724E-030   2.9340E-030   7.7867E-029   3.4688E-029   2.5337E-030   6.3960E-030   1.0518E-028   1.8124E-028   6.1460E-029   4.7155E-029   9.8146E-029   8.4511E-029   6.2642E-029   4.2065E-029   4.3696E-029   2.9297E-029   6.1478E-029   6.9042E-029   5.4248E-029   3.2168E-034   6.4158E-029   4.0494E-029   1.9072E-029   8.7077E-029   6.2979E-029   3.6260E-029   8.5759E-033   6.7145E-029   3.2468E-029   1.4439E-030   1.2313E-029   8.2078E-029   3.9061E-029   1.2410E-029   1.0218E-028   5.9490E-029   2.4083E-029   6.8313E-032   9.0542E-029   9.7302E-029   3.8083E-029   7.9449E-030   1.0945E-028   5.6508E-029   1.5649E-029   3.0675E-031   5.3772E-029   3.0184E-029   2.1504E-029   7.8765E-031   1.0967E-028   3.7229E-029   4.9676E-030   1.0939E-028   5.3553E-029   9.8749E-030   9.8076E-031   1.2482E-028   3.9168E-029   2.7850E-029   3.4704E-029   4.0874E-031   1.1867E-028   3.6378E-029   3.0187E-030   1.0244E-028   5.0479E-029   6.0254E-030   2.4978E-030   1.2387E-028   3.5482E-029   1.7761E-030   8.9551E-029   4.7258E-029   3.5391E-030   5.3983E-030   1.4956E-029   2.6234E-028   1.8677E-028   1.1954E-029   4.9951E-030   1.4897E-028   1.2011E-028   9.9650E-029   8.7609E-029   2.4943E-029   2.5495E-029   5.2415E-029   2.0022E-031   1.0189E-029   8.5521E-030   2.0401E-030   9.9350E-029   1.0580E-028   7.6380E-029   6.1120E-029   6.9968E-029   5.6429E-029   2.7170E-034   1.6524E-028   1.7467E-029   7.9980E-030   6.8298E-031   1.4899E-028   9.7921E-029   5.1067E-029   8.4894E-029   6.3636E-029   3.7755E-029   7.2248E-033   1.2500E-028   3.4514E-029   1.0077E-030   7.2279E-029   4.3919E-029   1.9934E-030   1.0301E-029   2.4707E-029   7.8077E-030   1.1780E-031   1.8739E-028   9.4275E-029   3.4273E-029   9.7198E-029   5.9876E-029   2.5040E-029   5.7310E-032   1.2726E-029   2.3150E-029   7.4903E-029   9.1559E-032   3.1999E-029   7.7236E-030   2.3778E-033   2.1837E-028   9.1689E-029   2.2766E-029   1.0093E-028   5.6596E-029   1.6211E-029   2.5599E-031   2.1097E-028   1.2210E-028   3.3467E-029   5.2693E-029   5.4888E-031   4.0478E-029   1.7814E-029   1.0714E-030   3.9063E-029   7.6776E-030   1.3237E-031   2.4183E-028   8.9383E-029   1.4886E-029   9.6933E-029   5.3306E-029   1.0168E-029   8.1314E-031   4.0309E-030   2.0846E-029   1.0206E-028   3.8535E-032   1.1544E-028   3.2336E-029 
  2.258623810E+007   2.8629E-007   1.0000E+001   1.8616E-033   4.9896E-032   4.0050E-031   1.8168E-030   5.8791E-030   1.5192E-029   3.3371E-029   5.8046E-028   3.1837E-028   2.6923E-028   2.0302E-028   2.2431E-028   1.7229E-028   1.6750E-033   2.9223E-028   2.0508E-028   1.1503E-028   4.4769E-032   6.4829E-029   3.4983E-028   1.9431E-028   7.6466E-029   3.5795E-031   3.8405E-028   1.8528E-028   4.9824E-029   1.6156E-030   1.1432E-028   3.9571E-028   1.7641E-028   3.1598E-029   5.1964E-030   1.8634E-028   3.8506E-028   1.6720E-028   1.9410E-029   1.3330E-029   3.5376E-028   1.5759E-028   1.1511E-029   2.9058E-029   4.7786E-028   8.2340E-028   2.7922E-028   2.1423E-028   4.4589E-028   3.8395E-028   2.8459E-028   1.9111E-028   1.9852E-028   1.3310E-028   2.7931E-028   3.1367E-028   2.4646E-028   1.4614E-033   2.9148E-028   1.8397E-028   8.6647E-029   3.9560E-028   2.8613E-028   1.6473E-028   3.8962E-032   3.0505E-028   1.4751E-028   6.5597E-030   5.5940E-029   3.7289E-028   1.7746E-028   5.6381E-029   4.6422E-028   2.7027E-028   1.0941E-028   3.1036E-031   4.1135E-028   4.4206E-028   1.7302E-028   3.6095E-029   4.9725E-028   2.5672E-028   7.1095E-029   1.3936E-030   2.4429E-028   1.3713E-028   9.7697E-029   3.5784E-030   4.9823E-028   1.6914E-028   2.2568E-029   4.9697E-028   2.4330E-028   4.4863E-029   4.4557E-030   5.6707E-028   1.7795E-028   1.2653E-028   1.5766E-028   1.8570E-030   5.3915E-028   1.6527E-028   1.3715E-029   4.6539E-028   2.2934E-028   2.7374E-029   1.1348E-029   5.6276E-028   1.6120E-028   8.0692E-030   4.0684E-028   2.1470E-028   1.6079E-029   2.4525E-029   6.7946E-029   1.1919E-027   8.4853E-028   5.4310E-029   2.2693E-029   6.7680E-028   5.4566E-028   4.5272E-028   3.9802E-028   1.1332E-028   1.1583E-028   2.3813E-028   9.0961E-031   4.6289E-029   3.8854E-029   9.2684E-030   4.5136E-028   4.8067E-028   3.4701E-028   2.7768E-028   3.1787E-028   2.5637E-028   1.2344E-033   7.5070E-028   7.9357E-029   3.6336E-029   3.1029E-030   6.7688E-028   4.4487E-028   2.3201E-028   3.8569E-028   2.8911E-028   1.7153E-028   3.2823E-032   5.6791E-028   1.5680E-028   4.5781E-030   3.2837E-028   1.9953E-028   9.0563E-030   4.6801E-029   1.1225E-028   3.5472E-029   5.3518E-031   8.5134E-028   4.2830E-028   1.5571E-028   4.4159E-028   2.7202E-028   1.1376E-028   2.6037E-031   5.7815E-029   1.0518E-028   3.4030E-028   4.1597E-031   1.4538E-028   3.5089E-029   1.0803E-032   9.9209E-028   4.1656E-028   1.0343E-028   4.5855E-028   2.5712E-028   7.3649E-029   1.1630E-030   9.5846E-028   5.5471E-028   1.5205E-028   2.3939E-028   2.4936E-030   1.8390E-028   8.0932E-029   4.8674E-030   1.7747E-028   3.4881E-029   6.0140E-031   1.0987E-027   4.0608E-028   6.7630E-029   4.4038E-028   2.4218E-028   4.6196E-029   3.6942E-030   1.8313E-029   9.4709E-029   4.6369E-028   1.7507E-031   5.2446E-028   1.4691E-028 
  5.163112052E+007   6.5445E-007   1.0000E+001   4.2609E-033   1.1420E-031   9.1667E-031   4.1583E-030   1.3456E-029   3.4770E-029   7.6380E-029   1.3286E-027   7.2870E-028   6.1622E-028   4.6468E-028   5.1341E-028   3.9433E-028   3.8338E-033   6.6887E-028   4.6938E-028   2.6327E-028   1.0247E-031   1.4838E-028   8.0069E-028   4.4473E-028   1.7502E-028   8.1929E-031   8.7902E-028   4.2408E-028   1.1404E-028   3.6979E-030   2.6166E-028   9.0570E-028   4.0378E-028   7.2323E-029   1.1893E-029   4.2649E-028   8.8132E-028   3.8269E-028   4.4426E-029   3.0509E-029   8.0970E-028   3.6070E-028   2.6346E-029   6.6508E-029   1.0937E-027   1.8846E-027   6.3909E-028   4.9034E-028   1.0206E-027   8.7878E-028   6.5138E-028   4.3741E-028   4.5437E-028   3.0465E-028   6.3928E-028   7.1793E-028   5.6410E-028   3.3449E-033   6.6714E-028   4.2107E-028   1.9832E-028   9.0546E-028   6.5489E-028   3.7704E-028   8.9176E-032   6.9820E-028   3.3761E-028   1.5014E-029   1.2804E-028   8.5348E-028   4.0618E-028   1.2905E-028   1.0625E-027   6.1861E-028   2.5043E-028   7.1034E-031   9.4149E-028   1.0118E-027   3.9601E-028   8.2614E-029   1.1381E-027   5.8759E-028   1.6272E-028   3.1897E-030   5.5914E-028   3.1386E-028   2.2361E-028   8.1903E-030   1.1403E-027   3.8712E-028   5.1655E-029   1.1375E-027   5.5687E-028   1.0268E-028   1.0198E-029   1.2979E-027   4.0729E-028   2.8960E-028   3.6086E-028   4.2503E-030   1.2340E-027   3.7827E-028   3.1390E-029   1.0652E-027   5.2490E-028   6.2655E-029   2.5973E-029   1.2881E-027   3.6896E-028   1.8469E-029   9.3119E-028   4.9141E-028   3.6801E-029   5.6134E-029   1.5551E-028   2.7279E-027   1.9421E-027   1.2430E-028   5.1941E-029   1.5491E-027   1.2489E-027   1.0362E-027   9.1100E-028   2.5936E-028   2.6510E-028   5.4503E-028   2.0819E-030   1.0595E-028   8.8929E-029   2.1214E-029   1.0331E-027   1.1002E-027   7.9424E-028   6.3555E-028   7.2755E-028   5.8678E-028   2.8252E-033   1.7182E-027   1.8163E-028   8.3167E-029   7.1019E-030   1.5493E-027   1.0182E-027   5.3102E-028   8.8277E-028   6.6172E-028   3.9259E-028   7.5126E-032   1.2998E-027   3.5889E-028   1.0478E-029   7.5158E-028   4.5669E-028   2.0728E-029   1.0712E-028   2.5691E-028   8.1187E-029   1.2249E-030   1.9486E-027   9.8031E-028   3.5638E-028   1.0107E-027   6.2261E-028   2.6038E-028   5.9593E-031   1.3233E-028   2.4073E-028   7.7887E-028   9.5207E-031   3.3274E-028   8.0313E-029   2.4725E-032   2.2707E-027   9.5342E-028   2.3673E-028   1.0495E-027   5.8851E-028   1.6857E-028   2.6619E-030   2.1937E-027   1.2696E-027   3.4800E-028   5.4792E-028   5.7075E-030   4.2091E-028   1.8524E-028   1.1141E-029   4.0619E-028   7.9835E-029   1.3765E-030   2.5146E-027   9.2944E-028   1.5479E-028   1.0079E-027   5.5430E-028   1.0573E-028   8.4554E-030   4.1915E-029   2.1677E-028   1.0613E-027   4.0070E-031   1.2004E-027   3.3624E-028 
  8.067600293E+007   1.0226E-006   1.0000E+001   6.6601E-033   1.7851E-031   1.4328E-030   6.4997E-030   2.1033E-029   5.4349E-029   1.1939E-028   2.0766E-027   1.1390E-027   9.6321E-028   7.2634E-028   8.0251E-028   6.1637E-028   5.9926E-033   1.0455E-027   7.3368E-028   4.1152E-028   1.6017E-031   2.3193E-028   1.2516E-027   6.9516E-028   2.7357E-028   1.2806E-030   1.3740E-027   6.6288E-028   1.7825E-028   5.7802E-030   4.0900E-028   1.4157E-027   6.3114E-028   1.1305E-028   1.8591E-029   6.6664E-028   1.3776E-027   5.9819E-028   6.9442E-029   4.7689E-029   1.2656E-027   5.6380E-028   4.1181E-029   1.0396E-028   1.7096E-027   2.9458E-027   9.9895E-028   7.6644E-028   1.5952E-027   1.3736E-027   1.0182E-027   6.8371E-028   7.1022E-028   4.7619E-028   9.9925E-028   1.1222E-027   8.8174E-028   5.2284E-033   1.0428E-027   6.5818E-028   3.0999E-028   1.4153E-027   1.0236E-027   5.8935E-028   1.3939E-031   1.0913E-027   5.2772E-028   2.3468E-029   2.0013E-028   1.3341E-027   6.3489E-028   2.0171E-028   1.6608E-027   9.6694E-028   3.9144E-028   1.1103E-030   1.4716E-027   1.5815E-027   6.1899E-028   1.2913E-028   1.7790E-027   9.1846E-028   2.5435E-028   4.9858E-030   8.7399E-028   4.9060E-028   3.4952E-028   1.2802E-029   1.7825E-027   6.0511E-028   8.0741E-029   1.7780E-027   8.7043E-028   1.6050E-028   1.5941E-029   2.0287E-027   6.3662E-028   4.5267E-028   5.6406E-028   6.6436E-030   1.9289E-027   5.9127E-028   4.9066E-029   1.6650E-027   8.2047E-028   9.7935E-029   4.0598E-029   2.0133E-027   5.7672E-028   2.8869E-029   1.4555E-027   7.6812E-028   5.7523E-029   8.7742E-029   2.4308E-028   4.2640E-027   3.0357E-027   1.9430E-028   8.1188E-029   2.4213E-027   1.9522E-027   1.6197E-027   1.4240E-027   4.0541E-028   4.1438E-028   8.5194E-028   3.2542E-030   1.6560E-028   1.3900E-028   3.3159E-029   1.6148E-027   1.7197E-027   1.2415E-027   9.9343E-028   1.1372E-027   9.1718E-028   4.4161E-033   2.6857E-027   2.8391E-028   1.3000E-028   1.1101E-029   2.4216E-027   1.5916E-027   8.3003E-028   1.3798E-027   1.0343E-027   6.1366E-028   1.1743E-031   2.0318E-027   5.6098E-028   1.6379E-029   1.1748E-027   7.1384E-028   3.2400E-029   1.6743E-028   4.0158E-028   1.2690E-028   1.9147E-030   3.0458E-027   1.5323E-027   5.5706E-028   1.5798E-027   9.7320E-028   4.0699E-028   9.3149E-031   2.0684E-028   3.7628E-028   1.2175E-027   1.4882E-030   5.2011E-028   1.2554E-028   3.8648E-032   3.5493E-027   1.4903E-027   3.7004E-028   1.6405E-027   9.1989E-028   2.6349E-028   4.1607E-030   3.4290E-027   1.9845E-027   5.4396E-028   8.5645E-028   8.9213E-030   6.5792E-028   2.8954E-028   1.7414E-029   6.3491E-028   1.2479E-028   2.1516E-030   3.9306E-027   1.4528E-027   2.4195E-028   1.5755E-027   8.6642E-028   1.6527E-028   1.3216E-029   6.5517E-029   3.3883E-028   1.6589E-027   6.2633E-031   1.8763E-027   5.2558E-028 
  1.097208853E+008   1.3908E-006   1.0000E+001   9.0594E-033   2.4282E-031   1.9490E-030   8.8412E-030   2.8610E-029   7.3928E-029   1.6240E-028   2.8247E-027   1.5493E-027   1.3102E-027   9.8800E-028   1.0916E-027   8.3842E-028   8.1514E-033   1.4221E-027   9.9799E-028   5.5977E-028   2.1786E-031   3.1548E-028   1.7024E-027   9.4559E-028   3.7212E-028   1.7420E-030   1.8690E-027   9.0167E-028   2.4247E-028   7.8624E-030   5.5634E-028   1.9257E-027   8.5850E-028   1.5377E-028   2.5288E-029   9.0680E-028   1.8739E-027   8.1368E-028   9.4457E-029   6.4868E-029   1.7216E-027   7.6691E-028   5.6017E-029   1.4141E-028   2.3255E-027   4.0070E-027   1.3588E-027   1.0425E-027   2.1699E-027   1.8685E-027   1.3850E-027   9.3002E-028   9.6607E-028   6.4774E-028   1.3592E-027   1.5264E-027   1.1994E-027   7.1119E-033   1.4185E-027   8.9528E-028   4.2166E-028   1.9252E-027   1.3924E-027   8.0166E-028   1.8960E-031   1.4845E-027   7.1783E-028   3.1922E-029   2.7223E-028   1.8147E-027   8.6361E-028   2.7437E-028   2.2591E-027   1.3153E-027   5.3245E-028   1.5103E-030   2.0018E-027   2.1512E-027   8.4198E-028   1.7565E-028   2.4198E-027   1.2493E-027   3.4598E-028   6.7819E-030   1.1888E-027   6.6733E-028   4.7543E-028   1.7414E-029   2.4246E-027   8.2309E-028   1.0983E-028   2.4185E-027   1.1840E-027   2.1832E-028   2.1683E-029   2.7596E-027   8.6596E-028   6.1574E-028   7.6726E-028   9.0369E-030   2.6237E-027   8.0428E-028   6.6741E-029   2.2648E-027   1.1160E-027   1.3322E-028   5.5223E-029   2.7386E-027   7.8448E-028   3.9268E-029   1.9799E-027   1.0448E-027   7.8245E-029   1.1935E-028   3.3065E-028   5.8001E-027   4.1293E-027   2.6429E-028   1.1044E-028   3.2936E-027   2.6554E-027   2.2031E-027   1.9369E-027   5.5145E-028   5.6366E-028   1.1588E-027   4.4266E-030   2.2526E-028   1.8908E-028   4.5104E-029   2.1965E-027   2.3392E-027   1.6887E-027   1.3513E-027   1.5469E-027   1.2476E-027   6.0069E-033   3.6532E-027   3.8618E-028   1.7683E-028   1.5100E-029   3.2940E-027   2.1649E-027   1.1290E-027   1.8769E-027   1.4069E-027   8.3473E-028   1.5973E-031   2.7637E-027   7.6307E-028   2.2279E-029   1.5980E-027   9.7100E-028   4.4072E-029   2.2775E-028   5.4624E-028   1.7262E-028   2.6044E-030   4.1430E-027   2.0843E-027   7.5774E-028   2.1489E-027   1.3238E-027   5.5361E-028   1.2671E-030   2.8135E-028   5.1183E-028   1.6560E-027   2.0243E-030   7.0747E-028   1.7076E-028   5.2571E-032   4.8279E-027   2.0272E-027   5.0334E-028   2.2315E-027   1.2513E-027   3.5841E-028   5.6596E-030   4.6643E-027   2.6995E-027   7.3992E-028   1.1650E-027   1.2135E-029   8.9493E-028   3.9385E-028   2.3687E-029   8.6363E-028   1.6974E-028   2.9267E-030   5.3465E-027   1.9762E-027   3.2911E-028   2.1431E-027   1.1785E-027   2.2481E-028   1.7978E-029   8.9119E-029   4.6089E-028   2.2565E-027   8.5196E-031   2.5522E-027   7.1492E-028 
