     Distance         timeN            Tn        a6D-J9        a6D-J7        a6D-J5        a6D-J3        a6D-J1        a4F-J9        a4F-J7        a4F-J5        a4F-J3        a4D-J7        a4D-J5        a4D-J3        a4D-J1        a4P-J5        a4P-J3        a4P-J1        b4P-J5        b4P-J3        b4P-J1       a4H-J13       a4H-J11        a4H-J9        a4H-J7        b4F-J9        b4F-J7        b4F-J5        b4F-J3       a4G-J11        a4G-J9        a4G-J7        a4G-J5        b4D-J7        b4D-J5        b4D-J3        b4D-J1 
  8.157164601E+014   1.3100E+002   4.0169E+002   8.0373E-001   1.3910E-001   3.8691E-002   1.3080E-002   4.3939E-003   9.0382E-004   8.7052E-005   1.5567E-005   3.9356E-006   2.0617E-013   3.2619E-014   7.8341E-015   2.1719E-015   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.166706446E+014   1.3273E+002   3.9288E+002   8.1074E-001   1.3524E-001   3.6809E-002   1.2260E-002   4.0825E-003   7.8187E-004   7.1273E-005   1.2363E-005   3.0636E-006   1.0790E-013   1.6491E-014   3.8731E-015   1.0600E-015   1.5906E-019   6.1572E-019   5.8571E-020   5.0734E-021   1.0623E-020   2.7656E-021   2.8751E-020   1.7543E-020   1.2688E-020   1.0558E-020   4.2115E-021   5.2060E-021   5.3607E-021   8.7901E-021   3.1302E-021   3.0252E-021   3.0362E-021   3.0624E-021   2.2843E-021   2.4617E-021   2.4685E-021   4.9367E-019 
  8.174573022E+014   1.3418E+002   3.8545E+002   8.1673E-001   1.3190E-001   3.5217E-002   1.1577E-002   3.8255E-003   6.8800E-004   5.9692E-005   1.0083E-005   2.4550E-006   6.0933E-014   9.0341E-015   2.0802E-015   5.6285E-016   2.6171E-020   1.0185E-019   9.4946E-021   7.9239E-022   1.6901E-021   4.2394E-022   4.6384E-021   2.7922E-021   2.0028E-021   1.6603E-021   6.5780E-022   8.1703E-022   8.4003E-022   1.3927E-021   4.8933E-022   4.7296E-022   4.7480E-022   4.7900E-022   3.5697E-022   3.8489E-022   3.8600E-022   7.9033E-020 
  8.183551252E+014   1.3585E+002   3.7643E+002   8.2402E-001   1.2775E-001   3.3293E-002   1.0765E-002   3.5226E-003   5.8505E-004   4.7645E-005   7.7823E-006   1.8536E-006   2.9544E-014   4.2152E-015   9.4684E-016   2.5260E-016   1.6210E-019   6.3610E-019   5.7893E-020   4.6254E-021   1.0077E-020   2.4064E-021   2.8168E-020   1.6671E-020   1.1834E-020   9.7641E-021   3.8395E-021   4.7964E-021   4.9219E-021   8.2685E-021   2.8590E-021   2.7638E-021   2.7753E-021   2.8006E-021   2.0850E-021   2.2493E-021   2.2562E-021   4.7496E-019 
  8.210410925E+014   1.4101E+002   3.4144E+002   8.5219E-001   1.1119E-001   2.6037E-002   7.8224E-003   2.4513E-003   2.8687E-004   1.7715E-005   2.4967E-006   5.3922E-007   1.2432E-015   1.4984E-016   3.0184E-017   7.5720E-018   3.0804E-020   1.2307E-019   1.0407E-020   7.2869E-022   1.6673E-021   3.0950E-022   5.1242E-021   2.8254E-021   1.9239E-021   1.5609E-021   6.0387E-022   7.6823E-022   7.8321E-022   1.3703E-021   4.5139E-022   4.3651E-022   4.3865E-022   4.4295E-022   3.2877E-022   3.5528E-022   3.5658E-022   8.1571E-020 
  8.226955692E+014   1.4431E+002   3.0816E+002   8.7855E-001   9.4754E-002   1.9572E-002   5.3919E-003   1.6056E-003   1.2481E-004   5.6579E-006   6.6961E-007   1.2859E-007   3.1749E-017   3.0584E-018   4.6859E-019   6.7284E-020   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.241259020E+014   1.4725E+002   2.6750E+002   9.1002E-001   7.3629E-002   1.2488E-002   3.0016E-003   8.2492E-004   3.3808E-005   9.6734E-007   8.6730E-008   1.3797E-008   2.8156E-020   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.250183646E+014   1.4913E+002   2.3549E+002   9.3366E-001   5.6480E-002   7.8112E-003   1.6301E-003   4.1231E-004   8.7331E-006   1.5837E-007   1.0622E-008   1.3869E-009   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.257147806E+014   1.5063E+002   2.0719E+002   9.5295E-001   4.1508E-002   4.5444E-003   8.0680E-004   1.8559E-004   1.8515E-006   2.0248E-008   9.7206E-010   1.0106E-010   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.257582500E+014   1.5072E+002   2.0535E+002   9.5414E-001   4.0555E-002   4.3631E-003   7.6529E-004   1.7480E-004   1.6484E-006   1.7366E-008   8.1301E-010   8.3089E-011   3.2084E-020   2.2890E-020   2.0625E-020   1.4051E-020   1.4127E-020   5.6466E-020   4.1653E-021   2.5863E-022   3.9047E-022   7.2475E-024   2.9796E-021   1.0698E-021   6.1294E-022   4.9634E-022   2.1456E-022   2.7925E-022   2.8234E-022   5.1694E-022   1.6149E-022   1.5620E-022   1.5695E-022   1.5850E-022   1.1703E-022   1.2714E-022   1.2772E-022   3.1825E-020 
  8.262074480E+014   1.5170E+002   1.8588E+002   9.6599E-001   3.0817E-002   2.6983E-003   4.1046E-004   8.6241E-005   4.1963E-007   2.8609E-009   9.9624E-011   8.3211E-012   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.267273402E+014   1.5285E+002   1.6286E+002   9.7811E-001   2.0384E-002   1.3122E-003   1.6137E-004   2.9934E-005   5.4338E-008   1.9562E-010   4.3735E-012   2.7001E-013   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.269693718E+014   1.5339E+002   1.5218E+002   9.8292E-001   1.6103E-002   8.7060E-004   9.4895E-005   1.6402E-005   1.7027E-008   4.2850E-011   7.4474E-013   3.8718E-014   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.272301018E+014   1.5398E+002   1.4083E+002   9.8738E-001   1.2041E-002   5.2525E-004   4.9358E-005   7.8220E-006   4.0859E-009   6.6412E-012   8.4668E-014   3.5622E-015   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.273179112E+014   1.5418E+002   1.3706E+002   9.8870E-001   1.0815E-002   4.3587E-004   3.8777E-005   5.9516E-006   2.4134E-009   3.3410E-012   3.7992E-014   1.4782E-015   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.275734010E+014   1.5476E+002   1.2629E+002   9.9206E-001   7.6785E-003   2.4046E-004   1.7969E-005   2.4906E-006   4.5075E-010   3.7494E-013   2.9618E-015   9.0011E-017   8.5444E-021   6.0074E-021   5.3051E-021   3.5541E-021   3.5737E-021   1.4074E-020   9.8506E-022   6.2776E-023   1.6170E-023   1.3140E-026   1.0019E-021   2.0559E-022   1.1782E-022   1.0844E-022   5.2847E-023   6.8708E-023   6.9461E-023   1.2683E-022   3.9732E-023   3.8441E-023   3.8592E-023   3.8939E-023   2.8568E-023   3.1326E-023   3.1500E-023   7.7709E-021 
  8.279447239E+014   1.5561E+002   1.1132E+002   9.9564E-001   4.2659E-003   8.6724E-005   4.8072E-006   5.5953E-007   2.5433E-011   8.8884E-015   3.7544E-017   7.1883E-019   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.281230843E+014   1.5602E+002   1.0449E+002   9.9686E-001   3.0832E-003   4.9383E-005   2.3213E-006   2.4536E-007   5.2020E-012   1.1288E-015   3.3509E-018   3.7618E-020   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.282387048E+014   1.5628E+002   1.0020E+002   9.9751E-001   2.4588E-003   3.3357E-005   1.3978E-006   1.3816E-007   1.7218E-012   2.6843E-016   7.7014E-019   7.4426E-020   3.2170E-021   2.2565E-021   1.9845E-021   1.3206E-021   1.3312E-021   5.2137E-021   3.6031E-022   2.3327E-023   1.2679E-024   1.6477E-028   3.9910E-022   6.1991E-023   4.0189E-023   3.9481E-023   1.9685E-023   2.5564E-023   2.5855E-023   4.7066E-023   1.4792E-023   1.4314E-023   1.4367E-023   1.4488E-023   1.0558E-023   1.1686E-023   1.1763E-023   2.8747E-021 
  8.283353627E+014   1.5650E+002   9.6716E+001   9.9796E-001   2.0152E-003   2.3624E-005   8.9485E-007   8.3379E-008   6.5119E-013   7.5701E-017   2.8190E-020   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.284019650E+014   1.5666E+002   9.4366E+001   9.9823E-001   1.7477E-003   1.8456E-005   6.5033E-007   5.8090E-008   3.2471E-013   3.0490E-017   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.287075335E+014   1.5737E+002   8.4177E+001   9.9914E-001   8.5939E-004   5.3922E-006   1.3253E-007   9.5917E-009   1.0122E-014   4.0956E-019   5.6187E-020   2.6528E-020   1.3009E-021   9.1150E-022   8.0025E-022   5.3030E-022   5.3542E-022   2.0898E-021   1.4370E-022   9.3954E-024   1.1397E-025   2.8610E-030   1.6516E-022   2.1233E-023   1.5603E-023   1.5801E-023   7.9319E-024   1.0293E-023   1.0413E-023   1.8913E-023   5.9586E-024   5.7664E-024   5.7872E-024   5.8335E-024   4.2148E-024   4.7198E-024   4.7572E-024   1.1526E-021 
  8.289365807E+014   1.5790E+002   7.7209E+001   9.9952E-001   4.7476E-004   1.9280E-006   3.5066E-008   2.1285E-009   5.5585E-016   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.291170416E+014   1.5832E+002   7.2135E+001   9.9971E-001   2.8673E-004   8.0456E-007   1.1329E-008   5.9221E-010   4.6484E-017   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.296395000E+014   1.5955E+002   5.9459E+001   9.9994E-001   5.5823E-005   4.7217E-008   2.8980E-010   9.3274E-012   5.4319E-019   6.6328E-021   5.2492E-021   2.4642E-021   1.2182E-022   8.5229E-023   7.4694E-023   4.9233E-023   4.9774E-023   1.9332E-022   1.3274E-023   8.7828E-025   2.0235E-028   7.2877E-035   1.5793E-023   1.5575E-024   1.4227E-024   1.4716E-024   7.4143E-025   9.6086E-025   9.7295E-025   1.7599E-024   5.5682E-025   5.3892E-025   5.4088E-025   5.4475E-025   3.7836E-025   4.4603E-025   4.5263E-025   1.0684E-022 
  8.299542614E+014   1.6030E+002   5.3152E+001   9.9998E-001   1.8489E-005   6.9598E-009   2.4383E-011   5.6561E-013   5.4744E-020   5.5483E-022   4.3740E-022   2.0496E-022   1.0151E-023   7.0988E-024   6.2187E-024   4.0952E-024   4.1400E-024   1.6061E-023   1.1040E-024   7.3194E-026   3.3748E-030   2.1904E-037   1.3194E-024   1.2405E-025   1.1836E-025   1.2260E-025   6.1788E-026   8.0050E-026   8.1080E-026   1.4649E-025   4.6403E-026   4.4912E-026   4.5077E-026   4.5389E-026   3.0700E-026   3.7426E-026   3.8171E-026   8.8838E-024 
  8.301830893E+014   1.6084E+002   4.9121E+001   9.9999E-001   7.8634E-006   1.5822E-009   3.5921E-012   6.4673E-014   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.306909118E+014   1.6205E+002   4.1608E+001   1.0000E+000   1.0269E-006   4.6515E-011   3.7595E-014   3.7024E-016   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.314328910E+014   1.6382E+002   3.3458E+001   1.0000E+000   4.0134E-008   1.6916E-013   2.6396E-017   9.9447E-020   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.324721467E+014   1.6631E+002   2.5936E+001   1.0000E+000   3.2990E-010   4.1319E-017   5.6460E-022   5.1206E-025   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.344155873E+014   1.7099E+002   1.8532E+001   1.0000E+000   6.4969E-014   1.5736E-023   2.7357E-030   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.356385733E+014   1.7394E+002   1.6099E+001   1.0000E+000   7.0956E-016   6.2911E-027   1.7187E-033   2.3857E-033   1.1989E-029   2.2461E-032   1.7423E-032   8.1235E-033   4.0586E-034   2.8347E-034   2.4766E-034   1.6302E-034   1.6359E-034   6.3361E-034   4.4438E-035   2.9328E-036   9.0962E-056   4.2067E-079   5.2984E-035   4.6586E-036   4.7705E-036   4.9416E-036   2.4867E-036   3.2207E-036   3.2713E-036   5.8706E-036   1.8730E-036   1.8127E-036   1.8198E-036   1.8303E-036   1.0729E-038   1.5940E-036   2.4826E-036   3.5329E-034 
  8.390655961E+014   1.8223E+002   1.2837E+001   1.0000E+000   1.1309E-019   1.6601E-033   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.418309774E+014   1.8892E+002   1.1756E+001   1.0000E+000   2.1385E-021   1.7304E-036   7.9167E-039   1.2873E-038   7.1390E-035   1.2864E-037   9.9716E-038   4.6494E-038   2.3260E-039   1.6250E-039   1.4188E-039   9.3431E-040   9.3693E-040   3.6280E-039   2.5466E-040   1.6847E-041   4.7654E-069   6.1101E-101   3.0388E-040   2.6762E-041   2.7403E-041   2.8384E-041   1.4286E-041   1.8496E-041   1.8790E-041   3.3692E-041   1.0760E-041   1.0414E-041   1.0454E-041   1.0514E-041   1.3188E-045   8.3924E-042   1.5116E-041   2.0253E-039 
  8.449085272E+014   1.9637E+002   1.1160E+001   1.0000E+000   1.7310E-022   2.2080E-038   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.490162265E+014   2.0632E+002   1.0822E+001   1.0000E+000   3.6680E-023   1.4261E-039   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.640402221E+014   2.4272E+002   1.1007E+001   1.0000E+000   8.6582E-023   6.3136E-039   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.798373622E+014   2.8098E+002   1.1702E+001   1.0000E+000   1.7226E-021   1.1757E-036   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  8.806993428E+014   2.8306E+002   1.1740E+001   1.0000E+000   2.0098E-021   1.5461E-036   1.6109E-039   2.6204E-039   1.4537E-035   2.6190E-038   2.0302E-038   9.4661E-039   4.7358E-040   3.3086E-040   2.8888E-040   1.9023E-040   1.9076E-040   7.3865E-040   5.1849E-041   3.4300E-042   8.8639E-070   1.0323E-101   6.1869E-041   5.4488E-042   5.5793E-042   5.7790E-042   2.9086E-042   3.7658E-042   3.8256E-042   6.8598E-042   2.1908E-042   2.1202E-042   2.1285E-042   2.1407E-042   2.6347E-046   1.7080E-042   3.0783E-042   4.1234E-040 
  8.810952964E+014   2.8402E+002   1.1758E+001   1.0000E+000   2.1560E-021   1.7625E-036   1.3301E-038   2.1636E-038   1.2003E-034   2.1625E-037   1.6763E-037   7.8159E-038   3.9102E-039   2.7318E-039   2.3852E-039   1.5706E-039   1.5750E-039   6.0988E-039   4.2810E-040   2.8320E-041   8.1065E-069   1.0526E-100   5.1083E-040   4.4988E-041   4.6066E-041   4.7715E-041   2.4015E-041   3.1093E-041   3.1586E-041   5.6639E-041   1.8088E-041   1.7506E-041   1.7574E-041   1.7675E-041   2.2224E-045   1.4109E-041   2.5409E-041   3.4046E-039 
  8.813929913E+014   2.8474E+002   1.1771E+001   1.0000E+000   2.2723E-021   1.9202E-036   7.4186E-039   1.2068E-038   6.6946E-035   1.2061E-037   9.3497E-038   4.3594E-038   2.1810E-039   1.5237E-039   1.3304E-039   8.7604E-040   8.7849E-040   3.4017E-039   2.3878E-040   1.5796E-041   4.8810E-069   6.8754E-101   2.8492E-040   2.5093E-041   2.5694E-041   2.6614E-041   1.3395E-041   1.7342E-041   1.7618E-041   3.1591E-041   1.0089E-041   9.7640E-042   9.8022E-042   9.8581E-042   1.2596E-045   7.8722E-042   1.4169E-041   1.8989E-039 
  8.884433659E+014   3.0181E+002   1.2073E+001   1.0000E+000   7.3670E-021   1.4659E-035   6.6140E-039   1.0759E-038   5.9677E-035   1.0753E-037   8.3357E-038   3.8866E-038   1.9442E-039   1.3583E-039   1.1860E-039   7.8095E-040   7.8318E-040   3.0327E-039   2.1286E-040   1.4079E-041   2.4122E-068   2.1036E-099   2.5398E-040   2.2365E-041   2.2901E-041   2.3721E-041   1.1939E-041   1.5458E-041   1.5703E-041   2.8159E-041   8.9924E-042   8.7027E-042   8.7367E-042   8.7867E-042   1.6061E-045   7.0735E-042   1.2567E-041   1.6928E-039 
  9.044113132E+014   3.4046E+002   1.2678E+001   1.0000E+000   6.5812E-020   6.4981E-034   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000   0.0000E+000 
  9.161266635E+014   3.6881E+002   1.3051E+001   1.0000E+000   2.2938E-019   5.6566E-033   7.6527E-037   1.2450E-036   6.9016E-033   1.2440E-035   9.6448E-036   4.4969E-036   2.2489E-037   1.5710E-037   1.3719E-037   9.0328E-038   9.0601E-038   3.5085E-037   2.4622E-038   1.6276E-039   4.1679E-064   7.4978E-093   2.9372E-038   2.5855E-039   2.6475E-039   2.7423E-039   1.3801E-039   1.7871E-039   1.8154E-039   3.2560E-039   1.0395E-039   1.0061E-039   1.0100E-039   1.0158E-039   5.2785E-043   8.3705E-040   1.4318E-039   1.9579E-037 
