     Distance         timeN            Tn        a6D-J9        a6D-J7        a6D-J5        a6D-J3        a6D-J1        a4F-J9        a4F-J7        a4F-J5        a4F-J3        a4D-J7        a4D-J5        a4D-J3        a4D-J1        a4P-J5        a4P-J3        a4P-J1        b4P-J5        b4P-J3        b4P-J1       a4H-J13       a4H-J11        a4H-J9        a4H-J7        b4F-J9        b4F-J7        b4F-J5        b4F-J3       a4G-J11        a4G-J9        a4G-J7        a4G-J5        b4D-J7        b4D-J5        b4D-J3        b4D-J1 
  1.083101482E+011   7.2038E-003   1.6694E+004   2.2901E-001   9.2251E-002   6.6536E-002   4.4885E-002   2.1297E-002   3.2320E-001   8.6786E-002   5.8136E-002   3.8222E-002   1.4608E-002   9.8769E-003   6.1805E-003   2.5593E-003   2.4663E-003   1.6984E-003   7.4630E-004   6.1197E-005   3.1166E-005   1.3767E-005   2.6123E-004   2.3436E-004   2.0382E-004   1.7168E-004   9.1490E-005   8.3734E-005   7.5824E-005   6.1998E-005   6.7450E-005   5.3062E-005   4.2475E-005   3.2229E-005   1.9683E-005   1.6229E-005   1.0937E-005   5.3859E-006 
  1.211767408E+011   8.1735E-003   1.5856E+004   2.2661E-001   9.4609E-002   6.8278E-002   4.5958E-002   2.1869E-002   3.1493E-001   8.8277E-002   5.9176E-002   3.8854E-002   1.5310E-002   1.0345E-002   6.4661E-003   2.6826E-003   2.5568E-003   1.7565E-003   7.6994E-004   6.2341E-005   3.1630E-005   1.3946E-005   2.6558E-004   2.3805E-004   2.0686E-004   1.7406E-004   9.2488E-005   8.4573E-005   7.6517E-005   6.2512E-005   6.7361E-005   5.2902E-005   4.2313E-005   3.2094E-005   1.9127E-005   1.5777E-005   1.0633E-005   5.2363E-006 
  1.249047645E+011   8.4562E-003   1.5652E+004   2.2618E-001   9.5211E-002   6.8722E-002   4.6235E-002   2.2016E-002   3.1279E-001   8.8593E-002   5.9400E-002   3.8992E-002   1.5477E-002   1.0457E-002   6.5339E-003   2.7123E-003   2.5771E-003   1.7693E-003   7.7514E-004   6.2542E-005   3.1701E-005   1.3970E-005   2.6630E-004   2.3864E-004   2.0732E-004   1.7441E-004   9.2600E-005   8.4657E-005   7.6576E-005   6.2546E-005   6.7230E-005   5.2776E-005   4.2203E-005   3.2008E-005   1.8955E-005   1.5636E-005   1.0539E-005   5.1898E-006 
  1.582169745E+011   1.1013E-002   1.4384E+004   2.2478E-001   9.9205E-002   7.1660E-002   4.8097E-002   2.3006E-002   2.9857E-001   9.0154E-002   6.0543E-002   3.9711E-002   1.6464E-002   1.1114E-002   6.9356E-003   2.8926E-003   2.6841E-003   1.8359E-003   8.0172E-004   6.3013E-005   3.1726E-005   1.3935E-005   2.6733E-004   2.3919E-004   2.0747E-004   1.7424E-004   9.2022E-005   8.3999E-005   7.5862E-005   6.1870E-005   6.5380E-005   5.1169E-005   4.0859E-005   3.0969E-005   1.7558E-005   1.4494E-005   9.7704E-006   4.8114E-006 
  1.931668970E+011   1.3739E-002   1.3716E+004   2.2484E-001   1.0151E-001   7.3346E-002   4.9180E-002   2.3582E-002   2.9047E-001   9.0700E-002   6.0975E-002   3.9995E-002   1.6942E-002   1.1432E-002   7.1307E-003   2.9837E-003   2.7252E-003   1.8602E-003   8.1117E-004   6.2654E-005   3.1417E-005   1.3771E-005   2.6521E-004   2.3707E-004   2.0544E-004   1.7236E-004   9.0737E-005   8.2749E-005   7.4663E-005   6.0838E-005   6.3631E-005   4.9710E-005   3.9659E-005   3.0049E-005   1.6596E-005   1.3705E-005   9.2395E-006   4.5499E-006 
  2.529834143E+011   1.8458E-002   1.3236E+004   2.2519E-001   1.0324E-001   7.4615E-002   5.0001E-002   2.4018E-002   2.8444E-001   9.0974E-002   6.1211E-002   4.0158E-002   1.7261E-002   1.1645E-002   7.2610E-003   3.0466E-003   2.7467E-003   1.8722E-003   8.1565E-004   6.2102E-005   3.1042E-005   1.3586E-005   2.6241E-004   2.3439E-004   2.0298E-004   1.7016E-004   8.9353E-005   8.1428E-005   7.3418E-005   5.9782E-005   6.2027E-005   4.8388E-005   3.8579E-005   2.9221E-005   1.5812E-005   1.3062E-005   8.8070E-006   4.3369E-006 
  3.414931496E+011   2.5492E-002   1.3042E+004   2.2541E-001   1.0397E-001   7.5145E-002   5.0344E-002   2.4200E-002   2.8194E-001   9.1057E-002   6.1289E-002   4.0214E-002   1.7384E-002   1.1726E-002   7.3112E-003   3.0714E-003   2.7533E-003   1.8756E-003   8.1685E-004   6.1803E-005   3.0850E-005   1.3493E-005   2.6094E-004   2.3301E-004   2.0172E-004   1.6905E-004   8.8675E-005   8.0785E-005   7.2816E-005   5.9274E-005   6.1290E-005   4.7784E-005   3.8086E-005   2.8845E-005   1.5473E-005   1.2784E-005   8.6196E-006   4.2446E-006 
  4.166800967E+011   3.1480E-002   1.3004E+004   2.2546E-001   1.0411E-001   7.5249E-002   5.0412E-002   2.4236E-002   2.8145E-001   9.1071E-002   6.1302E-002   4.0224E-002   1.7407E-002   1.1741E-002   7.3207E-003   3.0761E-003   2.7544E-003   1.8761E-003   8.1703E-004   6.1738E-005   3.0810E-005   1.3473E-005   2.6063E-004   2.3272E-004   2.0146E-004   1.6882E-004   8.8534E-005   8.0651E-005   7.2691E-005   5.9169E-005   6.1140E-005   4.7662E-005   3.7986E-005   2.8768E-005   1.5406E-005   1.2728E-005   8.5823E-006   4.2262E-006 
  5.524792842E+011   4.2301E-002   1.2991E+004   2.2548E-001   1.0416E-001   7.5285E-002   5.0435E-002   2.4249E-002   2.8128E-001   9.1074E-002   6.1306E-002   4.0228E-002   1.7415E-002   1.1747E-002   7.3238E-003   3.0777E-003   2.7547E-003   1.8763E-003   8.1707E-004   6.1714E-005   3.0795E-005   1.3466E-005   2.6052E-004   2.3261E-004   2.0136E-004   1.6873E-004   8.8482E-005   8.0603E-005   7.2645E-005   5.9131E-005   6.1086E-005   4.7618E-005   3.7950E-005   2.8741E-005   1.5382E-005   1.2709E-005   8.5690E-006   4.2197E-006 
  6.970246516E+011   5.3822E-002   1.2989E+004   2.2548E-001   1.0417E-001   7.5290E-002   5.0439E-002   2.4250E-002   2.8126E-001   9.1074E-002   6.1306E-002   4.0228E-002   1.7416E-002   1.1747E-002   7.3242E-003   3.0779E-003   2.7547E-003   1.8763E-003   8.1706E-004   6.1709E-005   3.0792E-005   1.3465E-005   2.6049E-004   2.3258E-004   2.0134E-004   1.6871E-004   8.8472E-005   8.0593E-005   7.2636E-005   5.9123E-005   6.1076E-005   4.7610E-005   3.7944E-005   2.8736E-005   1.5378E-005   1.2705E-005   8.5668E-006   4.2186E-006 
  7.646357559E+011   5.9211E-002   1.2989E+004   2.2549E-001   1.0417E-001   7.5291E-002   5.0440E-002   2.4251E-002   2.8125E-001   9.1074E-002   6.1306E-002   4.0228E-002   1.7416E-002   1.1747E-002   7.3242E-003   3.0779E-003   2.7547E-003   1.8762E-003   8.1706E-004   6.1707E-005   3.0791E-005   1.3464E-005   2.6049E-004   2.3258E-004   2.0133E-004   1.6871E-004   8.8469E-005   8.0590E-005   7.2634E-005   5.9121E-005   6.1074E-005   4.7608E-005   3.7942E-005   2.8735E-005   1.5377E-005   1.2704E-005   8.5663E-006   4.2183E-006 
  8.102750180E+011   6.2849E-002   1.2988E+004   2.2549E-001   1.0417E-001   7.5292E-002   5.0440E-002   2.4251E-002   2.8125E-001   9.1074E-002   6.1306E-002   4.0227E-002   1.7416E-002   1.1747E-002   7.3242E-003   3.0779E-003   2.7547E-003   1.8762E-003   8.1705E-004   6.1706E-005   3.0790E-005   1.3464E-005   2.6048E-004   2.3257E-004   2.0133E-004   1.6871E-004   8.8467E-005   8.0589E-005   7.2632E-005   5.9120E-005   6.1072E-005   4.7606E-005   3.7941E-005   2.8734E-005   1.5376E-005   1.2704E-005   8.5659E-006   4.2182E-006 
  1.000760913E+012   7.8034E-002   1.2987E+004   2.2549E-001   1.0418E-001   7.5295E-002   5.0442E-002   2.4252E-002   2.8124E-001   9.1073E-002   6.1306E-002   4.0227E-002   1.7416E-002   1.1747E-002   7.3243E-003   3.0780E-003   2.7546E-003   1.8762E-003   8.1703E-004   6.1702E-005   3.0788E-005   1.3463E-005   2.6046E-004   2.3256E-004   2.0131E-004   1.6869E-004   8.8460E-005   8.0582E-005   7.2626E-005   5.9115E-005   6.1066E-005   4.7601E-005   3.7937E-005   2.8731E-005   1.5374E-005   1.2702E-005   8.5646E-006   4.2175E-006 
  1.322349213E+012   1.0367E-001   1.2986E+004   2.2550E-001   1.0418E-001   7.5299E-002   5.0445E-002   2.4254E-002   2.8122E-001   9.1071E-002   6.1305E-002   4.0227E-002   1.7417E-002   1.1748E-002   7.3245E-003   3.0781E-003   2.7546E-003   1.8761E-003   8.1700E-004   6.1696E-005   3.0785E-005   1.3461E-005   2.6044E-004   2.3253E-004   2.0129E-004   1.6867E-004   8.8449E-005   8.0572E-005   7.2617E-005   5.9107E-005   6.1055E-005   4.7593E-005   3.7930E-005   2.8726E-005   1.5370E-005   1.2699E-005   8.5624E-006   4.2164E-006 
  1.596013674E+012   1.2549E-001   1.2984E+004   2.2550E-001   1.0419E-001   7.5303E-002   5.0448E-002   2.4255E-002   2.8120E-001   9.1070E-002   6.1304E-002   4.0226E-002   1.7417E-002   1.1748E-002   7.3246E-003   3.0781E-003   2.7545E-003   1.8761E-003   8.1698E-004   6.1691E-005   3.0782E-005   1.3460E-005   2.6041E-004   2.3251E-004   2.0127E-004   1.6866E-004   8.8439E-005   8.0563E-005   7.2609E-005   5.9100E-005   6.1047E-005   4.7586E-005   3.7925E-005   2.8721E-005   1.5367E-005   1.2696E-005   8.5606E-006   4.2155E-006 
  1.770752272E+012   1.3943E-001   1.2983E+004   2.2551E-001   1.0419E-001   7.5306E-002   5.0449E-002   2.4256E-002   2.8119E-001   9.1069E-002   6.1304E-002   4.0226E-002   1.7417E-002   1.1748E-002   7.3247E-003   3.0782E-003   2.7545E-003   1.8760E-003   8.1696E-004   6.1687E-005   3.0780E-005   1.3459E-005   2.6040E-004   2.3250E-004   2.0126E-004   1.6865E-004   8.8433E-005   8.0557E-005   7.2604E-005   5.9096E-005   6.1042E-005   4.7582E-005   3.7921E-005   2.8719E-005   1.5365E-005   1.2694E-005   8.5594E-006   4.2150E-006 
  1.841043405E+012   1.4503E-001   1.2983E+004   2.2551E-001   1.0419E-001   7.5307E-002   5.0450E-002   2.4256E-002   2.8118E-001   9.1069E-002   6.1304E-002   4.0226E-002   1.7418E-002   1.1748E-002   7.3247E-003   3.0782E-003   2.7544E-003   1.8760E-003   8.1696E-004   6.1686E-005   3.0779E-005   1.3459E-005   2.6039E-004   2.3249E-004   2.0126E-004   1.6864E-004   8.8431E-005   8.0555E-005   7.2601E-005   5.9094E-005   6.1039E-005   4.7580E-005   3.7920E-005   2.8718E-005   1.5364E-005   1.2694E-005   8.5590E-006   4.2147E-006 
  1.888530761E+012   1.4882E-001   1.2983E+004   2.2551E-001   1.0419E-001   7.5307E-002   5.0450E-002   2.4257E-002   2.8118E-001   9.1069E-002   6.1304E-002   4.0226E-002   1.7418E-002   1.1748E-002   7.3248E-003   3.0782E-003   2.7544E-003   1.8760E-003   8.1695E-004   6.1685E-005   3.0778E-005   1.3458E-005   2.6039E-004   2.3249E-004   2.0125E-004   1.6864E-004   8.8429E-005   8.0554E-005   7.2600E-005   5.9093E-005   6.1038E-005   4.7579E-005   3.7919E-005   2.8717E-005   1.5363E-005   1.2693E-005   8.5587E-006   4.2146E-006 
  1.932171374E+012   1.5230E-001   1.2982E+004   2.2551E-001   1.0420E-001   7.5308E-002   5.0451E-002   2.4257E-002   2.8118E-001   9.1069E-002   6.1303E-002   4.0226E-002   1.7418E-002   1.1748E-002   7.3248E-003   3.0782E-003   2.7544E-003   1.8760E-003   8.1695E-004   6.1684E-005   3.0778E-005   1.3458E-005   2.6038E-004   2.3248E-004   2.0125E-004   1.6864E-004   8.8428E-005   8.0552E-005   7.2599E-005   5.9092E-005   6.1037E-005   4.7578E-005   3.7918E-005   2.8716E-005   1.5363E-005   1.2693E-005   8.5584E-006   4.2144E-006 
  2.019419058E+012   1.5926E-001   1.2982E+004   2.2551E-001   1.0420E-001   7.5309E-002   5.0451E-002   2.4257E-002   2.8117E-001   9.1068E-002   6.1303E-002   4.0226E-002   1.7418E-002   1.1748E-002   7.3248E-003   3.0783E-003   2.7544E-003   1.8760E-003   8.1694E-004   6.1683E-005   3.0777E-005   1.3458E-005   2.6038E-004   2.3248E-004   2.0124E-004   1.6863E-004   8.8425E-005   8.0549E-005   7.2596E-005   5.9090E-005   6.1034E-005   4.7576E-005   3.7916E-005   2.8715E-005   1.5362E-005   1.2692E-005   8.5578E-006   4.2142E-006 
  2.400785308E+012   1.8968E-001   1.2980E+004   2.2552E-001   1.0420E-001   7.5314E-002   5.0455E-002   2.4259E-002   2.8115E-001   9.1067E-002   6.1302E-002   4.0225E-002   1.7418E-002   1.1749E-002   7.3250E-003   3.0784E-003   2.7543E-003   1.8759E-003   8.1691E-004   6.1675E-005   3.0773E-005   1.3456E-005   2.6034E-004   2.3245E-004   2.0122E-004   1.6861E-004   8.8412E-005   8.0537E-005   7.2585E-005   5.9081E-005   6.1022E-005   4.7566E-005   3.7909E-005   2.8709E-005   1.5357E-005   1.2688E-005   8.5553E-006   4.2129E-006 
  3.678238029E+012   2.9162E-001   1.2973E+004   2.2555E-001   1.0423E-001   7.5332E-002   5.0467E-002   2.4265E-002   2.8107E-001   9.1062E-002   6.1299E-002   4.0224E-002   1.7420E-002   1.1750E-002   7.3256E-003   3.0788E-003   2.7540E-003   1.8757E-003   8.1679E-004   6.1651E-005   3.0759E-005   1.3450E-005   2.6023E-004   2.3235E-004   2.0113E-004   1.6853E-004   8.8368E-005   8.0497E-005   7.2548E-005   5.9050E-005   6.0983E-005   4.7534E-005   3.7883E-005   2.8690E-005   1.5342E-005   1.2676E-005   8.5469E-006   4.2088E-006 
  5.802039072E+012   4.6124E-001   1.2962E+004   2.2559E-001   1.0427E-001   7.5361E-002   5.0487E-002   2.4276E-002   2.8094E-001   9.1053E-002   6.1294E-002   4.0221E-002   1.7423E-002   1.1751E-002   7.3267E-003   3.0794E-003   2.7535E-003   1.8753E-003   8.1660E-004   6.1610E-005   3.0737E-005   1.3439E-005   2.6005E-004   2.3218E-004   2.0098E-004   1.6840E-004   8.8295E-005   8.0429E-005   7.2485E-005   5.8998E-005   6.0917E-005   4.7481E-005   3.7840E-005   2.8657E-005   1.5316E-005   1.2655E-005   8.5328E-006   4.2019E-006 
  1.113278928E+013   8.8779E-001   1.2934E+004   2.2570E-001   1.0437E-001   7.5436E-002   5.0538E-002   2.4303E-002   2.8060E-001   9.1030E-002   6.1282E-002   4.0215E-002   1.7430E-002   1.1756E-002   7.3293E-003   3.0810E-003   2.7522E-003   1.8742E-003   8.1611E-004   6.1506E-005   3.0678E-005   1.3412E-005   2.5958E-004   2.3175E-004   2.0060E-004   1.6808E-004   8.8109E-005   8.0256E-005   7.2326E-005   5.8866E-005   6.0749E-005   4.7346E-005   3.7730E-005   2.8573E-005   1.5252E-005   1.2602E-005   8.4970E-006   4.1842E-006 
  2.004456431E+013   1.6035E+000   1.2885E+004   2.2590E-001   1.0455E-001   7.5564E-002   5.0625E-002   2.4349E-002   2.8003E-001   9.0991E-002   6.1260E-002   4.0203E-002   1.7441E-002   1.1763E-002   7.3337E-003   3.0838E-003   2.7499E-003   1.8724E-003   8.1526E-004   6.1327E-005   3.0578E-005   1.3366E-005   2.5878E-004   2.3101E-004   1.9995E-004   1.6752E-004   8.7789E-005   7.9958E-005   7.2052E-005   5.8639E-005   6.0460E-005   4.7114E-005   3.7542E-005   2.8430E-005   1.5141E-005   1.2511E-005   8.4358E-006   4.1541E-006 
  2.245058906E+013   1.7973E+000   1.2872E+004   2.2595E-001   1.0460E-001   7.5600E-002   5.0649E-002   2.4362E-002   2.7987E-001   9.0981E-002   6.1253E-002   4.0200E-002   1.7444E-002   1.1765E-002   7.3349E-003   3.0845E-003   2.7492E-003   1.8719E-003   8.1503E-004   6.1278E-005   3.0550E-005   1.3353E-005   2.5856E-004   2.3081E-004   1.9976E-004   1.6736E-004   8.7701E-005   7.9876E-005   7.1977E-005   5.8576E-005   6.0380E-005   4.7049E-005   3.7491E-005   2.8391E-005   1.5111E-005   1.2486E-005   8.4189E-006   4.1458E-006 
  2.485661380E+013   1.9913E+000   1.2859E+004   2.2601E-001   1.0464E-001   7.5635E-002   5.0673E-002   2.4375E-002   2.7971E-001   9.0970E-002   6.1247E-002   4.0197E-002   1.7447E-002   1.1767E-002   7.3361E-003   3.0853E-003   2.7486E-003   1.8714E-003   8.1479E-004   6.1227E-005   3.0522E-005   1.3340E-005   2.5833E-004   2.3060E-004   1.9958E-004   1.6720E-004   8.7611E-005   7.9793E-005   7.1900E-005   5.8513E-005   6.0300E-005   4.6985E-005   3.7438E-005   2.8351E-005   1.5080E-005   1.2460E-005   8.4019E-006   4.1374E-006 
  2.673989793E+013   2.1434E+000   1.2848E+004   2.2605E-001   1.0468E-001   7.5663E-002   5.0692E-002   2.4385E-002   2.7958E-001   9.0961E-002   6.1242E-002   4.0194E-002   1.7450E-002   1.1768E-002   7.3370E-003   3.0859E-003   2.7480E-003   1.8710E-003   8.1459E-004   6.1188E-005   3.0500E-005   1.3330E-005   2.5815E-004   2.3044E-004   1.9944E-004   1.6708E-004   8.7541E-005   7.9727E-005   7.1840E-005   5.8463E-005   6.0236E-005   4.6934E-005   3.7397E-005   2.8319E-005   1.5056E-005   1.2440E-005   8.3885E-006   4.1308E-006 
  2.793414326E+013   2.2399E+000   1.2841E+004   2.2608E-001   1.0471E-001   7.5681E-002   5.0704E-002   2.4391E-002   2.7950E-001   9.0956E-002   6.1239E-002   4.0192E-002   1.7451E-002   1.1769E-002   7.3376E-003   3.0863E-003   2.7477E-003   1.8707E-003   8.1447E-004   6.1162E-005   3.0486E-005   1.3324E-005   2.5804E-004   2.3034E-004   1.9935E-004   1.6700E-004   8.7496E-005   7.9685E-005   7.1801E-005   5.8431E-005   6.0196E-005   4.6901E-005   3.7371E-005   2.8299E-005   1.5040E-005   1.2428E-005   8.3800E-006   4.1266E-006 
  2.866338150E+013   2.2988E+000   1.2837E+004   2.2609E-001   1.0472E-001   7.5692E-002   5.0711E-002   2.4395E-002   2.7945E-001   9.0952E-002   6.1237E-002   4.0191E-002   1.7452E-002   1.1770E-002   7.3380E-003   3.0865E-003   2.7475E-003   1.8706E-003   8.1440E-004   6.1147E-005   3.0477E-005   1.3320E-005   2.5797E-004   2.3027E-004   1.9929E-004   1.6695E-004   8.7468E-005   7.9659E-005   7.1778E-005   5.8411E-005   6.0171E-005   4.6881E-005   3.7354E-005   2.8287E-005   1.5031E-005   1.2420E-005   8.3747E-006   4.1240E-006 
  2.925507211E+013   2.3467E+000   1.2834E+004   2.2611E-001   1.0474E-001   7.5701E-002   5.0717E-002   2.4398E-002   2.7941E-001   9.0950E-002   6.1236E-002   4.0191E-002   1.7453E-002   1.1771E-002   7.3383E-003   3.0867E-003   2.7473E-003   1.8704E-003   8.1434E-004   6.1134E-005   3.0470E-005   1.3316E-005   2.5791E-004   2.3022E-004   1.9924E-004   1.6691E-004   8.7445E-005   7.9638E-005   7.1758E-005   5.8395E-005   6.0151E-005   4.6865E-005   3.7341E-005   2.8277E-005   1.5023E-005   1.2414E-005   8.3705E-006   4.1219E-006 
  3.331270454E+013   2.6752E+000   1.2811E+004   2.2620E-001   1.0482E-001   7.5763E-002   5.0759E-002   2.4421E-002   2.7914E-001   9.0930E-002   6.1225E-002   4.0185E-002   1.7459E-002   1.1774E-002   7.3403E-003   3.0880E-003   2.7462E-003   1.8695E-003   8.1391E-004   6.1046E-005   3.0421E-005   1.3294E-005   2.5752E-004   2.2986E-004   1.9892E-004   1.6664E-004   8.7290E-005   7.9493E-005   7.1625E-005   5.8285E-005   6.0011E-005   4.6752E-005   3.7250E-005   2.8207E-005   1.4970E-005   1.2370E-005   8.3410E-006   4.1074E-006 
  4.069661713E+013   3.2751E+000   1.2768E+004   2.2638E-001   1.0498E-001   7.5877E-002   5.0837E-002   2.4462E-002   2.7863E-001   9.0895E-002   6.1205E-002   4.0174E-002   1.7468E-002   1.1780E-002   7.3440E-003   3.0904E-003   2.7440E-003   1.8678E-003   8.1312E-004   6.0882E-005   3.0330E-005   1.3252E-005   2.5678E-004   2.2919E-004   1.9833E-004   1.6613E-004   8.6998E-005   7.9223E-005   7.1376E-005   5.8078E-005   5.9750E-005   4.6542E-005   3.7081E-005   2.8078E-005   1.4871E-005   1.2289E-005   8.2862E-006   4.0804E-006 
  5.673509381E+013   4.5866E+000   1.2670E+004   2.2678E-001   1.0534E-001   7.6139E-002   5.1014E-002   2.4556E-002   2.7746E-001   9.0813E-002   6.1158E-002   4.0150E-002   1.7490E-002   1.1793E-002   7.3521E-003   3.0957E-003   2.7388E-003   1.8638E-003   8.1125E-004   6.0504E-005   3.0120E-005   1.3155E-005   2.5509E-004   2.2764E-004   1.9695E-004   1.6495E-004   8.6329E-005   7.8601E-005   7.0805E-005   5.7605E-005   5.9153E-005   4.6062E-005   3.6692E-005   2.7782E-005   1.4646E-005   1.2104E-005   8.1616E-006   4.0191E-006 
  7.051370447E+013   5.7235E+000   1.2582E+004   2.2714E-001   1.0567E-001   7.6379E-002   5.1176E-002   2.4642E-002   2.7640E-001   9.0736E-002   6.1114E-002   4.0127E-002   1.7508E-002   1.1805E-002   7.3592E-003   3.1004E-003   2.7338E-003   1.8599E-003   8.0948E-004   6.0152E-005   2.9924E-005   1.3065E-005   2.5351E-004   2.2620E-004   1.9568E-004   1.6385E-004   8.5708E-005   7.8023E-005   7.0274E-005   5.7166E-005   5.8601E-005   4.5619E-005   3.6334E-005   2.7509E-005   1.4440E-005   1.1934E-005   8.0474E-006   3.9628E-006 
  8.173550016E+013   6.6568E+000   1.2506E+004   2.2746E-001   1.0595E-001   7.6586E-002   5.1317E-002   2.4717E-002   2.7548E-001   9.0669E-002   6.1076E-002   4.0107E-002   1.7524E-002   1.1815E-002   7.3649E-003   3.1044E-003   2.7293E-003   1.8565E-003   8.0790E-004   5.9842E-005   2.9752E-005   1.2986E-005   2.5213E-004   2.2493E-004   1.9456E-004   1.6289E-004   8.5165E-005   7.7519E-005   6.9811E-005   5.6782E-005   5.8121E-005   4.5234E-005   3.6023E-005   2.7272E-005   1.4262E-005   1.1788E-005   7.9488E-006   3.9142E-006 
  9.040048087E+013   7.3823E+000   1.2444E+004   2.2772E-001   1.0619E-001   7.6755E-002   5.1431E-002   2.4778E-002   2.7473E-001   9.0613E-002   6.1044E-002   4.0091E-002   1.7536E-002   1.1822E-002   7.3694E-003   3.1076E-003   2.7255E-003   1.8536E-003   8.0659E-004   5.9588E-005   2.9611E-005   1.2922E-005   2.5099E-004   2.2389E-004   1.9364E-004   1.6211E-004   8.4719E-005   7.7105E-005   6.9431E-005   5.6468E-005   5.7729E-005   4.4919E-005   3.5769E-005   2.7078E-005   1.4117E-005   1.1669E-005   7.8687E-006   3.8748E-006 
  1.024381012E+014   8.3976E+000   1.2354E+004   2.2811E-001   1.0653E-001   7.7002E-002   5.1599E-002   2.4867E-002   2.7364E-001   9.0531E-002   6.0997E-002   4.0066E-002   1.7552E-002   1.1832E-002   7.3756E-003   3.1121E-003   2.7198E-003   1.8493E-003   8.0461E-004   5.9210E-005   2.9403E-005   1.2826E-005   2.4930E-004   2.2235E-004   1.9228E-004   1.6094E-004   8.4060E-005   7.6493E-005   6.8870E-005   5.6003E-005   5.7151E-005   4.4455E-005   3.5394E-005   2.6793E-005   1.3906E-005   1.1494E-005   7.7514E-006   3.8170E-006 
  1.313060057E+014   1.0871E+001   1.2118E+004   2.2914E-001   1.0744E-001   7.7662E-002   5.2045E-002   2.5105E-002   2.7076E-001   9.0305E-002   6.0867E-002   4.0000E-002   1.7591E-002   1.1856E-002   7.3900E-003   3.1234E-003   2.7034E-003   1.8369E-003   7.9904E-004   5.8175E-005   2.8833E-005   1.2566E-005   2.4469E-004   2.1815E-004   1.8856E-004   1.5776E-004   8.2268E-005   7.4830E-005   6.7345E-005   5.4742E-005   5.5592E-005   4.3206E-005   3.4386E-005   2.6025E-005   1.3343E-005   1.1032E-005   7.4397E-006   3.6635E-006 
  1.643209682E+014   1.3777E+001   1.1816E+004   2.3050E-001   1.0864E-001   7.8527E-002   5.2630E-002   2.5416E-002   2.6701E-001   8.9997E-002   6.0689E-002   3.9908E-002   1.7631E-002   1.1879E-002   7.4042E-003   3.1366E-003   2.6794E-003   1.8192E-003   7.9110E-004   5.6763E-005   2.8061E-005   1.2213E-005   2.3842E-004   2.1243E-004   1.8352E-004   1.5345E-004   7.9850E-005   7.2590E-005   6.5293E-005   5.3047E-005   5.3520E-005   4.1549E-005   3.3048E-005   2.5007E-005   1.2614E-005   1.0431E-005   7.0351E-006   3.4642E-006 
  1.973359307E+014   1.6776E+001   1.1492E+004   2.3202E-001   1.0997E-001   7.9480E-002   5.3273E-002   2.5759E-002   2.6294E-001   8.9643E-002   6.0483E-002   3.9802E-002   1.7659E-002   1.1893E-002   7.4134E-003   3.1489E-003   2.6499E-003   1.7975E-003   7.8151E-004   5.5139E-005   2.7178E-005   1.1812E-005   2.3124E-004   2.0589E-004   1.7776E-004   1.4853E-004   7.7104E-005   7.0049E-005   6.2968E-005   5.1128E-005   5.1204E-005   3.9700E-005   3.1558E-005   2.3874E-005   1.1821E-005   9.7785E-006   6.5955E-006   3.2477E-006 
  2.261562617E+014   1.9479E+001   1.1201E+004   2.3343E-001   1.1119E-001   8.0356E-002   5.3863E-002   2.6074E-002   2.5924E-001   8.9303E-002   6.0285E-002   3.9700E-002   1.7669E-002   1.1897E-002   7.4158E-003   3.1579E-003   2.6197E-003   1.7757E-003   7.7193E-004   5.3586E-005   2.6339E-005   1.1431E-005   2.2438E-004   1.9967E-004   1.7228E-004   1.4386E-004   7.4509E-005   6.7650E-005   6.0776E-005   4.9322E-005   4.9050E-005   3.7984E-005   3.0177E-005   2.2823E-005   1.1105E-005   9.1885E-006   6.1980E-006   3.0520E-006 
  2.780754170E+014   2.4563E+001   1.0675E+004   2.3611E-001   1.1350E-001   8.1997E-002   5.4964E-002   2.6662E-002   2.5244E-001   8.8639E-002   5.9894E-002   3.9496E-002   1.7649E-002   1.1876E-002   7.4038E-003   3.1688E-003   2.5559E-003   1.7299E-003   7.5201E-004   5.0538E-005   2.4706E-005   1.0694E-005   2.1099E-004   1.8753E-004   1.6162E-004   1.3479E-004   6.9499E-005   6.3027E-005   5.6558E-005   4.5852E-005   4.4979E-005   3.4749E-005   2.7576E-005   2.0846E-005   9.8031E-006   8.1157E-006   5.4752E-006   2.6960E-006 
  3.403794556E+014   3.1064E+001   1.0040E+004   2.3956E-001   1.1645E-001   8.4078E-002   5.6348E-002   2.7402E-002   2.4405E-001   8.7752E-002   5.9363E-002   3.9213E-002   1.7546E-002   1.1797E-002   7.3566E-003   3.1703E-003   2.4612E-003   1.6629E-003   7.2312E-004   4.6454E-005   2.2543E-005   9.7216E-006   1.9315E-004   1.7139E-004   1.4749E-004   1.2280E-004   6.2933E-005   5.6983E-005   5.1057E-005   4.1334E-005   3.9806E-005   3.0655E-005   2.4290E-005   1.8350E-005   8.2422E-006   6.8284E-006   4.6076E-006   2.2688E-006 
