     distance         timeN            Tn            nH          x(H)         x(H2)         x(He)          x(C)         x(CH)        x(CH2)        x(CH3)        x(CH4)          x(O)         x(O2)         x(OH)        x(H2O)         x(CO)        x(CO2)         x(C2)        x(C2H)       x(C2H2)         x(C3)        x(C3H)       x(C3H2)       x(CH4O)        x(HCO)       x(H2CO)      x(H2CO2)          x(N)         x(NH)        x(NH2)        x(NH3)         x(CN)        x(HCN)        x(HNC)         x(N2)         x(NO)          x(S)         x(SH)        x(H2S)         x(CS)         x(SO)        x(SO2)        x(OCS)         x(Si)        x(SiH)       x(SiH2)       x(SiH3)       x(SiH4)        x(SiO)       x(SiO2)         x(Mg)         x(Fe)     x(C54H18)          x(G)       x(H2O*)        x(O2*)        x(CO*)       x(CO2*)       x(CH4*)       x(NH3*)        x(N2*)      x(CH4O*)      x(H2CO*)     x(H2CO2*)       x(OCS*)       x(H2S*)        x(Fe*)      x(SiH4*)       x(SiO*)      x(SiO2*)        x(O**)       x(Si**)       x(Mg**)       x(Fe**)        x(C**)         x(H+)        x(H2+)        x(H3+)        x(He+)         x(C+)        x(CH+)       x(CH2+)       x(CH3+)       x(CH4+)       x(CH5+)         x(O+)        x(O2+)        x(OH+)       x(H2O+)       x(H3O+)        x(CO+)       x(HCO+)      x(HCO2+)      x(H2CO+)      x(H3CO+)      x(CH4O+)      x(CH5O+)        x(C2+)       x(C2H+)      x(C2H2+)      x(C2H3+)        x(C3+)       x(C3H+)      x(C3H2+)      x(C3H3+)         x(N+)        x(NH+)       x(NH2+)       x(NH3+)       x(NH4+)        x(CN+)       x(C2N+)       x(HCN+)      x(H2CN+)      x(H2NC+)        x(N2+)       x(N2H+)        x(NO+)       x(HNO+)         x(S+)        x(SH+)       x(H2S+)       x(H3S+)        x(CS+)       x(HCS+)        x(SO+)       x(HSO+)      x(HSO2+)      x(HOCS+)        x(Si+)       x(SiH+)      x(SiH2+)      x(SiH3+)      x(SiH4+)      x(SiH5+)       x(SiO+)      x(SiOH+)        x(Fe+)    x(C54H18+)         x(G+)    x(C54H18-)         x(G-) 
  1.083101482E+011   7.2038E-003   1.6694E+004   5.9144E+005   5.9827E-001   2.0087E-001   9.9927E-002   2.7770E-005   4.6001E-006   1.0389E-006   1.7105E-006   8.6242E-007   2.6924E-005   7.3192E-007   1.8956E-005   2.7775E-006   4.6601E-005   6.2560E-008   2.4548E-013   3.0017E-010   2.5348E-010   1.2090E-015   2.9180E-014   6.3916E-013   4.8654E-009   1.7027E-008   7.9709E-012   1.1354E-008   2.8133E-005   5.7518E-006   2.4174E-006   5.0278E-008   8.8122E-013   1.8665E-008   1.7207E-008   1.3552E-005   3.9376E-007   3.6141E-006   8.5464E-006   2.4156E-006   8.3027E-008   1.5118E-009   6.8040E-012   5.1875E-010   1.4685E-011   4.9933E-018   1.8637E-017   4.1590E-017   1.3563E-017   2.0280E-008   1.2668E-015   9.9927E-017   1.4711E-008   9.8701E-007   2.3174E-011   1.0265E-004   1.3490E-005   8.2017E-006   1.3326E-005   1.5370E-006   1.5429E-006   6.9665E-006   3.0953E-006   6.1847E-006   7.2231E-006   2.0639E-007   3.7114E-006   3.6582E-015   1.0036E-016   2.6499E-006   9.9927E-017   1.3981E-004   3.1002E-005   3.6972E-005   3.2272E-005   1.6281E-004   4.7852E-008   5.3608E-009   6.5805E-009   8.6231E-011   1.0064E-009   3.6604E-010   1.5812E-010   1.1804E-010   1.1293E-012   2.1542E-013   2.9011E-012   3.7087E-013   2.0263E-012   9.3870E-013   9.4487E-012   4.2052E-012   9.5721E-012   1.9679E-015   1.3332E-013   3.1464E-013   3.3389E-015   9.2261E-016   1.8593E-015   1.2397E-015   2.0052E-015   1.2682E-011   6.3208E-019   2.9702E-018   2.3685E-017   6.2136E-014   1.7233E-010   6.9904E-011   5.4046E-010   1.4237E-009   2.7805E-012   5.3282E-012   3.7275E-017   7.3369E-012   4.8409E-011   2.4424E-014   1.5588E-013   8.0175E-013   1.9868E-009   6.0814E-014   1.8767E-008   1.1375E-008   3.6030E-009   1.6767E-009   1.0042E-010   8.7557E-011   1.4176E-012   4.8913E-011   2.4551E-012   1.5601E-013   8.0601E-014   1.3885E-015   6.4016E-017   1.6279E-017   8.2893E-019   2.9386E-017   7.9540E-015   8.4149E-014   2.7215E-010   1.3122E-008   1.0200E-011   8.0219E-012   1.2441E-011 
  1.211767408E+011   8.1735E-003   1.5856E+004   5.9750E+005   6.7796E-001   1.6102E-001   9.9925E-002   3.3541E-005   3.7832E-006   6.2987E-007   1.1399E-006   4.2499E-007   3.3950E-005   5.4086E-007   1.6858E-005   1.7819E-006   4.3068E-005   6.6894E-008   1.7487E-013   2.8986E-010   2.6389E-010   1.2093E-015   2.9185E-014   6.3901E-013   5.1862E-009   1.7779E-008   6.8162E-012   1.2102E-008   3.0699E-005   4.4338E-006   1.1999E-006   1.7927E-008   1.1851E-012   1.9403E-008   1.7226E-008   1.3552E-005   3.9413E-007   4.6596E-006   7.6850E-006   2.2320E-006   8.3100E-008   1.0922E-009   7.1796E-013   4.7422E-010   1.4835E-011   8.3425E-018   2.3005E-017   3.7909E-017   1.3293E-017   2.1967E-008   1.6883E-015   9.9925E-017   1.4710E-008   9.8696E-007   2.0226E-011   1.0263E-004   1.3488E-005   8.1964E-006   1.3321E-005   1.5361E-006   1.5424E-006   6.9664E-006   3.0950E-006   6.1840E-006   7.2223E-006   2.0637E-007   3.7110E-006   3.7545E-015   1.0049E-016   2.6482E-006   9.9925E-017   1.3981E-004   3.1002E-005   3.6972E-005   3.2272E-005   1.6281E-004   5.4231E-008   3.8099E-009   3.4949E-009   8.6061E-011   1.2923E-009   3.3049E-010   1.0181E-010   5.7604E-011   4.1722E-013   9.4178E-014   3.4339E-012   2.0575E-013   1.7905E-012   4.8093E-013   2.6884E-012   3.5231E-012   6.4066E-012   1.1228E-015   1.3330E-013   3.1675E-013   5.4460E-015   9.8523E-016   1.9918E-015   9.7973E-016   1.2557E-015   1.2686E-011   7.3655E-019   4.7750E-018   2.9367E-017   6.2135E-014   1.3373E-010   3.4909E-011   2.6231E-010   6.1876E-010   8.8284E-013   3.1007E-012   4.3707E-017   3.4749E-012   2.0524E-011   2.4926E-014   1.5767E-013   6.2269E-013   1.9870E-009   5.1969E-014   2.3519E-008   9.0760E-009   1.9534E-009   9.0854E-010   1.1967E-010   7.7045E-011   1.3889E-012   4.8892E-011   2.4549E-012   1.5597E-013   1.3514E-013   1.5758E-015   4.7697E-017   8.4139E-018   7.4182E-019   2.2772E-017   9.4156E-015   9.7007E-014   2.7226E-010   1.3161E-008   5.4481E-012   7.2368E-012   2.0140E-011 
  1.249047645E+011   8.4562E-003   1.5652E+004   5.9914E+005   6.9829E-001   1.5085E-001   9.9925E-002   3.5003E-005   3.5552E-006   5.3984E-007   9.8345E-007   3.3692E-007   3.5850E-005   4.9109E-007   1.6179E-005   1.5634E-006   4.2170E-005   6.8091E-008   1.6260E-013   2.8731E-010   2.6646E-010   1.2093E-015   2.9185E-014   6.3896E-013   5.2732E-009   1.7981E-008   6.5190E-012   1.2305E-008   3.1266E-005   4.1039E-006   9.6689E-007   1.3191E-008   1.2714E-012   1.9599E-008   1.7228E-008   1.3553E-005   3.9423E-007   4.9730E-006   7.4361E-006   2.1675E-006   8.3122E-008   1.0267E-009   3.5858E-013   4.5952E-010   1.4864E-011   9.4216E-018   2.4017E-017   3.6734E-017   1.3105E-017   2.2436E-008   1.8106E-015   9.9925E-017   1.4710E-008   9.8695E-007   1.8970E-011   1.0263E-004   1.3488E-005   8.1949E-006   1.3320E-005   1.5358E-006   1.5423E-006   6.9663E-006   3.0949E-006   6.1838E-006   7.2220E-006   2.0636E-007   3.7109E-006   3.7841E-015   1.0053E-016   2.6477E-006   9.9925E-017   1.3981E-004   3.1002E-005   3.6972E-005   3.2272E-005   1.6281E-004   5.5522E-008   3.4453E-009   2.9145E-009   8.6016E-011   1.3666E-009   3.1237E-010   8.7495E-011   4.5657E-011   3.0589E-013   7.2519E-014   3.5516E-012   1.7785E-013   1.7112E-012   4.0507E-013   1.9170E-012   3.3421E-012   5.7009E-012   9.5222E-016   1.3329E-013   3.1745E-013   6.1437E-015   9.9801E-016   1.9880E-015   8.9630E-016   1.0768E-015   1.2686E-011   7.6114E-019   5.4000E-018   3.1606E-017   6.2135E-014   1.2049E-010   2.7722E-011   2.0619E-010   4.7248E-010   6.1883E-013   2.5766E-012   4.5274E-017   2.7360E-012   1.5733E-011   2.5011E-014   1.5796E-013   5.7985E-013   1.9870E-009   4.9664E-014   2.4690E-008   8.4086E-009   1.6217E-009   7.4486E-010   1.2502E-010   7.4073E-011   1.3590E-012   4.8886E-011   2.4549E-012   1.5595E-013   1.5374E-013   1.6122E-015   4.3534E-017   6.9595E-018   7.1029E-019   2.0953E-017   9.7575E-015   1.0032E-013   2.7230E-010   1.3167E-008   4.4830E-012   7.0650E-012   2.2361E-011 
  1.582169745E+011   1.1013E-002   1.4384E+004   6.1103E+005   8.3323E-001   8.3385E-002   9.9922E-002   4.4437E-005   1.9507E-006   1.2209E-007   1.6430E-007   2.7855E-008   4.9710E-005   1.7947E-007   1.0340E-005   4.7959E-007   3.5895E-005   7.7990E-008   1.1886E-013   2.7080E-010   2.8306E-010   1.2088E-015   2.9171E-014   6.3847E-013   5.9705E-009   1.9513E-008   4.7074E-012   1.3932E-008   3.4142E-005   2.0675E-006   1.3500E-007   8.7624E-010   1.9091E-012   2.0944E-008   1.7202E-008   1.3554E-005   3.9497E-007   7.7578E-006   5.3052E-006   1.5143E-006   8.3319E-008   7.7974E-010   6.0236E-015   3.2188E-010   1.4991E-011   1.8619E-017   2.7345E-017   2.5663E-017   9.6552E-018   2.6358E-008   2.8216E-015   9.9922E-017   1.4709E-008   9.8691E-007   8.1928E-012   1.0260E-004   1.3484E-005   8.1826E-006   1.3310E-005   1.5337E-006   1.5414E-006   6.9662E-006   3.0941E-006   6.1822E-006   7.2202E-006   2.0631E-007   3.7099E-006   4.0770E-015   1.0095E-016   2.6437E-006   9.9923E-017   1.3980E-004   3.1001E-005   3.6971E-005   3.2271E-005   1.6280E-004   6.1184E-008   1.4712E-009   6.3346E-010   8.5692E-011   1.7979E-009   1.5936E-010   2.0316E-011   5.1394E-012   1.7129E-014   5.7574E-015   4.1166E-012   5.4494E-014   1.0351E-012   1.0456E-013   1.5737E-013   2.2324E-012   2.1972E-012   2.3194E-016   1.3324E-013   3.2496E-013   1.3749E-014   1.0559E-015   1.5045E-015   3.3938E-016   2.5777E-016   1.2671E-011   8.6565E-019   1.2866E-017   5.9880E-017   6.2137E-014   3.3383E-011   2.4770E-012   1.4576E-011   2.6779E-011   1.7411E-014   3.4819E-013   5.2830E-017   2.5130E-013   1.1237E-012   2.5265E-014   1.6901E-013   3.3503E-013   1.9856E-009   3.4862E-014   3.1157E-008   3.9618E-009   2.9826E-010   9.1581E-011   1.6632E-010   4.9641E-011   9.2208E-013   4.8836E-011   2.4544E-012   1.5572E-013   3.6589E-013   1.6960E-015   1.8552E-017   1.3757E-018   3.8040E-019   8.4864E-018   1.1963E-014   1.2301E-013   2.7261E-010   1.3181E-008   7.0835E-013   6.1419E-012   3.6913E-011 
  1.931668970E+011   1.3739E-002   1.3716E+004   6.1879E+005   9.1079E-001   4.4604E-002   9.9922E-002   5.0189E-005   1.0344E-006   2.6777E-008   1.4343E-008   1.4110E-009   5.9221E-005   5.1849E-008   6.0147E-006   1.3958E-007   3.1342E-005   8.7432E-008   1.1344E-013   2.6150E-010   2.9236E-010   1.2077E-015   2.9144E-014   6.3783E-013   6.6085E-009   2.0813E-008   4.0151E-012   1.5421E-008   3.5272E-005   1.0474E-006   2.3507E-008   7.6661E-011   2.4444E-012   2.1764E-008   1.7134E-008   1.3555E-005   3.9543E-007   1.0222E-005   3.4401E-006   9.1638E-007   8.3472E-008   5.7911E-010   2.3368E-015   2.0631E-010   1.5032E-011   2.2454E-017   2.2545E-017   1.5369E-017   5.1262E-018   3.0155E-008   3.6280E-015   9.9922E-017   1.4709E-008   9.8692E-007   3.1817E-012   1.0258E-004   1.3481E-005   8.1708E-006   1.3300E-005   1.5316E-006   1.5405E-006   6.9661E-006   3.0935E-006   6.1809E-006   7.2187E-006   2.0626E-007   3.7092E-006   4.4256E-015   1.0145E-016   2.6399E-006   9.9922E-017   1.3980E-004   3.1001E-005   3.6971E-005   3.2271E-005   1.6280E-004   6.2872E-008   6.7398E-010   1.5058E-010   8.5463E-011   2.0007E-009   8.0139E-011   4.9593E-012   6.1343E-013   9.3782E-016   4.0337E-016   4.3320E-012   1.5179E-014   5.7588E-013   2.8579E-014   1.8884E-014   1.6890E-012   9.9028E-013   6.0826E-017   1.3317E-013   3.3480E-013   2.3748E-014   1.0721E-015   9.5649E-016   1.5370E-016   1.2027E-016   1.2650E-011   8.8934E-019   2.5346E-017   9.9086E-017   6.2141E-014   8.7765E-012   2.3873E-013   5.0042E-013   7.0025E-013   2.3317E-016   7.5126E-014   5.5486E-017   4.7574E-014   7.0664E-014   2.5284E-014   2.0697E-013   2.2247E-013   1.9835E-009   2.7384E-014   3.3569E-008   1.8777E-009   6.0661E-011   6.9428E-012   1.9629E-010   3.0231E-011   5.3517E-013   4.8790E-011   2.4540E-012   1.5545E-013   6.5965E-013   1.5730E-015   7.7552E-018   2.9107E-019   1.3692E-019   2.5823E-018   1.3707E-014   1.3733E-013   2.7297E-010   1.3167E-008   1.2166E-013   5.7427E-012   4.2508E-011 
  2.529834143E+011   1.8458E-002   1.3236E+004   6.2514E+005   9.6921E-001   1.5396E-002   9.9922E-002   5.6535E-005   3.6612E-007   2.8931E-009   7.2716E-010   2.1324E-010   6.8854E-005   6.1949E-009   2.2729E-006   1.7489E-008   2.5724E-005   1.0262E-007   1.1872E-013   2.5444E-010   2.9934E-010   1.2053E-015   2.9087E-014   6.3656E-013   7.6060E-009   2.2809E-008   3.6585E-012   1.7749E-008   3.5992E-005   3.4765E-007   2.3364E-009   3.4322E-012   3.2877E-012   2.2461E-008   1.6993E-008   1.3556E-005   3.9569E-007   1.2820E-005   1.4252E-006   3.3414E-007   8.3571E-008   2.7421E-010   4.0266E-016   1.0114E-010   1.5055E-011   1.5833E-017   1.0344E-017   4.7473E-018   1.0629E-018   3.6323E-008   4.4438E-015   9.9922E-017   1.4708E-008   9.8696E-007   1.1773E-012   1.0255E-004   1.3477E-005   8.1517E-006   1.3285E-005   1.5283E-006   1.5392E-006   6.9662E-006   3.0925E-006   6.1789E-006   7.2164E-006   2.0620E-007   3.7080E-006   5.0753E-015   1.0239E-016   2.6337E-006   9.9923E-017   1.3980E-004   3.1001E-005   3.6971E-005   3.2271E-005   1.6280E-004   6.3872E-008   2.0752E-010   1.5761E-011   8.5236E-011   2.2028E-009   2.7484E-011   5.5620E-013   2.2772E-014   3.6085E-017   9.6503E-018   4.5770E-012   1.7627E-015   2.1038E-013   3.4468E-015   7.0484E-016   1.2548E-012   3.7611E-013   7.6760E-018   1.3306E-013   3.5513E-013   4.4369E-014   1.0771E-015   4.4282E-016   9.1498E-017   9.4054E-017   1.2616E-011   9.2367E-019   6.4822E-017   1.7465E-016   6.2139E-014   3.5113E-012   3.7338E-014   7.1441E-015   1.1739E-015   1.3019E-019   6.0292E-014   5.8742E-017   3.6676E-014   9.5775E-015   2.5280E-014   3.2865E-013   1.2681E-013   1.9792E-009   2.2521E-014   3.4857E-008   5.9614E-010   6.3815E-012   8.4291E-014   2.2445E-010   1.1696E-011   2.0065E-013   4.8721E-011   2.4532E-012   1.5504E-013   1.2949E-012   1.3221E-015   1.9791E-018   2.4565E-020   1.4553E-020   2.4100E-019   1.6509E-014   1.4970E-013   2.7362E-010   1.3129E-008   2.1455E-014   5.4949E-012   4.4609E-011 
  3.414931496E+011   2.5492E-002   1.3042E+004   6.2794E+005   9.9354E-001   3.2278E-003   9.9923E-002   6.2841E-005   8.2119E-008   2.0289E-010   5.3767E-010   1.9098E-010   7.6698E-005   1.6980E-009   5.2829E-007   9.3163E-010   1.9737E-005   1.2430E-007   1.2977E-013   2.5131E-010   3.0226E-010   1.2013E-015   2.8989E-014   6.3442E-013   9.0072E-009   2.5610E-008   3.5271E-012   2.1019E-008   3.6271E-005   7.1758E-008   2.7401E-010   1.0141E-012   5.8950E-012   2.2855E-008   1.6764E-008   1.3556E-005   3.9555E-007   1.4190E-005   3.2576E-007   6.6199E-008   8.3475E-008   6.9891E-011   2.3551E-017   5.5491E-011   1.5064E-011   4.2668E-018   1.8011E-018   5.1837E-019   6.0261E-020   4.5173E-008   4.9123E-015   9.9923E-017   1.4708E-008   9.8703E-007   7.4345E-013   1.0250E-004   1.3471E-005   8.1244E-006   1.3263E-005   1.5235E-006   1.5372E-006   6.9662E-006   3.0911E-006   6.1762E-006   7.2132E-006   2.0611E-007   3.7063E-006   6.0843E-015   1.0385E-016   2.6249E-006   9.9923E-017   1.3980E-004   3.1001E-005   3.6971E-005   3.2271E-005   1.6280E-004   6.4547E-008   4.1703E-011   6.6158E-013   8.5106E-011   2.4326E-009   6.1489E-012   3.1248E-014   7.4896E-016   2.4610E-017   6.3727E-019   4.9215E-012   4.5544E-016   4.8234E-014   1.7661E-016   7.3418E-018   9.4014E-013   2.1136E-013   5.5451E-019   1.3289E-013   3.9167E-013   8.1362E-014   1.0768E-015   1.7982E-016   8.2651E-017   9.0149E-017   1.2574E-011   9.9505E-019   1.8351E-016   2.7326E-016   6.2113E-014   3.6764E-012   7.7439E-015   4.4772E-016   1.1666E-017   5.3185E-022   6.1016E-014   6.3778E-017   3.6043E-014   1.9531E-015   2.5268E-014   5.2039E-013   4.3731E-014   1.9721E-009   2.0568E-014   3.5176E-008   1.2044E-010   4.0518E-013   6.5675E-016   2.4039E-010   2.6091E-012   4.6124E-014   4.8634E-011   2.4520E-012   1.5451E-013   2.4948E-012   1.1552E-015   3.4345E-019   8.0903E-022   3.3317E-022   5.2197E-021   2.0635E-014   1.5589E-013   2.7459E-010   1.3067E-008   1.0646E-014   5.4153E-012   4.5053E-011 
  4.166800967E+011   3.1480E-002   1.3004E+004   6.2852E+005   9.9828E-001   8.6080E-004   9.9923E-002   6.6794E-005   2.3109E-008   8.3549E-011   5.2909E-010   1.8726E-010   8.1010E-005   1.5585E-009   1.5639E-007   1.6409E-010   1.5871E-005   1.4250E-007   1.3849E-013   2.5053E-010   3.0284E-010   1.1976E-015   2.8898E-014   6.3246E-013   1.0178E-008   2.7951E-008   3.5008E-012   2.3752E-008   3.6325E-005   1.9104E-008   1.9113E-010   9.6297E-013   1.3569E-011   2.3010E-008   1.6558E-008   1.3556E-005   3.9526E-007   1.4479E-005   8.7750E-008   1.6693E-008   8.3300E-008   2.0089E-011   1.9952E-018   4.7365E-011   1.5067E-011   9.4800E-019   3.0049E-019   6.2440E-020   4.3137E-021   5.2603E-008   5.0365E-015   9.9923E-017   1.4707E-008   9.8709E-007   6.8073E-013   1.0247E-004   1.3466E-005   8.1014E-006   1.3245E-005   1.5195E-006   1.5356E-006   6.9662E-006   3.0899E-006   6.1738E-006   7.2105E-006   2.0603E-007   3.7049E-006   6.9538E-015   1.0510E-016   2.6175E-006   9.9924E-017   1.3980E-004   3.1001E-005   3.6971E-005   3.2271E-005   1.6280E-004   6.4984E-008   1.1082E-011   4.6988E-014   8.5099E-011   2.6207E-009   1.7821E-012   8.0156E-015   5.0126E-016   2.4225E-017   1.6186E-019   5.1875E-012   4.1674E-016   1.4134E-014   2.6655E-017   2.9711E-019   7.6868E-013   2.0710E-013   1.2528E-019   1.3273E-013   4.2810E-013   1.1819E-013   1.0758E-015   1.1818E-016   8.2545E-017   9.0010E-017   1.2544E-011   1.0658E-018   3.4372E-016   3.2699E-016   6.2078E-014   4.7536E-012   2.3705E-015   1.9709E-016   5.2015E-018   9.9649E-023   6.1655E-014   6.8344E-017   3.6228E-014   5.2387E-016   2.5257E-014   6.2417E-013   1.4127E-014   1.9655E-009   2.0046E-014   3.5095E-008   3.1755E-011   6.2177E-014   2.6651E-017   2.4604E-010   7.1126E-013   1.3433E-014   4.8571E-011   2.4509E-012   1.5414E-013   3.7388E-012   1.1825E-015   9.2742E-020   5.4253E-023   1.1872E-023   1.8398E-022   2.4175E-014   1.5729E-013   2.7543E-010   1.3012E-008   9.4012E-015   5.4132E-012   4.5117E-011 
  5.524792842E+011   4.2301E-002   1.2991E+004   6.2875E+005   9.9984E-001   8.1034E-005   9.9923E-002   7.1987E-005   2.3435E-009   7.3414E-011   5.2436E-010   1.8529E-010   8.6397E-005   1.5379E-009   2.3092E-008   9.9243E-011   1.0747E-005   1.7522E-007   1.5327E-013   2.4991E-010   3.0305E-010   1.1905E-015   2.8726E-014   6.2873E-013   1.2284E-008   3.2160E-008   3.4896E-012   2.8666E-008   3.6346E-005   1.8288E-009   1.8399E-010   9.5042E-013   6.9650E-011   2.3169E-008   1.6172E-008   1.3556E-005   3.9463E-007   1.4576E-005   8.4306E-009   2.1544E-009   8.2923E-008   2.1878E-012   3.1388E-020   4.4996E-011   1.5069E-011   3.9111E-020   8.2714E-021   1.0768E-021   3.1605E-023   6.5941E-008   5.0951E-015   9.9923E-017   1.4705E-008   9.8718E-007   6.6411E-013   1.0240E-004   1.3457E-005   8.0601E-006   1.3212E-005   1.5123E-006   1.5326E-006   6.9662E-006   3.0878E-006   6.1696E-006   7.2055E-006   2.0589E-007   3.7024E-006   8.5286E-015   1.0738E-016   2.6041E-006   9.9924E-017   1.3980E-004   3.1001E-005   3.6971E-005   3.2271E-005   1.6280E-004   6.5723E-008   1.0511E-012   4.3755E-016   8.5224E-011   2.9716E-009   2.2654E-013   6.1848E-015   4.8459E-016   2.4225E-017   1.6064E-020   5.5798E-012   4.1485E-016   1.9470E-015   1.4142E-017   2.4539E-020   5.5366E-013   2.4611E-013   6.4546E-020   1.3246E-013   5.0605E-013   1.9686E-013   1.0739E-015   9.5039E-017   8.3365E-017   9.0836E-017   1.2501E-011   1.2040E-018   7.3040E-016   3.7338E-016   6.2008E-014   7.3457E-012   3.0630E-016   1.7723E-016   4.5659E-018   9.7586E-024   6.2749E-014   7.6951E-017   3.6797E-014   5.0443E-017   2.5238E-014   7.4524E-013   1.5924E-015   1.9524E-009   1.9550E-014   3.4789E-008   2.9514E-012   6.0970E-015   2.3969E-019   2.5252E-010   6.8605E-014   1.8380E-015   4.8478E-011   2.4490E-012   1.5357E-013   6.4965E-012   1.4035E-015   1.0323E-020   5.3783E-025   2.7191E-026   4.1977E-025   3.0655E-014   1.5770E-013   2.7696E-010   1.2914E-008   9.1076E-015   5.4370E-012   4.5134E-011 
  6.970246516E+011   5.3822E-002   1.2989E+004   6.2881E+005   9.9998E-001   7.9750E-006   9.9923E-002   7.5674E-005   2.4705E-010   7.2894E-011   5.2134E-010   1.8421E-010   9.0184E-005   1.5350E-009   7.2878E-009   9.8252E-011   7.1136E-006   2.0993E-007   1.6866E-013   2.4940E-010   3.0307E-010   1.1826E-015   2.8534E-014   6.2456E-013   1.4521E-008   3.6632E-008   3.4854E-012   3.3887E-008   3.6352E-005   2.1212E-010   1.8343E-010   9.4738E-013   2.2050E-010   2.3238E-008   1.5750E-008   1.3556E-005   3.9391E-007   1.4588E-005   1.1829E-009   1.0465E-009   8.2492E-008   3.8310E-013   1.6500E-021   4.4772E-011   1.5072E-011   9.1234E-022   1.3886E-022   1.2373E-023   1.5692E-025   8.0054E-008   5.1099E-015   9.9923E-017   1.4703E-008   9.8729E-007   6.6588E-013   1.0232E-004   1.3447E-005   8.0164E-006   1.3178E-005   1.5047E-006   1.5295E-006   6.9662E-006   3.0856E-006   6.1652E-006   7.2003E-006   2.0574E-007   3.6997E-006   1.0204E-014   1.0980E-016   2.5900E-006   9.9925E-017   1.3980E-004   3.1001E-005   3.6971E-005   3.2271E-005   1.6280E-004   6.6501E-008   1.0431E-013   6.3495E-018   8.5484E-011   3.3609E-009   6.2611E-014   6.2235E-015   4.8639E-016   2.4368E-017   2.7190E-021   5.8923E-012   4.1853E-016   5.4905E-016   1.4120E-017   1.2708E-020   4.0602E-013   2.9694E-013   8.0763E-020   1.3217E-013   6.0627E-013   2.9785E-013   1.0719E-015   9.3303E-017   8.4338E-017   9.1945E-017   1.2464E-011   1.3582E-018   1.2255E-015   3.9755E-016   6.1931E-014   1.0443E-011   5.2616E-017   1.7861E-016   4.5442E-018   2.1041E-024   6.3759E-014   8.6242E-017   3.7338E-014   5.5082E-018   2.5218E-014   8.5554E-013   1.8457E-016   1.9377E-009   1.9106E-014   3.4417E-008   2.8734E-013   2.8425E-015   1.6765E-020   2.5862E-010   6.8593E-015   5.1863E-016   4.8398E-011   2.4470E-012   1.5308E-013   1.0159E-011   1.7095E-015   1.2354E-021   6.2290E-027   4.1597E-029   6.4154E-028   3.7670E-014   1.5758E-013   2.7861E-010   1.2811E-008   9.1720E-015   5.4686E-012   4.5132E-011 
  7.646357559E+011   5.9211E-002   1.2989E+004   6.2883E+005   9.9999E-001   3.4398E-006   9.9923E-002   7.6942E-005   1.1126E-010   7.2706E-011   5.2001E-010   1.8374E-010   9.1494E-005   1.5343E-009   5.4683E-009   9.8188E-011   5.8704E-006   2.2613E-007   1.7585E-013   2.4917E-010   3.0308E-010   1.1789E-015   2.8443E-014   6.2257E-013   1.5567E-008   3.8722E-008   3.4838E-012   3.6328E-008   3.6354E-005   1.1184E-010   1.8322E-010   9.4635E-013   3.1424E-010   2.3250E-008   1.5552E-008   1.3556E-005   3.9356E-007   1.4590E-005   7.5261E-010   9.9175E-010   8.2286E-008   2.5675E-013   8.1539E-022   4.4739E-011   1.5073E-011   1.4557E-022   1.9461E-023   1.4964E-024   1.3003E-026   8.6628E-008   5.1139E-015   9.9923E-017   1.4703E-008   9.8733E-007   6.6744E-013   1.0229E-004   1.3443E-005   7.9960E-006   1.3161E-005   1.5011E-006   1.5281E-006   6.9662E-006   3.0845E-006   6.1631E-006   7.1979E-006   2.0567E-007   3.6984E-006   1.0987E-014   1.1093E-016   2.5834E-006   9.9925E-017   1.3980E-004   3.1001E-005   3.6971E-005   3.2271E-005   1.6280E-004   6.6866E-008   4.5074E-014   1.8040E-018   8.5637E-011   3.5466E-009   5.1857E-014   6.2783E-015   4.8770E-016   2.4440E-017   1.9853E-021   6.0107E-012   4.2044E-016   4.0364E-016   1.4188E-017   1.2016E-020   3.5692E-013   3.2139E-013   9.2600E-020   1.3203E-013   6.5933E-013   3.5127E-013   1.0709E-015   9.3588E-017   8.4796E-017   9.2473E-017   1.2450E-011   1.4316E-018   1.4795E-015   4.0691E-016   6.1895E-014   1.1947E-011   3.3505E-017   1.7939E-016   4.5556E-018   1.7250E-024   6.4195E-014   9.0574E-017   3.7565E-014   2.7447E-018   2.5209E-014   9.0643E-013   8.8066E-017   1.9306E-009   1.8901E-014   3.4238E-008   1.2403E-013   2.6972E-015   1.1688E-020   2.6145E-010   2.9680E-015   3.7945E-016   4.8365E-011   2.4460E-012   1.5288E-013   1.2134E-011   1.8591E-015   5.7860E-022   1.2518E-027   2.0048E-030   3.0899E-029   4.0993E-014   1.5750E-013   2.7939E-010   1.2763E-008   9.2163E-015   5.4836E-012   4.5131E-011 
