     distance         timeN            Tn             1             2             3             4             5             6             7             8             9            10            11            12            13            14            15            16            17            18            19            20            21            22            23            24            25            26            27            28            29            30            31            32            33            34            35            36            37            38            39            40 
  5.435724653E+010   6.8901E-004   1.0000E+001   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  1.183174470E+011   1.4997E-003   1.0000E+001   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  1.822776475E+011   2.3105E-003   1.0000E+001   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  2.528230723E+011   3.2047E-003   1.0000E+001   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  8.718969684E+011   1.1052E-002   1.0000E+001   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  2.135810101E+012   2.7072E-002   1.0000E+001   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  8.140915764E+012   1.0319E-001   1.0000E+001   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  3.361321611E+013   4.2606E-001   9.9999E+000   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  1.232722470E+014   1.5625E+000   9.9998E+000   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  6.900748874E+014   8.7471E+000   9.9986E+000   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  1.631803929E+015   2.0684E+001   9.9967E+000   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  2.573532971E+015   3.2621E+001   9.9948E+000   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  3.837665157E+015   4.8644E+001   9.9923E+000   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  2.347985182E+016   2.9762E+002   9.9533E+000   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  9.116676809E+016   1.1556E+003   9.8258E+000   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  1.647828898E+017   2.0887E+003   9.6987E+000   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  2.383990116E+017   3.0218E+003   9.5826E+000   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  7.887101696E+017   9.9973E+003   8.9768E+000   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  2.870984921E+018   3.6391E+004   8.3681E+000   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  5.575657559E+018   7.0674E+004   8.3062E+000   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
  1.546905962E+019   1.9608E+005   8.2937E+000   7.0973E-011   2.0884E-010   2.8157E-010   2.4445E-010   1.5194E-010   7.0905E-011   2.5486E-011   7.1592E-012   1.5874E-012   2.7963E-013   3.9311E-014   4.4276E-015   4.0034E-016   2.9129E-017   1.7083E-018   8.0817E-020   3.0884E-021   9.5385E-023   2.3839E-024   4.8214E-026   7.8962E-028   1.0479E-029   1.1268E-031   9.8252E-034   6.9475E-036   3.9860E-038   1.8554E-040   7.0092E-043   2.1494E-045   5.3524E-048   1.0823E-050   1.7779E-053   2.3731E-056   2.5732E-059   2.2677E-062   1.6246E-065   9.4626E-069   4.4809E-072   1.7256E-075   5.4060E-079 
