     distance         timeN            Tn           0 0           1 1           0 1          -1 1          -2 2          -1 2           0 2           1 2           2 2          -3 3          -2 3          -1 3           0 3           1 3           2 3           3 3           4 4          -3 4          -2 4          -1 4           0 4           1 4           2 4           3 4          -4 4           5 5           4 5          -3 5           2 5          -1 5           0 5           1 5          -2 5           3 5          -4 5          -5 5           6 6           5 6          -4 6          -3 6          -2 6           1 6           0 6          -1 6           2 6           3 6           4 6          -5 6          -6 6           7 7           6 7           5 7           4 7           3 7          -2 7           1 7           0 7          -1 7           2 7          -3 7          -4 7          -5 7          -6 7          -7 7           8 8           7 8           6 8           5 8           4 8          -3 8           2 8          -1 8           0 8           1 8          -2 8           3 8          -4 8          -5 8          -6 8          -7 8          -8 8           9 9           8 9           7 9           6 9          -5 9           4 9          -3 9          -2 9          -1 9           0 9           1 9           2 9           3 9          -4 9           5 9          -6 9          -7 9          -8 9          -9 9          1010           910           810           710           610          -510           410           310           210           110           010          -110          -210          -310          -410           510          -610          -710          -810          -910         -1010          1111          1011           911           811           711           611          -511          -411           311           211           111           011          -111          -211          -311           411           511          -611          -711          -811          -911         -1011         -1111          1212          1112          1012           912           812           712           612          -512           412          -312          -212           112           012          -112           212           312          -412           512          -612          -712          -812          -912         -1012         -1112         -1212          1313          1213          1113          1013           913           813           713           613          -513           413          -313           213           113           013          -113          -213           313          -413           513          -613          -713          -813          -913         -1013         -1113         -1213         -1313          1414          1314          1214          1114          1014           914           814           714           614          -514          -414          -314          -214           114           014          -114           214           314           414           514          -614          -714          -814          -914         -1014         -1114         -1214         -1314         -1414          1515          1415          1315          1215          1115          1015           915           815           715           615          -515           415          -315          -215          -115           015           115           215           315          -415           515          -615          -715          -815          -915         -1015         -1115         -1215         -1315         -1415         -1515 
  1.000000000E+005   1.2676E-009   1.0000E+001   6.1269E-019   3.4213E-019   1.4601E-018   3.4078E-019   3.5144E-020   3.5698E-019   1.5356E-018   3.6125E-019   3.5144E-020   7.2818E-021   2.4663E-020   2.4904E-019   1.0777E-018   2.5502E-019   2.4662E-020   7.2818E-021   1.7494E-022   3.7278E-021   1.2627E-020   1.2650E-019   5.5179E-019   1.3160E-019   1.2625E-020   3.7278E-021   1.7494E-022   2.1007E-025   6.7626E-023   1.4411E-021   4.8801E-021   4.8426E-020   2.1337E-019   5.1389E-020   4.8819E-021   1.4411E-021   6.7626E-023   2.1007E-025   2.2645E-028   6.2376E-026   2.0079E-023   4.2789E-022   1.4499E-021   1.5445E-020   6.3384E-020   1.4213E-020   1.4488E-021   4.2789E-022   2.0079E-023   6.2376E-026   2.2645E-028   3.1443E-031   5.2150E-029   1.4365E-026   4.6235E-024   9.8533E-023   3.3401E-022   3.6076E-021   1.4607E-020   3.2291E-021   3.3356E-022   9.8531E-023   4.6235E-024   1.4365E-026   5.2150E-029   3.1443E-031   2.6922E-035   5.6499E-032   9.3709E-030   2.5810E-027   8.3061E-025   1.7702E-023   5.9909E-023   5.7139E-022   2.6271E-021   6.5887E-022   6.0044E-023   1.7703E-023   8.3061E-025   2.5810E-027   9.3709E-030   5.6499E-032   2.6922E-035   2.1000E-040   3.7894E-036   7.9529E-033   1.3191E-030   3.6328E-028   1.1688E-025   2.4912E-024   8.4573E-024   7.9062E-023   3.7031E-022   9.4469E-023   8.4275E-024   2.4914E-024   1.1688E-025   3.6328E-028   1.3191E-030   7.9529E-033   3.7894E-036   2.1000E-040   3.2733E-045   2.3221E-041   4.1900E-037   8.7942E-034   1.4587E-031   4.0167E-029   1.2919E-026   2.7543E-025   9.3107E-025   1.0664E-023   4.1024E-023   8.5789E-024   9.3601E-025   2.7539E-025   1.2919E-026   4.0167E-029   1.4587E-031   8.7942E-034   4.1900E-037   2.3221E-041   3.2733E-045   2.5321E-050   2.8493E-046   2.0212E-042   3.6469E-038   7.6548E-035   1.2698E-032   3.4957E-030   1.1238E-027   2.3966E-026   8.0947E-026   9.4970E-025   3.5796E-024   7.3154E-025   8.1569E-026   2.3960E-026   1.1238E-027   3.4957E-030   1.2698E-032   7.6548E-035   3.6469E-038   2.0212E-042   2.8493E-046   2.5321E-050   8.6855E-057   1.7376E-051   1.9553E-047   1.3870E-043   2.5023E-039   5.2530E-036   8.7144E-034   2.3983E-031   7.7053E-029   1.6432E-027   5.6059E-027   6.6830E-026   2.4642E-025   4.9099E-026   5.5462E-027   1.6439E-027   7.7053E-029   2.3983E-031   8.7144E-034   5.2530E-036   2.5023E-039   1.3870E-043   1.9553E-047   1.7376E-051   8.6855E-057   6.5534E-064   4.7040E-058   9.4120E-053   1.0592E-048   7.5119E-045   1.3551E-040   2.8452E-037   4.7205E-035   1.2987E-032   4.1690E-030   8.8930E-029   2.9981E-028   3.7206E-027   1.3401E-026   2.5970E-027   3.0422E-028   8.8991E-029   4.1691E-030   1.2987E-032   4.7205E-035   2.8452E-037   1.3551E-040   7.5119E-045   1.0592E-048   9.4120E-053   4.7040E-058   6.5534E-064   1.2479E-070   2.8041E-065   2.0127E-059   4.0278E-054   4.5327E-050   3.2142E-046   5.7972E-042   1.2175E-038   2.0202E-036   5.5551E-034   1.7816E-031   3.8014E-030   1.3049E-029   1.6403E-028   5.7627E-028   1.0836E-028   1.2798E-029   3.8054E-030   1.7815E-031   5.5551E-034   2.0202E-036   1.2175E-038   5.7972E-042   3.2142E-046   4.5327E-050   4.0278E-054   2.0127E-059   2.8041E-065   1.2479E-070   4.0319E-078   4.2221E-072   9.4861E-067   6.8085E-061   1.3628E-055   1.5337E-051   1.0873E-047   1.9607E-043   4.1188E-040   6.8356E-038   1.8785E-035   6.0168E-033   1.2843E-031   4.4273E-031   3.5698E-030   1.9615E-029   5.7312E-030   4.3165E-031   1.2864E-031   6.0170E-033   1.8785E-035   6.8356E-038   4.1188E-040   1.9607E-043   1.0873E-047   1.5337E-051   1.3628E-055   6.8085E-061   9.4861E-067   4.2221E-072   4.0319E-078 
  7.023518923E+005   8.9027E-009   1.0000E+001   4.2689E-018   2.3838E-018   1.0173E-017   2.3744E-018   2.4487E-019   2.4873E-018   1.0699E-017   2.5170E-018   2.4487E-019   5.0736E-020   1.7184E-019   1.7352E-018   7.5089E-018   1.7769E-018   1.7183E-019   5.0736E-020   1.2189E-021   2.5974E-020   8.7979E-020   8.8137E-019   3.8446E-018   9.1696E-019   8.7965E-020   2.5974E-020   1.2189E-021   1.4637E-024   4.7119E-022   1.0041E-020   3.4002E-020   3.3741E-019   1.4867E-018   3.5805E-019   3.4015E-020   1.0041E-020   4.7119E-022   1.4637E-024   1.5778E-027   4.3461E-025   1.3990E-022   2.9813E-021   1.0102E-020   1.0761E-019   4.4163E-019   9.9029E-020   1.0095E-020   2.9814E-021   1.3990E-022   4.3461E-025   1.5778E-027   2.1908E-030   3.6336E-028   1.0009E-025   3.2215E-023   6.8654E-022   2.3272E-021   2.5136E-020   1.0177E-019   2.2499E-020   2.3241E-021   6.8652E-022   3.2215E-023   1.0009E-025   3.6336E-028   2.1908E-030   1.8758E-034   3.9366E-031   6.5293E-029   1.7983E-026   5.7873E-024   1.2334E-022   4.1742E-022   3.9812E-021   1.8305E-020   4.5907E-021   4.1836E-022   1.2335E-022   5.7873E-024   1.7983E-026   6.5293E-029   3.9366E-031   1.8758E-034   1.4632E-039   2.6403E-035   5.5413E-032   9.1910E-030   2.5312E-027   8.1438E-025   1.7358E-023   5.8927E-023   5.5087E-022   2.5801E-021   6.5822E-022   5.8719E-023   1.7359E-023   8.1438E-025   2.5312E-027   9.1910E-030   5.5413E-032   2.6403E-035   1.4632E-039   2.2807E-044   1.6180E-040   2.9194E-036   6.1274E-033   1.0164E-030   2.7986E-028   9.0011E-026   1.9191E-024   6.4873E-024   7.4302E-023   2.8584E-022   5.9774E-023   6.5217E-024   1.9188E-024   9.0011E-026   2.7986E-028   1.0164E-030   6.1274E-033   2.9194E-036   1.6180E-040   2.2807E-044   1.7643E-049   1.9853E-045   1.4083E-041   2.5410E-037   5.3336E-034   8.8474E-032   2.4357E-029   7.8300E-027   1.6698E-025   5.6401E-025   6.6171E-024   2.4941E-023   5.0971E-024   5.6834E-025   1.6694E-025   7.8300E-027   2.4357E-029   8.8474E-032   5.3336E-034   2.5410E-037   1.4083E-041   1.9853E-045   1.7643E-049   6.0517E-056   1.2107E-050   1.3624E-046   9.6638E-043   1.7435E-038   3.6600E-035   6.0718E-033   1.6711E-030   5.3687E-028   1.1449E-026   3.9060E-026   4.6565E-025   1.7170E-024   3.4210E-025   3.8644E-026   1.1454E-026   5.3688E-028   1.6711E-030   6.0718E-033   3.6600E-035   1.7435E-038   9.6638E-043   1.3624E-046   1.2107E-050   6.0517E-056   4.5661E-063   3.2776E-057   6.5579E-052   7.3798E-048   5.2340E-044   9.4417E-040   1.9824E-036   3.2891E-034   9.0485E-032   2.9048E-029   6.1962E-028   2.0890E-027   2.5923E-026   9.3369E-026   1.8095E-026   2.1196E-027   6.2005E-028   2.9048E-029   9.0485E-032   3.2891E-034   1.9824E-036   9.4417E-040   5.2340E-044   7.3798E-048   6.5579E-052   3.2776E-057   4.5661E-063   8.6947E-070   1.9538E-064   1.4024E-058   2.8064E-053   3.1582E-049   2.2395E-045   4.0393E-041   8.4829E-038   1.4076E-035   3.8705E-033   1.2413E-030   2.6487E-029   9.0917E-029   1.1429E-027   4.0152E-027   7.5502E-028   8.9169E-029   2.6515E-029   1.2413E-030   3.8705E-033   1.4076E-035   8.4829E-038   4.0393E-041   2.2395E-045   3.1582E-049   2.8064E-053   1.4024E-058   1.9538E-064   8.6947E-070   2.8093E-077   2.9418E-071   6.6095E-066   4.7438E-060   9.4955E-055   1.0686E-050   7.5758E-047   1.3661E-042   2.8698E-039   4.7627E-037   1.3088E-034   4.1923E-032   8.9487E-031   3.0847E-030   2.4873E-029   1.3667E-028   3.9933E-029   3.0075E-030   8.9629E-031   4.1924E-032   1.3088E-034   4.7627E-037   2.8698E-039   1.3661E-042   7.5758E-047   1.0686E-050   9.4955E-055   4.7438E-060   6.6095E-066   2.9418E-071   2.8093E-077 
  5.010482483E+006   6.3510E-008   1.0000E+001   3.0159E-017   1.6841E-017   7.1872E-017   1.6775E-017   1.7300E-018   1.7572E-017   7.5589E-017   1.7782E-017   1.7299E-018   3.5844E-019   1.2140E-018   1.2259E-017   5.3048E-017   1.2553E-017   1.2140E-018   3.5844E-019   8.6111E-021   1.8350E-019   6.2155E-019   6.2267E-018   2.7161E-017   6.4781E-018   6.2145E-019   1.8350E-019   8.6111E-021   1.0340E-023   3.3288E-021   7.0936E-020   2.4022E-019   2.3838E-018   1.0503E-017   2.5296E-018   2.4031E-019   7.0936E-020   3.3288E-021   1.0340E-023   1.1147E-026   3.0704E-024   9.8839E-022   2.1063E-020   7.1371E-020   7.6025E-019   3.1200E-018   6.9962E-019   7.1317E-020   2.1063E-020   9.8839E-022   3.0704E-024   1.1147E-026   1.5478E-029   2.5671E-027   7.0709E-025   2.2759E-022   4.8502E-021   1.6441E-020   1.7758E-019   7.1900E-019   1.5895E-019   1.6419E-020   4.8501E-021   2.2759E-022   7.0709E-025   2.5671E-027   1.5478E-029   1.3252E-033   2.7811E-030   4.6128E-028   1.2705E-025   4.0886E-023   8.7137E-022   2.9490E-021   2.8126E-020   1.2932E-019   3.2432E-020   2.9556E-021   8.7141E-022   4.0886E-023   1.2705E-025   4.6128E-028   2.7811E-030   1.3252E-033   1.0337E-038   1.8653E-034   3.9148E-031   6.4932E-029   1.7882E-026   5.7534E-024   1.2263E-022   4.1631E-022   3.8918E-021   1.8228E-020   4.6502E-021   4.1484E-022   1.2264E-022   5.7534E-024   1.7882E-026   6.4932E-029   3.9148E-031   1.8653E-034   1.0337E-038   1.6113E-043   1.1431E-039   2.0625E-035   4.3289E-032   7.1804E-030   1.9772E-027   6.3591E-025   1.3558E-023   4.5831E-023   5.2493E-022   2.0194E-021   4.2229E-022   4.6075E-023   1.3556E-023   6.3591E-025   1.9772E-027   7.1804E-030   4.3289E-032   2.0625E-035   1.1431E-039   1.6113E-043   1.2464E-048   1.4025E-044   9.9493E-041   1.7951E-036   3.7680E-033   6.2505E-031   1.7207E-028   5.5318E-026   1.1797E-024   3.9846E-024   4.6748E-023   1.7620E-022   3.6010E-023   4.0152E-024   1.1794E-024   5.5317E-026   1.7207E-028   6.2505E-031   3.7680E-033   1.7951E-036   9.9493E-041   1.4025E-044   1.2464E-048   4.2754E-055   8.5533E-050   9.6250E-046   6.8272E-042   1.2317E-037   2.5857E-034   4.2896E-032   1.1806E-029   3.7929E-027   8.0885E-026   2.7595E-025   3.2897E-024   1.2130E-023   2.4168E-024   2.7301E-025   8.0920E-026   3.7929E-027   1.1806E-029   4.2896E-032   2.5857E-034   1.2317E-037   6.8272E-042   9.6250E-046   8.5533E-050   4.2754E-055   3.2259E-062   2.3155E-056   4.6330E-051   5.2136E-047   3.6977E-043   6.6703E-039   1.4005E-035   2.3236E-033   6.3926E-031   2.0522E-028   4.3775E-027   1.4758E-026   1.8314E-025   6.5963E-025   1.2784E-025   1.4975E-026   4.3805E-027   2.0522E-028   6.3926E-031   2.3236E-033   1.4005E-035   6.6703E-039   3.6977E-043   5.2136E-047   4.6330E-051   2.3155E-056   3.2259E-062   6.1426E-069   1.3803E-063   9.9075E-058   1.9827E-052   2.2312E-048   1.5822E-044   2.8536E-040   5.9930E-037   9.9443E-035   2.7344E-032   8.7696E-030   1.8712E-028   6.4231E-028   8.0742E-027   2.8367E-026   5.3340E-027   6.2996E-028   1.8732E-028   8.7694E-030   2.7344E-032   9.9443E-035   5.9930E-037   2.8536E-040   1.5822E-044   2.2312E-048   1.9827E-052   9.9075E-058   1.3803E-063   6.1426E-069   1.9847E-076   2.0783E-070   4.6695E-065   3.3514E-059   6.7084E-054   7.5495E-050   5.3521E-046   9.6513E-042   2.0275E-038   3.3648E-036   9.2466E-034   2.9617E-031   6.3220E-030   2.1793E-029   1.7572E-028   9.6552E-028   2.8211E-028   2.1248E-029   6.3321E-030   2.9619E-031   9.2466E-034   3.3648E-036   2.0275E-038   9.6513E-042   5.3521E-046   7.5495E-050   6.7084E-054   3.3514E-059   4.6695E-065   2.0783E-070   1.9847E-076 
  2.258623810E+007   2.8629E-007   1.0000E+001   1.3759E-016   7.6832E-017   3.2789E-016   7.6528E-017   7.8923E-018   8.0167E-017   3.4485E-016   8.1124E-017   7.8922E-018   1.6353E-018   5.5386E-018   5.5926E-017   2.4201E-016   5.7270E-017   5.5383E-018   1.6353E-018   3.9285E-020   8.3715E-019   2.8356E-018   2.8407E-017   1.2391E-016   2.9554E-017   2.8351E-018   8.3715E-019   3.9285E-020   4.7175E-023   1.5187E-020   3.2362E-019   1.0959E-018   1.0875E-017   4.7916E-017   1.1540E-017   1.0963E-018   3.2362E-019   1.5187E-020   4.7175E-023   5.0853E-026   1.4008E-023   4.5092E-021   9.6090E-020   3.2560E-019   3.4684E-018   1.4234E-017   3.1918E-018   3.2536E-019   9.6091E-020   4.5092E-021   1.4008E-023   5.0853E-026   7.0612E-029   1.1711E-026   3.2258E-024   1.0383E-021   2.2127E-020   7.5008E-020   8.1015E-019   3.2802E-018   7.2516E-019   7.4907E-020   2.2127E-020   1.0383E-021   3.2258E-024   1.1711E-026   7.0612E-029   6.0458E-033   1.2688E-029   2.1044E-027   5.7961E-025   1.8653E-022   3.9753E-021   1.3454E-020   1.2832E-019   5.8997E-019   1.4796E-019   1.3484E-020   3.9755E-021   1.8653E-022   5.7961E-025   2.1044E-027   1.2688E-029   6.0458E-033   4.7160E-038   8.5098E-034   1.7860E-030   2.9623E-028   8.1582E-026   2.6248E-023   5.5945E-022   1.8992E-021   1.7755E-020   8.3159E-020   2.1215E-020   1.8925E-021   5.5949E-022   2.6248E-023   8.1582E-026   2.9623E-028   1.7860E-030   8.5098E-034   4.7160E-038   7.3509E-043   5.2148E-039   9.4095E-035   1.9749E-031   3.2758E-029   9.0202E-027   2.9011E-024   6.1852E-023   2.0909E-022   2.3948E-021   9.2127E-021   1.9266E-021   2.1020E-022   6.1843E-023   2.9011E-024   9.0202E-027   3.2758E-029   1.9749E-031   9.4095E-035   5.2148E-039   7.3509E-043   5.6863E-048   6.3986E-044   4.5390E-040   8.1897E-036   1.7190E-032   2.8516E-030   7.8503E-028   2.5237E-025   5.3820E-024   1.8178E-023   2.1327E-022   8.0387E-022   1.6428E-022   1.8318E-023   5.3806E-024   2.5237E-025   7.8503E-028   2.8516E-030   1.7190E-032   8.1897E-036   4.5390E-040   6.3986E-044   5.6863E-048   1.9505E-054   3.9021E-049   4.3911E-045   3.1147E-041   5.6193E-037   1.1797E-033   1.9570E-031   5.3859E-029   1.7304E-026   3.6901E-025   1.2589E-024   1.5008E-023   5.5338E-023   1.1026E-023   1.2455E-024   3.6917E-025   1.7304E-026   5.3859E-029   1.9570E-031   1.1797E-033   5.6193E-037   3.1147E-041   4.3911E-045   3.9021E-049   1.9505E-054   1.4717E-061   1.0564E-055   2.1136E-050   2.3785E-046   1.6869E-042   3.0431E-038   6.3894E-035   1.0601E-032   2.9164E-030   9.3623E-028   1.9971E-026   6.7329E-026   8.3553E-025   3.0093E-024   5.8320E-025   6.8317E-026   1.9985E-026   9.3624E-028   2.9164E-030   1.0601E-032   6.3894E-035   3.0431E-038   1.6869E-042   2.3785E-046   2.1136E-050   1.0564E-055   1.4717E-061   2.8023E-068   6.2971E-063   4.5199E-057   9.0452E-052   1.0179E-047   7.2181E-044   1.3019E-039   2.7341E-036   4.5367E-034   1.2475E-031   4.0008E-029   8.5368E-028   2.9303E-027   3.6836E-026   1.2941E-025   2.4335E-026   2.8740E-027   8.5458E-028   4.0007E-029   1.2475E-031   4.5367E-034   2.7341E-036   1.3019E-039   7.2181E-044   1.0179E-047   9.0452E-052   4.5199E-057   6.2971E-063   2.8023E-068   9.0545E-076   9.4815E-070   2.1303E-064   1.5290E-058   3.0605E-053   3.4442E-049   2.4417E-045   4.4031E-041   9.2496E-038   1.5351E-035   4.2185E-033   1.3512E-030   2.8842E-029   9.9423E-029   8.0166E-028   4.4048E-027   1.2871E-027   9.6935E-029   2.8888E-029   1.3512E-030   4.2185E-033   1.5351E-035   9.2496E-038   4.4031E-041   2.4417E-045   3.4442E-049   3.0605E-053   1.5290E-058   2.1303E-064   9.4815E-070   9.0545E-076 
  5.163112052E+007   6.5445E-007   1.0000E+001   3.1388E-016   1.7527E-016   7.4800E-016   1.7458E-016   1.8004E-017   1.8288E-016   7.8668E-016   1.8506E-016   1.8004E-017   3.7304E-018   1.2635E-017   1.2758E-016   5.5209E-016   1.3065E-016   1.2634E-017   3.7304E-018   8.9619E-020   1.9097E-018   6.4687E-018   6.4803E-017   2.8268E-016   6.7420E-017   6.4676E-018   1.9097E-018   8.9619E-020   1.0762E-022   3.4644E-020   7.3825E-019   2.5000E-018   2.4808E-017   1.0931E-016   2.6326E-017   2.5010E-018   7.3826E-019   3.4644E-020   1.0762E-022   1.1601E-025   3.1955E-023   1.0286E-020   2.1920E-019   7.4278E-019   7.9122E-018   3.2471E-017   7.2811E-018   7.4222E-019   2.1921E-019   1.0286E-020   3.1955E-023   1.1601E-025   1.6108E-028   2.6716E-026   7.3589E-024   2.3686E-021   5.0478E-020   1.7111E-019   1.8481E-018   7.4829E-018   1.6543E-018   1.7088E-019   5.0477E-020   2.3686E-021   7.3589E-024   2.6716E-026   1.6108E-028   1.3792E-032   2.8944E-029   4.8007E-027   1.3222E-024   4.2552E-022   9.0687E-021   3.0691E-020   2.9272E-019   1.3459E-018   3.3753E-019   3.0760E-020   9.0690E-021   4.2552E-022   1.3222E-024   4.8007E-027   2.8944E-029   1.3792E-032   1.0758E-037   1.9413E-033   4.0742E-030   6.7577E-028   1.8611E-025   5.9877E-023   1.2762E-021   4.3326E-021   4.0503E-020   1.8971E-019   4.8396E-020   4.3173E-021   1.2763E-021   5.9877E-023   1.8611E-025   6.7577E-028   4.0742E-030   1.9413E-033   1.0758E-037   1.6769E-042   1.1896E-038   2.1465E-034   4.5052E-031   7.4729E-029   2.0577E-026   6.6181E-024   1.4110E-022   4.7698E-022   5.4631E-021   2.1016E-020   4.3949E-021   4.7951E-022   1.4108E-022   6.6181E-024   2.0577E-026   7.4729E-029   4.5052E-031   2.1465E-034   1.1896E-038   1.6769E-042   1.2972E-047   1.4597E-043   1.0355E-039   1.8683E-035   3.9215E-032   6.5051E-030   1.7908E-027   5.7571E-025   1.2278E-023   4.1469E-023   4.8652E-022   1.8338E-021   3.7476E-022   4.1787E-023   1.2274E-023   5.7571E-025   1.7908E-027   6.5051E-030   3.9215E-032   1.8683E-035   1.0355E-039   1.4597E-043   1.2972E-047   4.4495E-054   8.9017E-049   1.0017E-044   7.1053E-041   1.2819E-036   2.6911E-033   4.4643E-031   1.2287E-028   3.9474E-026   8.4179E-025   2.8719E-024   3.4237E-023   1.2624E-022   2.5153E-023   2.8413E-024   8.4216E-025   3.9474E-026   1.2287E-028   4.4643E-031   2.6911E-033   1.2819E-036   7.1053E-041   1.0017E-044   8.9017E-049   4.4495E-054   3.3573E-061   2.4099E-055   4.8217E-050   5.4260E-046   3.8483E-042   6.9420E-038   1.4576E-034   2.4183E-032   6.6530E-030   2.1358E-027   4.5558E-026   1.5359E-025   1.9060E-024   6.8650E-024   1.3304E-024   1.5585E-025   4.5589E-026   2.1358E-027   6.6530E-030   2.4183E-032   1.4576E-034   6.9420E-038   3.8483E-042   5.4260E-046   4.8217E-050   2.4099E-055   3.3573E-061   6.3928E-068   1.4365E-062   1.0311E-056   2.0634E-051   2.3221E-047   1.6466E-043   2.9699E-039   6.2371E-036   1.0349E-033   2.8458E-031   9.1268E-029   1.9474E-027   6.6847E-027   8.4031E-026   2.9522E-025   5.5513E-026   6.5562E-027   1.9495E-027   9.1266E-029   2.8458E-031   1.0349E-033   6.2371E-036   2.9699E-039   1.6466E-043   2.3221E-047   2.0634E-051   1.0311E-056   1.4365E-062   6.3928E-068   2.0655E-075   2.1630E-069   4.8596E-064   3.4879E-058   6.9816E-053   7.8570E-049   5.5701E-045   1.0044E-040   2.1100E-037   3.5018E-035   9.6233E-033   3.0824E-030   6.5795E-029   2.2681E-028   1.8288E-027   1.0048E-026   2.9361E-027   2.2113E-028   6.5900E-029   3.0825E-030   9.6233E-033   3.5018E-035   2.1100E-037   1.0044E-040   5.5701E-045   7.8570E-049   6.9816E-053   3.4879E-058   4.8596E-064   2.1630E-069   2.0655E-075 
  8.067600293E+007   1.0226E-006   1.0000E+001   4.7933E-016   2.6766E-016   1.1423E-015   2.6660E-016   2.7495E-017   2.7928E-016   1.2014E-015   2.8262E-016   2.7495E-017   5.6968E-018   1.9295E-017   1.9483E-016   8.4312E-016   1.9952E-016   1.9294E-017   5.6968E-018   1.3686E-019   2.9164E-018   9.8785E-018   9.8964E-017   4.3169E-016   1.0296E-016   9.8770E-018   2.9164E-018   1.3686E-019   1.6434E-022   5.2907E-020   1.1274E-018   3.8179E-018   3.7886E-017   1.6693E-016   4.0204E-017   3.8193E-018   1.1274E-018   5.2907E-020   1.6434E-022   1.7716E-025   4.8800E-023   1.5709E-020   3.3476E-019   1.1343E-018   1.2083E-017   4.9588E-017   1.1119E-017   1.1335E-018   3.3476E-019   1.5709E-020   4.8800E-023   1.7716E-025   2.4599E-028   4.0800E-026   1.1238E-023   3.6172E-021   7.7087E-020   2.6131E-019   2.8223E-018   1.1427E-017   2.5263E-018   2.6096E-019   7.7085E-020   3.6172E-021   1.1238E-023   4.0800E-026   2.4599E-028   2.1062E-032   4.4202E-029   7.3313E-027   2.0192E-024   6.4982E-022   1.3849E-020   4.6869E-020   4.4702E-019   2.0553E-018   5.1546E-019   4.6975E-020   1.3850E-020   6.4982E-022   2.0192E-024   7.3313E-027   4.4202E-029   2.1062E-032   1.6430E-037   2.9646E-033   6.2219E-030   1.0320E-027   2.8421E-025   9.1441E-023   1.9490E-021   6.6165E-021   6.1853E-020   2.8971E-019   7.3907E-020   6.5932E-021   1.9491E-021   9.1441E-023   2.8421E-025   1.0320E-027   6.2219E-030   2.9646E-033   1.6430E-037   2.5609E-042   1.8167E-038   3.2780E-034   6.8801E-031   1.1412E-028   3.1424E-026   1.0107E-023   2.1548E-022   7.2841E-022   8.3429E-021   3.2095E-020   6.7117E-021   7.3228E-022   2.1545E-022   1.0107E-023   3.1424E-026   1.1412E-028   6.8801E-031   3.2780E-034   1.8167E-038   2.5609E-042   1.9810E-047   2.2291E-043   1.5813E-039   2.8531E-035   5.9887E-032   9.9341E-030   2.7348E-027   8.7918E-025   1.8750E-023   6.3328E-023   7.4299E-022   2.8005E-021   5.7231E-022   6.3815E-023   1.8745E-023   8.7918E-025   2.7348E-027   9.9341E-030   5.9887E-032   2.8531E-035   1.5813E-039   2.2291E-043   1.9810E-047   6.7950E-054   1.3594E-048   1.5297E-044   1.0851E-040   1.9576E-036   4.1096E-033   6.8176E-031   1.8763E-028   6.0282E-026   1.2855E-024   4.3857E-024   5.2284E-023   1.9279E-022   3.8412E-023   4.3391E-024   1.2861E-024   6.0282E-026   1.8763E-028   6.8176E-031   4.1096E-033   1.9576E-036   1.0851E-040   1.5297E-044   1.3594E-048   6.7950E-054   5.1270E-061   3.6802E-055   7.3634E-050   8.2862E-046   5.8769E-042   1.0601E-037   2.2259E-034   3.6931E-032   1.0160E-029   3.2616E-027   6.9573E-026   2.3456E-025   2.9108E-024   1.0484E-023   2.0317E-024   2.3800E-025   6.9621E-026   3.2616E-027   1.0160E-029   3.6931E-032   2.2259E-034   1.0601E-037   5.8769E-042   8.2862E-046   7.3634E-050   3.6802E-055   5.1270E-061   9.7627E-068   2.1938E-062   1.5746E-056   3.1511E-051   3.5461E-047   2.5146E-043   4.5354E-039   9.5249E-036   1.5805E-033   4.3460E-031   1.3938E-028   2.9740E-027   1.0208E-026   1.2833E-025   4.5084E-025   8.4776E-026   1.0012E-026   2.9771E-027   1.3938E-028   4.3460E-031   1.5805E-033   9.5249E-036   4.5354E-039   2.5146E-043   3.5461E-047   3.1511E-051   1.5746E-056   2.1938E-062   9.7627E-068   3.1543E-075   3.3031E-069   7.4214E-064   5.3265E-058   1.0662E-052   1.1999E-048   8.5064E-045   1.5339E-040   3.2223E-037   5.3477E-035   1.4696E-032   4.7072E-030   1.0048E-028   3.4637E-028   2.7928E-027   1.5345E-026   4.4838E-027   3.3770E-028   1.0064E-028   4.7074E-030   1.4696E-032   5.3477E-035   3.2223E-037   1.5339E-040   8.5064E-045   1.1999E-048   1.0662E-052   5.3265E-058   7.4214E-064   3.3031E-069   3.1543E-075 
