     distance         timeN            Tn         E(H2)       E(13CO)         E(OH)        E(NH3)       E(r,CO)       E(v,CO)         E(CO)         W(CO)         G(CO)    E(r,o-H2O)    E(r,p-H2O)      E(v,H2O)        E(H2O)       W(oH2O)       G(oH2O)       W(pH2O)       G(pH2O)       W(oNH3)       G(oNH3)       W(pNH3)       G(pNH3)         W(OH)         G(OH)      W(atype)      G(atype)      W(etype)      G(etype)         E(C+)        E(Si+)          E(C)         E(Si)          E(O)         E(S+)         E(N+)        E(Fe+)       E(H+H2) 
  9.044113132E+014   3.4046E+002   1.2678E+001   3.7834E-021   1.2102E-021   4.5768E-025   2.0714E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   1.8983E-021  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   4.7848E-030   5.0471E-038   1.7227E-025   6.0149E-025   5.8004E-028   0.0000E+000   3.1846E-034   9.0928E-042   0.0000E+000 
  9.161266635E+014   3.6881E+002   1.3051E+001   3.7645E-021   3.0667E-022   4.6754E-025   2.2943E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   5.3723E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.0946E-030   1.1085E-037   2.1124E-026   5.4605E-025   1.6749E-028   0.0000E+000   7.5517E-035   1.3096E-041   0.0000E+000 
  9.180022588E+014   3.7334E+002   1.3105E+001   3.7610E-021   2.4651E-022   4.6593E-025   2.3280E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   4.6416E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.8661E-030   1.2389E-037   1.5176E-026   5.3774E-025   1.3947E-028   0.0000E+000   6.1858E-035   1.3522E-041   0.0000E+000 
  9.190282938E+014   3.7583E+002   1.3134E+001   3.7594E-021   2.1886E-022   4.6477E-025   2.3462E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   4.3203E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.7565E-030   1.3143E-037   1.2685E-026   5.3317E-025   1.2666E-028   0.0000E+000   5.5674E-035   1.3721E-041   0.0000E+000 
  9.300615265E+014   4.0252E+002   1.3424E+001   3.7447E-021   6.3741E-023   4.4157E-025   2.5307E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.7930E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.0440E-030   2.2938E-037   2.1634E-027   4.8190E-025   5.8281E-029   0.0000E+000   2.1552E-035   1.4273E-041   0.0000E+000 
  9.338122760E+014   4.1159E+002   1.3513E+001   3.7409E-021   4.3434E-023   4.3046E-025   2.5887E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.6647E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   9.2203E-031   2.6879E-037   1.3363E-027   4.6369E-025   5.0637E-029   0.0000E+000   1.6662E-035   1.3834E-041   0.0000E+000 
  9.361558884E+014   4.1726E+002   1.3566E+001   3.7379E-021   3.4729E-023   4.2268E-025   2.6238E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.6246E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   8.6280E-031   2.9445E-037   1.0381E-027   4.5202E-025   4.7864E-029   0.0000E+000   1.4394E-035   1.3421E-041   0.0000E+000 
  9.553949578E+014   4.6379E+002   1.3941E+001   3.7228E-021   1.0969E-023   3.5088E-025   2.8783E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.6753E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   6.0953E-031   5.1761E-037   3.7304E-028   3.5729E-025   4.3680E-029   0.0000E+000   5.8908E-036   8.0842E-042   0.0000E+000 
  9.746654460E+014   5.1039E+002   1.4225E+001   3.7133E-021   8.8055E-024   2.7842E-025   3.0788E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.8298E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   4.8662E-031   7.0438E-037   2.4273E-028   2.7340E-025   4.4102E-029   0.0000E+000   3.1125E-036   3.3805E-042   0.0000E+000 
  9.986487234E+014   5.6837E+002   1.4482E+001   3.7063E-021   8.6707E-024   2.0157E-025   3.2655E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   2.9805E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.7640E-031   8.1365E-037   1.5265E-028   1.9149E-025   4.1369E-029   0.0000E+000   1.6130E-036   8.0549E-043   0.0000E+000 
  1.009148047E+015   5.9376E+002   1.4568E+001   3.7041E-021   8.6925E-024   1.7364E-025   3.3293E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.0320E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   3.3811E-031   8.1682E-037   1.2568E-028   1.6312E-025   3.9327E-029   0.0000E+000   1.2384E-036   3.9342E-043   0.0000E+000 
  1.034787379E+015   6.5574E+002   1.4729E+001   3.7007E-021   8.7533E-024   1.1922E-025   3.4498E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.1290E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   2.6579E-031   7.4348E-037   7.9602E-029   1.0960E-025   3.3429E-029   0.0000E+000   6.9455E-037   5.8434E-044   0.0000E+000 
  1.111169056E+015   8.4036E+002   1.4958E+001   3.6964E-021   8.8568E-024   3.6780E-026   3.6250E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.2694E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.6185E-031   3.4152E-037   2.2766E-029   3.2514E-026   1.7033E-029   0.0000E+000   1.6328E-037   9.4335E-047   0.0000E+000 
  1.238312389E+015   1.1476E+003   1.5044E+001   3.6951E-021   8.8992E-024   5.2233E-027   3.6917E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.3227E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.2432E-031   5.2746E-038   4.5262E-030   4.1559E-027   4.4858E-030   0.0000E+000   2.1088E-038   9.2873E-052   0.0000E+000 
  1.393263656E+015   1.5221E+003   1.5056E+001   3.6948E-021   8.9054E-024   8.8524E-028   3.7013E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.3303E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.1942E-031   4.4513E-039   2.1737E-030   3.3470E-028   8.3289E-031   0.0000E+000   2.6168E-039   5.7628E-058   0.0000E+000 
  1.725856117E+015   2.3260E+003   1.5057E+001   3.6948E-021   8.9059E-024   4.9501E-028   3.7021E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.3310E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.1901E-031   2.0254E-041   1.9766E-030   1.4953E-030   3.0013E-032   0.0000E+000   2.5779E-040   2.5769E-071   0.0000E+000 
  2.182445304E+015   3.4295E+003   1.5057E+001   3.6948E-021   8.9059E-024   4.9275E-028   3.7020E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.3309E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.1900E-031   1.2066E-044   1.9762E-030   8.8791E-034   8.6796E-033   0.0000E+000   1.3039E-040   1.2119E-089   0.0000E+000 
  2.639034490E+015   4.5330E+003   1.5057E+001   3.6948E-021   8.9058E-024   4.9270E-028   3.7019E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.3308E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.1899E-031   7.1681E-048   1.9761E-030   5.2718E-037   8.5358E-033   0.0000E+000   1.2408E-040   5.7004E-108   0.0000E+000 
  3.095623677E+015   5.6365E+003   1.5057E+001   3.6948E-021   8.9057E-024   4.9267E-028   3.7018E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.3307E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.1899E-031   4.2569E-051   1.9761E-030   3.1299E-040   8.5340E-033   0.0000E+000   1.2376E-040   2.6817E-126   0.0000E+000 
  3.552212864E+015   6.7400E+003   1.5057E+001   3.6948E-021   8.9056E-024   4.9263E-028   3.7017E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.3306E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.1898E-031   2.5277E-054   1.9761E-030   1.8582E-043   8.5332E-033   0.0000E+000   1.2376E-040   1.2618E-144   0.0000E+000 
  4.226297796E+015   8.3691E+003   1.5056E+001   3.6948E-021   8.9055E-024   4.9258E-028   3.7015E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.3305E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.1897E-031   4.3592E-059   1.9761E-030   3.2041E-048   8.5319E-033   0.0000E+000   1.2377E-040   1.1052E-171   0.0000E+000 
  5.942443841E+015   1.2517E+004   1.5056E+001   3.6948E-021   8.9053E-024   4.9245E-028   3.7011E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.3302E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.1895E-031   3.2521E-071   1.9760E-030   2.3907E-060   8.5288E-033   0.0000E+000   1.2380E-040   1.4408E-240   0.0000E+000 
  7.806647305E+015   1.7022E+004   1.5055E+001   3.6948E-021   8.9050E-024   4.9231E-028   3.7007E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.3298E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.1892E-031   2.1791E-084   1.9759E-030   1.6028E-073   8.5255E-033   0.0000E+000   1.2383E-040   2.1474E-315   0.0000E+000 
  8.512159193E+015   1.8727E+004   1.5055E+001   3.6948E-021   8.9049E-024   4.9226E-028   3.7005E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.3297E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.1891E-031   2.2518E-089   1.9759E-030   1.6566E-078   8.5243E-033   0.0000E+000   1.2385E-040   0.0000E+000   0.0000E+000 
  8.513656354E+015   1.8731E+004   1.5055E+001   3.6948E-021   8.9049E-024   4.9226E-028   3.7005E-023   0.0000E+000   0.0000E+000   0.0000E+000  -0.0000E+000   6.6144E-021   0.0000E+000   0.0000E+000   0.0000E+000   3.3297E-022  -0.0000E+000   1.9058E-020   1.1020E-039   1.0822E-020   1.0762E-042   2.4413E-024   1.0762E-042   1.2181E-024  -2.8699E-042   7.2238E-024  -1.0196E-056   2.4048E-039  -0.0000E+000   1.8208E-039   1.1891E-031   2.1976E-089   1.9759E-030   1.6167E-078   8.5243E-033   0.0000E+000   1.2385E-040   0.0000E+000   0.0000E+000 
