     distance         timeN            Tn           0 0          -1 1           0 1           1 1          -1 2           0 2           1 2           2 2          -2 2          -1 3           0 3           1 3           2 3          -2 3           3 3          -3 3          -1 4           0 4           1 4           2 4          -2 4           3 4          -3 4          -4 4           4 4          -1 5           0 5           1 5           2 5          -2 5           3 5          -3 5          -4 5           4 5          -5 5           5 5          -1 6           0 6           1 6           2 6          -2 6           3 6          -3 6          -4 6           4 6          -5 6           5 6           6 6          -6 6          -1 7           0 7           1 7           2 7          -2 7           3 7          -3 7          -4 7           4 7          -5 7           5 7           6 7          -6 7           7 7          -7 7          -1 8           0 8           1 8           2 8          -2 8           3 8          -3 8          -4 8           4 8          -5 8           5 8           6 8          -6 8           7 8          -7 8          -8 8           8 8          -1 9           0 9           1 9           2 9          -2 9           3 9          -3 9          -4 9           4 9          -5 9           5 9           6 9          -6 9           7 9          -7 9          -8 9           8 9          -9 9           9 9          -110           010           110           210          -210           310          -310          -410           410          -510           510           610          -610           710          -710          -810           810          -910           910          1010         -1010          -111           011           111           211          -211           311          -311          -411           411          -511           511           611          -611           711          -711          -811           811          -911           911          1011         -1011          1111         -1111          -112           012           112           212          -212           312          -312          -412           412          -512           512           612          -612           712          -712          -812           812          -912           912          1012         -1012          1112         -1112         -1212          1212          -113           013           113           213          -213           313          -313          -413           413          -513           513           613          -613           713          -713          -813           813          -913           913          1013         -1013          1113         -1113         -1213          1213          1313         -1313          -114           014           114           214          -214           314          -314          -414           414          -514           514           614          -614           714          -714          -814           814          -914           914          1014         -1014          1114         -1114         -1214          1214          1314         -1314          1414         -1414          -115           015           115           215          -215           315          -315          -415           415          -515           515           615          -615           715          -715          -815           815          -915           915          1015         -1015          1115         -1115         -1215          1215          1315         -1315          1415         -1415         -1515          1515 
  1.000000000E+005   1.2676E-009   1.0000E+001   2.3852E-019   1.2051E-018   5.6842E-019   2.5680E-019   1.2674E-018   5.9784E-019   2.7007E-019   2.3805E-019   1.6589E-019   8.8947E-019   4.1961E-019   1.8953E-019   1.6704E-019   1.1641E-019   1.3046E-020   2.8988E-021   4.5545E-019   2.1490E-019   9.7025E-020   8.5501E-020   5.9586E-020   6.6785E-021   1.4840E-021   1.1745E-022   5.2572E-023   1.7613E-019   8.3142E-020   3.7507E-020   3.3043E-020   2.3028E-020   2.5816E-021   5.7371E-022   4.5404E-023   2.0324E-023   1.2188E-024   3.6007E-025   5.2332E-020   2.4721E-020   1.1136E-020   9.8063E-021   6.8345E-021   7.6643E-022   1.7035E-022   1.3482E-023   6.0348E-024   3.6189E-025   1.0692E-025   1.4756E-027   5.3549E-028   1.2063E-020   5.7054E-021   2.5642E-021   2.2564E-021   1.5726E-021   1.7645E-022   3.9231E-023   3.1049E-024   1.3898E-024   8.3338E-026   2.4623E-026   3.3981E-028   1.2332E-028   2.7436E-031   9.4483E-032   2.1707E-021   1.0284E-021   4.6064E-022   4.0492E-022   2.8223E-022   3.1691E-023   7.0492E-024   5.5791E-025   2.4971E-025   1.4973E-026   4.4246E-027   6.1057E-029   2.2158E-029   4.9297E-032   1.6977E-032   3.6314E-035   9.1557E-036   3.0615E-022   1.4541E-022   6.4817E-023   5.6896E-023   3.9654E-023   4.4577E-024   9.9224E-025   7.8531E-026   3.5148E-026   2.1074E-027   6.2283E-028   8.5942E-030   3.1187E-030   6.9388E-033   2.3898E-033   5.1117E-036   1.2888E-036   1.4687E-039   7.8053E-040   3.3946E-023   1.6178E-023   7.1637E-024   6.2765E-024   4.3738E-024   4.9245E-025   1.0972E-025   8.6837E-027   3.8862E-027   2.3298E-028   6.8875E-029   9.5027E-031   3.4483E-031   7.6722E-034   2.6426E-034   5.6525E-037   1.4251E-037   1.6240E-040   8.6311E-041   1.4438E-044   3.3631E-045   2.9653E-024   1.4195E-024   6.2312E-025   5.4467E-025   3.7940E-025   4.2809E-026   9.5494E-027   7.5585E-028   3.3823E-028   2.0274E-029   5.9955E-030   8.2707E-032   3.0010E-032   6.6773E-035   2.3003E-035   4.9204E-038   1.2405E-038   1.4136E-041   7.5131E-042   1.2567E-045   2.9273E-046   1.1845E-050   8.5561E-051   2.0443E-025   9.8408E-026   4.2722E-026   3.7237E-026   2.5918E-026   2.9326E-027   6.5525E-028   5.1867E-029   2.3206E-029   1.3907E-030   4.1146E-031   5.6749E-033   2.0590E-033   4.5814E-036   1.5786E-036   3.3767E-039   8.5123E-040   9.6997E-043   5.1560E-043   8.6238E-047   2.0087E-047   8.1281E-052   5.8714E-052   2.3883E-056   4.8642E-057   1.1138E-026   5.3986E-027   2.3113E-027   2.0080E-027   1.3956E-027   1.5849E-028   3.5487E-029   2.8091E-030   1.2566E-030   7.5290E-032   2.2288E-032   3.0732E-034   1.1149E-034   2.4808E-037   8.5508E-038   1.8291E-040   4.6105E-041   5.2533E-044   2.7930E-044   4.6709E-048   1.0879E-048   4.4021E-053   3.1803E-053   1.2936E-057   2.6346E-058   3.8837E-063   3.7627E-063   4.8005E-028   2.3463E-028   9.8761E-029   8.5489E-029   5.9273E-029   6.7633E-030   1.5183E-030   1.2020E-031   5.3757E-032   3.2197E-033   9.5385E-034   1.3147E-035   4.7690E-036   1.0612E-038   3.6592E-039   7.8276E-042   1.9729E-042   2.2477E-045   1.1953E-045   1.9987E-049   4.6546E-050   1.8835E-054   1.3609E-054   5.5362E-059   1.1273E-059   1.6620E-064   1.6100E-064   2.6214E-070   6.3404E-071   1.6385E-029   8.0872E-030   3.3354E-030   2.8761E-030   1.9865E-030   2.2803E-031   5.1354E-032   4.0660E-033   1.8180E-033   1.0884E-034   3.2274E-035   4.4466E-037   1.6126E-037   3.5888E-040   1.2380E-040   2.6485E-043   6.6743E-044   7.6029E-047   4.0445E-047   6.7619E-051   1.5745E-051   6.3711E-056   4.6046E-056   1.8733E-060   3.8140E-061   5.6238E-066   5.4466E-066   8.8701E-072   2.1448E-072   2.3358E-078   8.1563E-079 
  7.023518923E+005   8.9027E-009   1.0000E+001   1.6619E-018   8.3964E-018   3.9605E-018   1.7893E-018   8.8306E-018   4.1655E-018   1.8818E-018   1.6586E-018   1.1559E-018   6.1975E-018   2.9236E-018   1.3205E-018   1.1639E-018   8.1108E-019   9.0899E-020   2.0198E-020   3.1733E-018   1.4973E-018   6.7603E-019   5.9573E-019   4.1517E-019   4.6533E-020   1.0340E-020   8.1833E-022   3.6630E-022   1.2272E-018   5.7930E-019   2.6133E-019   2.3023E-019   1.6045E-019   1.7987E-020   3.9973E-021   3.1636E-022   1.4161E-022   8.4919E-024   2.5088E-024   3.6463E-019   1.7225E-019   7.7593E-020   6.8326E-020   4.7620E-020   5.3401E-021   1.1870E-021   9.3938E-023   4.2048E-023   2.5215E-024   7.4496E-025   1.0281E-026   3.7310E-027   8.4052E-020   3.9753E-020   1.7866E-020   1.5722E-020   1.0958E-020   1.2294E-021   2.7335E-022   2.1634E-023   9.6832E-024   5.8066E-025   1.7156E-025   2.3676E-027   8.5922E-028   1.9116E-030   6.5832E-031   1.5124E-020   7.1657E-021   3.2096E-021   2.8213E-021   1.9664E-021   2.2081E-022   4.9116E-023   3.8873E-024   1.7399E-024   1.0433E-025   3.0828E-026   4.2542E-028   1.5438E-028   3.4348E-031   1.1829E-031   2.5302E-034   6.3793E-035   2.1331E-021   1.0132E-021   4.5162E-022   3.9643E-022   2.7629E-022   3.1060E-023   6.9135E-024   5.4717E-025   2.4489E-025   1.4683E-026   4.3396E-027   5.9881E-029   2.1730E-029   4.8347E-032   1.6651E-032   3.5616E-035   8.9796E-036   1.0233E-038   5.4384E-039   2.3652E-022   1.1272E-022   4.9914E-023   4.3732E-023   3.0475E-023   3.4312E-024   7.6445E-025   6.0505E-026   2.7077E-026   1.6233E-027   4.7989E-028   6.6211E-030   2.4026E-030   5.3456E-033   1.8413E-033   3.9384E-036   9.9295E-037   1.1316E-039   6.0138E-040   1.0060E-043   2.3433E-044   2.0661E-023   9.8902E-024   4.3416E-024   3.7950E-024   2.6435E-024   2.9827E-025   6.6536E-026   5.2664E-027   2.3566E-027   1.4126E-028   4.1774E-029   5.7627E-031   2.0910E-031   4.6525E-034   1.6028E-034   3.4283E-037   8.6429E-038   9.8492E-041   5.2348E-041   8.7562E-045   2.0396E-045   8.2533E-050   5.9615E-050   1.4244E-024   6.8567E-025   2.9767E-025   2.5945E-025   1.8058E-025   2.0433E-026   4.5655E-027   3.6138E-028   1.6169E-028   9.6901E-030   2.8669E-030   3.9540E-032   1.4346E-032   3.1921E-035   1.0999E-035   2.3527E-038   5.9310E-039   6.7583E-042   3.5925E-042   6.0087E-046   1.3995E-046   5.6633E-051   4.0910E-051   1.6640E-055   3.3891E-056   7.7602E-026   3.7615E-026   1.6104E-026   1.3991E-026   9.7239E-027   1.1043E-027   2.4726E-028   1.9573E-029   8.7558E-030   5.2459E-031   1.5530E-031   2.1413E-033   7.7682E-034   1.7285E-036   5.9578E-037   1.2744E-039   3.2124E-040   3.6603E-043   1.9460E-043   3.2545E-047   7.5799E-048   3.0672E-052   2.2159E-052   9.0135E-057   1.8356E-057   2.7060E-062   2.6217E-062   3.3448E-027   1.6348E-027   6.8813E-028   5.9565E-028   4.1299E-028   4.7124E-029   1.0579E-029   8.3748E-031   3.7456E-031   2.2433E-032   6.6460E-033   9.1605E-035   3.3228E-035   7.3942E-038   2.5496E-038   5.4540E-041   1.3746E-041   1.5661E-044   8.3283E-045   1.3926E-048   3.2432E-049   1.3123E-053   9.4825E-054   3.8574E-058   7.8549E-059   1.1580E-063   1.1218E-063   1.8265E-069   4.4177E-070   1.1416E-028   5.6348E-029   2.3240E-029   2.0039E-029   1.3841E-029   1.5888E-030   3.5781E-031   2.8330E-032   1.2667E-032   7.5833E-034   2.2487E-034   3.0982E-036   1.1236E-036   2.5005E-039   8.6261E-040   1.8454E-042   4.6504E-043   5.2974E-046   2.8180E-046   4.7114E-050   1.0970E-050   4.4391E-055   3.2083E-055   1.3052E-059   2.6574E-060   3.9184E-065   3.7949E-065   6.1803E-071   1.4944E-071   1.6275E-077   5.6829E-078 
  5.010482483E+006   6.3510E-008   1.0000E+001   1.1741E-017   5.9318E-017   2.7980E-017   1.2641E-017   6.2386E-017   2.9428E-017   1.3294E-017   1.1718E-017   8.1658E-018   4.3784E-017   2.0655E-017   9.3293E-018   8.2224E-018   5.7301E-018   6.4218E-019   1.4269E-019   2.2419E-017   1.0578E-017   4.7760E-018   4.2087E-018   2.9331E-018   3.2875E-019   7.3050E-020   5.7813E-021   2.5878E-021   8.6700E-018   4.0926E-018   1.8463E-018   1.6265E-018   1.1336E-018   1.2708E-019   2.8240E-020   2.2350E-021   1.0004E-021   5.9993E-023   1.7724E-023   2.5760E-018   1.2169E-018   5.4817E-019   4.8271E-019   3.3642E-019   3.7727E-020   8.3856E-021   6.6365E-022   2.9706E-022   1.7814E-023   5.2630E-024   7.2633E-026   2.6359E-026   5.9381E-019   2.8084E-019   1.2622E-019   1.1107E-019   7.7412E-020   8.6856E-021   1.9311E-021   1.5284E-022   6.8410E-023   4.1022E-024   1.2121E-024   1.6727E-026   6.0702E-027   1.3505E-029   4.6509E-030   1.0685E-019   5.0624E-020   2.2675E-020   1.9932E-020   1.3892E-020   1.5600E-021   3.4699E-022   2.7463E-023   1.2292E-023   7.3705E-025   2.1780E-025   3.0055E-027   1.0907E-027   2.4266E-030   8.3570E-031   1.7875E-033   4.5069E-034   1.5070E-020   7.1579E-021   3.1906E-021   2.8007E-021   1.9520E-021   2.1943E-022   4.8842E-023   3.8657E-024   1.7301E-024   1.0373E-025   3.0659E-026   4.2304E-028   1.5352E-028   3.4156E-031   1.1764E-031   2.5162E-034   6.3439E-035   7.2297E-038   3.8421E-038   1.6709E-021   7.9633E-022   3.5263E-022   3.0896E-022   2.1530E-022   2.4241E-023   5.4007E-024   4.2745E-025   1.9130E-025   1.1469E-026   3.3903E-027   4.6776E-029   1.6974E-029   3.7766E-032   1.3008E-032   2.7824E-035   7.0149E-036   7.9943E-039   4.2486E-039   7.1070E-043   1.6555E-043   1.4597E-022   6.9872E-023   3.0673E-023   2.6811E-023   1.8676E-023   2.1072E-024   4.7007E-025   3.7206E-026   1.6649E-026   9.9798E-028   2.9512E-028   4.0712E-030   1.4772E-030   3.2869E-033   1.1323E-033   2.4220E-036   6.1060E-037   6.9582E-040   3.6983E-040   6.1861E-044   1.4409E-044   5.8308E-049   4.2117E-049   1.0063E-023   4.8441E-024   2.1029E-024   1.8330E-024   1.2758E-024   1.4436E-025   3.2254E-026   2.5531E-027   1.1423E-027   6.8458E-029   2.0254E-029   2.7934E-031   1.0135E-031   2.2551E-034   7.7706E-035   1.6622E-037   4.1901E-038   4.7746E-041   2.5380E-041   4.2450E-045   9.8875E-046   4.0010E-050   2.8902E-050   1.1756E-054   2.3944E-055   5.4824E-025   2.6574E-025   1.1377E-025   9.8842E-026   6.8697E-026   7.8017E-027   1.7468E-027   1.3828E-028   6.1858E-029   3.7061E-030   1.0971E-030   1.5128E-032   5.4880E-033   1.2212E-035   4.2091E-036   9.0036E-039   2.2695E-039   2.5859E-042   1.3748E-042   2.2992E-046   5.3550E-047   2.1669E-051   1.5655E-051   6.3678E-056   1.2968E-056   1.9117E-061   1.8521E-061   2.3630E-026   1.1550E-026   4.8615E-027   4.2081E-027   2.9177E-027   3.3292E-028   7.4736E-029   5.9166E-030   2.6462E-030   1.5849E-031   4.6953E-032   6.4717E-034   2.3475E-034   5.2239E-037   1.8012E-037   3.8531E-040   9.7113E-041   1.1064E-043   5.8838E-044   9.8386E-048   2.2912E-048   9.2713E-053   6.6991E-053   2.7252E-057   5.5493E-058   8.1812E-063   7.9251E-063   1.2904E-068   3.1210E-069   8.0652E-028   3.9809E-028   1.6418E-028   1.4157E-028   9.7784E-029   1.1224E-029   2.5279E-030   2.0015E-031   8.9489E-032   5.3574E-033   1.5887E-033   2.1888E-035   7.9381E-036   1.7666E-038   6.0942E-039   1.3037E-041   3.2854E-042   3.7425E-045   1.9909E-045   3.3285E-049   7.7503E-050   3.1361E-054   2.2666E-054   9.2212E-059   1.8774E-059   2.7683E-064   2.6810E-064   4.3662E-070   1.0558E-070   1.1498E-076   4.0149E-077 
  2.258623810E+007   2.8629E-007   1.0000E+001   5.3565E-017   2.7062E-016   1.2765E-016   5.7669E-017   2.8462E-016   1.3426E-016   6.0650E-017   5.3458E-017   3.7254E-017   1.9975E-016   9.4230E-017   4.2561E-017   3.7512E-017   2.6142E-017   2.9297E-018   6.5099E-019   1.0228E-016   4.8260E-017   2.1789E-017   1.9201E-017   1.3381E-017   1.4998E-018   3.3327E-019   2.6375E-020   1.1806E-020   3.9554E-017   1.8671E-017   8.4229E-018   7.4204E-018   5.1715E-018   5.7974E-019   1.2884E-019   1.0196E-020   4.5641E-021   2.7370E-022   8.0860E-023   1.1752E-017   5.5517E-018   2.5009E-018   2.2022E-018   1.5348E-018   1.7212E-019   3.8256E-020   3.0277E-021   1.3552E-021   8.1269E-023   2.4011E-023   3.3136E-025   1.2025E-025   2.7090E-018   1.2813E-018   5.7584E-019   5.0672E-019   3.5317E-019   3.9625E-020   8.8102E-021   6.9726E-022   3.1210E-022   1.8715E-023   5.5296E-024   7.6310E-026   2.7693E-026   6.1613E-029   2.1218E-029   4.8746E-019   2.3095E-019   1.0345E-019   9.0933E-020   6.3379E-020   7.1167E-021   1.5830E-021   1.2529E-022   5.6077E-023   3.3625E-024   9.9362E-025   1.3712E-026   4.9759E-027   1.1071E-029   3.8126E-030   8.1550E-033   2.0561E-033   6.8752E-020   3.2655E-020   1.4556E-020   1.2777E-020   8.9051E-021   1.0011E-021   2.2283E-022   1.7636E-023   7.8931E-024   4.7325E-025   1.3987E-025   1.9300E-027   7.0037E-028   1.5582E-030   5.3667E-031   1.1479E-033   2.8942E-034   3.2983E-037   1.7528E-037   7.6231E-021   3.6330E-021   1.6087E-021   1.4095E-021   9.8221E-022   1.1059E-022   2.4639E-023   1.9501E-024   8.7272E-025   5.2321E-026   1.5467E-026   2.1340E-028   7.7437E-029   1.7229E-031   5.9346E-032   1.2694E-034   3.2003E-035   3.6471E-038   1.9383E-038   3.2423E-042   7.5525E-043   6.6592E-022   3.1877E-022   1.3993E-022   1.2232E-022   8.5202E-023   9.6135E-024   2.1445E-024   1.6974E-025   7.5956E-026   4.5529E-027   1.3464E-027   1.8573E-029   6.7394E-030   1.4995E-032   5.1658E-033   1.1050E-035   2.7857E-036   3.1744E-039   1.6872E-039   2.8222E-043   6.5737E-044   2.6601E-048   1.9214E-048   4.5909E-023   2.2099E-023   9.5939E-024   8.3623E-024   5.8204E-024   6.5857E-025   1.4715E-025   1.1648E-026   5.2114E-027   3.1232E-028   9.2401E-029   1.2744E-030   4.6238E-031   1.0288E-033   3.5451E-034   7.5830E-037   1.9116E-037   2.1783E-040   1.1579E-040   1.9366E-044   4.5108E-045   1.8253E-049   1.3185E-049   5.3633E-054   1.0923E-054   2.5012E-024   1.2124E-024   5.1904E-025   4.5093E-025   3.1341E-025   3.5592E-026   7.9692E-027   6.3085E-028   2.8220E-028   1.6908E-029   5.0053E-030   6.9014E-032   2.5037E-032   5.5712E-035   1.9202E-035   4.1076E-038   1.0354E-038   1.1797E-041   6.2722E-042   1.0489E-045   2.4430E-046   9.8857E-051   7.1419E-051   2.9051E-055   5.9164E-056   8.7216E-061   8.4497E-061   1.0780E-025   5.2691E-026   2.2179E-026   1.9198E-026   1.3311E-026   1.5188E-027   3.4096E-028   2.6993E-029   1.2072E-029   7.2304E-031   2.1421E-031   2.9525E-033   1.0710E-033   2.3832E-036   8.2174E-037   1.7578E-039   4.4305E-040   5.0475E-043   2.6843E-043   4.4885E-047   1.0453E-047   4.2297E-052   3.0562E-052   1.2433E-056   2.5317E-057   3.7324E-062   3.6155E-062   5.8869E-068   1.4239E-068   3.6795E-027   1.8161E-027   7.4903E-028   6.4588E-028   4.4610E-028   5.1208E-029   1.1533E-029   9.1309E-031   4.0826E-031   2.4441E-032   7.2478E-033   9.9856E-035   3.6215E-035   8.0593E-038   2.7803E-038   5.9477E-041   1.4988E-041   1.7074E-044   9.0827E-045   1.5185E-048   3.5358E-049   1.4308E-053   1.0340E-053   4.2069E-058   8.5650E-059   1.2629E-063   1.2231E-063   1.9919E-069   4.8166E-070   5.2454E-076   1.8316E-076 
  5.163112052E+007   6.5445E-007   1.0000E+001   1.2219E-016   6.1735E-016   2.9120E-016   1.3156E-016   6.4928E-016   3.0627E-016   1.3836E-016   1.2195E-016   8.4984E-017   4.5567E-016   2.1496E-016   9.7093E-017   8.5574E-017   5.9635E-017   6.6834E-018   1.4850E-018   2.3332E-016   1.1009E-016   4.9705E-017   4.3802E-017   3.0525E-017   3.4214E-018   7.6026E-019   6.0168E-020   2.6932E-020   9.0231E-017   4.2593E-017   1.9215E-017   1.6928E-017   1.1797E-017   1.3225E-018   2.9391E-019   2.3260E-020   1.0412E-020   6.2437E-022   1.8446E-022   2.6809E-017   1.2665E-017   5.7050E-018   5.0237E-018   3.5013E-018   3.9264E-019   8.7271E-020   6.9069E-021   3.0916E-021   1.8539E-022   5.4774E-023   7.5592E-025   2.7433E-025   6.1799E-018   2.9228E-018   1.3136E-018   1.1559E-018   8.0566E-019   9.0394E-020   2.0098E-020   1.5906E-021   7.1196E-022   4.2693E-023   1.2614E-023   1.7408E-025   6.3175E-026   1.4055E-028   4.8403E-029   1.1120E-018   5.2686E-019   2.3598E-019   2.0744E-019   1.4458E-019   1.6235E-020   3.6113E-021   2.8581E-022   1.2793E-022   7.6707E-024   2.2667E-024   3.1279E-026   1.1351E-026   2.5255E-029   8.6974E-030   1.8603E-032   4.6904E-033   1.5684E-019   7.4494E-020   3.3205E-020   2.9148E-020   2.0315E-020   2.2837E-021   5.0832E-022   4.0231E-023   1.8006E-023   1.0796E-024   3.1907E-025   4.4028E-027   1.5977E-027   3.5547E-030   1.2243E-030   2.6187E-033   6.6023E-034   7.5242E-037   3.9986E-037   1.7390E-020   8.2877E-021   3.6699E-021   3.2154E-021   2.2407E-021   2.5228E-022   5.6206E-023   4.4486E-024   1.9909E-024   1.1936E-025   3.5284E-026   4.8682E-028   1.7665E-028   3.9304E-031   1.3538E-031   2.8958E-034   7.3007E-035   8.3199E-038   4.4217E-038   7.3964E-042   1.7229E-042   1.5191E-021   7.2718E-022   3.1922E-022   2.7903E-022   1.9437E-022   2.1931E-023   4.8921E-024   3.8722E-025   1.7327E-025   1.0386E-026   3.0715E-027   4.2370E-029   1.5374E-029   3.4207E-032   1.1784E-032   2.5207E-035   6.3548E-036   7.2416E-039   3.8489E-039   6.4380E-043   1.4996E-043   6.0682E-048   4.3832E-048   1.0473E-022   5.0414E-023   2.1886E-023   1.9076E-023   1.3278E-023   1.5024E-024   3.3568E-025   2.6571E-026   1.1888E-026   7.1247E-028   2.1079E-028   2.9072E-030   1.0548E-030   2.3470E-033   8.0871E-034   1.7299E-036   4.3608E-037   4.9691E-040   2.6414E-040   4.4179E-044   1.0290E-044   4.1639E-049   3.0079E-049   1.2235E-053   2.4919E-054   5.7057E-024   2.7657E-024   1.1841E-024   1.0287E-024   7.1495E-025   8.1194E-026   1.8180E-026   1.4391E-027   6.4377E-028   3.8571E-029   1.1418E-029   1.5744E-031   5.7116E-032   1.2709E-034   4.3805E-035   9.3703E-038   2.3620E-038   2.6912E-041   1.4308E-041   2.3929E-045   5.5731E-046   2.2552E-050   1.6292E-050   6.6272E-055   1.3497E-055   1.9896E-060   1.9276E-060   2.4593E-025   1.2020E-025   5.0595E-026   4.3795E-026   3.0365E-026   3.4648E-027   7.7780E-028   6.1576E-029   2.7540E-029   1.6494E-030   4.8865E-031   6.7353E-033   2.4431E-033   5.4366E-036   1.8746E-036   4.0100E-039   1.0107E-039   1.1515E-042   6.1234E-043   1.0239E-046   2.3845E-047   9.6490E-052   6.9720E-052   2.8362E-056   5.7753E-057   8.5144E-062   8.2479E-062   1.3429E-067   3.2481E-068   8.3937E-027   4.1430E-027   1.7087E-027   1.4734E-027   1.0177E-027   1.1682E-028   2.6308E-029   2.0830E-030   9.3134E-031   5.5757E-032   1.6534E-032   2.2780E-034   8.2615E-035   1.8385E-037   6.3424E-038   1.3568E-040   3.4192E-041   3.8949E-044   2.0720E-044   3.4641E-048   8.0660E-049   3.2639E-053   2.3589E-053   9.5968E-058   1.9539E-058   2.8810E-063   2.7902E-063   4.5441E-069   1.0988E-069   1.1966E-075   4.1784E-076 
  8.067600293E+007   1.0226E-006   1.0000E+001   1.8661E-016   9.4277E-016   4.4470E-016   2.0090E-016   9.9153E-016   4.6771E-016   2.1129E-016   1.8624E-016   1.2978E-016   6.9587E-016   3.2828E-016   1.4827E-016   1.3068E-016   9.1071E-017   1.0206E-017   2.2679E-018   3.5631E-016   1.6813E-016   7.5907E-017   6.6891E-017   4.6617E-017   5.2249E-018   1.1610E-018   9.1885E-020   4.1130E-020   1.3780E-016   6.5046E-017   2.9343E-017   2.5851E-017   1.8016E-017   2.0197E-018   4.4883E-019   3.5522E-020   1.5900E-020   9.5350E-022   2.8170E-022   4.0942E-017   1.9341E-017   8.7124E-018   7.6719E-018   5.3469E-018   5.9961E-019   1.3328E-019   1.0548E-020   4.7213E-021   2.8312E-022   8.3647E-023   1.1544E-024   4.1893E-025   9.4376E-018   4.4636E-018   2.0061E-018   1.7653E-018   1.2303E-018   1.3804E-019   3.0692E-020   2.4291E-021   1.0873E-021   6.5199E-023   1.9264E-023   2.6585E-025   9.6476E-026   2.1464E-028   7.3918E-029   1.6982E-018   8.0459E-019   3.6038E-019   3.1679E-019   2.2080E-019   2.4793E-020   5.5149E-021   4.3647E-022   1.9536E-022   1.1714E-023   3.4615E-024   4.7768E-026   1.7335E-026   3.8567E-029   1.3282E-029   2.8410E-032   7.1629E-033   2.3952E-019   1.1376E-019   5.0709E-020   4.4512E-020   3.1023E-020   3.4875E-021   7.7627E-022   6.1438E-023   2.7497E-023   1.6487E-024   4.8727E-025   6.7236E-027   2.4399E-027   5.4285E-030   1.8696E-030   3.9991E-033   1.0083E-033   1.1491E-036   6.1064E-037   2.6557E-020   1.2656E-020   5.6045E-021   4.9104E-021   3.4218E-021   3.8527E-022   8.5835E-023   6.7937E-024   3.0404E-024   1.8227E-025   5.3884E-026   7.4344E-028   2.6977E-028   6.0023E-031   2.0675E-031   4.4222E-034   1.1149E-034   1.2706E-037   6.7525E-038   1.1295E-041   2.6311E-042   2.3199E-021   1.1105E-021   4.8749E-022   4.2612E-022   2.9682E-022   3.3491E-023   7.4709E-024   5.9133E-025   2.6461E-025   1.5861E-026   4.6905E-027   6.4706E-029   2.3478E-029   5.2240E-032   1.7996E-032   3.8494E-035   9.7046E-036   1.1059E-038   5.8778E-039   9.8318E-043   2.2901E-043   9.2671E-048   6.6938E-048   1.5994E-022   7.6989E-023   3.3423E-023   2.9132E-023   2.0277E-023   2.2943E-024   5.1263E-025   4.0577E-026   1.8155E-026   1.0880E-027   3.2190E-028   4.4397E-030   1.6108E-030   3.5842E-033   1.2350E-033   2.6417E-036   6.6595E-037   7.5885E-040   4.0338E-040   6.7468E-044   1.5715E-044   6.3589E-049   4.5935E-049   1.8684E-053   3.8054E-054   8.7134E-024   4.2235E-024   1.8082E-024   1.5709E-024   1.0918E-024   1.2400E-025   2.7763E-026   2.1977E-027   9.8313E-028   5.8903E-029   1.7437E-029   2.4043E-031   8.7223E-032   1.9409E-034   6.6897E-035   1.4310E-037   3.6070E-038   4.1099E-041   2.1851E-041   3.6543E-045   8.5110E-046   3.4440E-050   2.4881E-050   1.0121E-054   2.0611E-055   3.0384E-060   2.9437E-060   3.7556E-025   1.8356E-025   7.7265E-026   6.6882E-026   4.6372E-026   5.2912E-027   1.1878E-027   9.4035E-029   4.2057E-029   2.5189E-030   7.4624E-031   1.0286E-032   3.7310E-033   8.3025E-036   2.8628E-036   6.1239E-039   1.5435E-039   1.7584E-042   9.3513E-043   1.5637E-046   3.6415E-047   1.4735E-051   1.0647E-051   4.3312E-056   8.8197E-057   1.3003E-061   1.2596E-061   2.0509E-067   4.9604E-068   1.2818E-026   6.3270E-027   2.6094E-027   2.2501E-027   1.5541E-027   1.7839E-028   4.0177E-029   3.1810E-030   1.4223E-030   8.5148E-032   2.5249E-032   3.4787E-034   1.2616E-034   2.8077E-037   9.6857E-038   2.0720E-040   5.2216E-041   5.9481E-044   3.1642E-044   5.2901E-048   1.2318E-048   4.9844E-053   3.6024E-053   1.4656E-057   2.9838E-058   4.3997E-063   4.2611E-063   6.9395E-069   1.6780E-069   1.8274E-075   6.3810E-076 
