     distance         timeN            Tn          Mass     Mass_cons    Moment_kin    Moment_the    Moment_mag    Moment_vis        Moment      Mom_cons    Energy_kin    Energy_the    Energy_int    Energy_mag    Energy_vis        Energy    Energ_cons 
  7.801819832E+014   1.0404E+002   3.5513E+003   5.9135E-013  -2.1751E-006   5.7197E-008   1.3942E-006   2.6582E-008   0.0000E+000   1.4780E-006   4.6163E-004   2.7661E-003   3.3712E-001   1.7095E-004   5.1422E-003   0.0000E+000   3.4520E-001  -1.8684E-003 
  7.814667789E+014   1.0446E+002   3.5001E+003   5.9135E-013  -2.2128E-006   5.6365E-008   1.3942E-006   2.7373E-008   0.0000E+000   1.4780E-006   4.6162E-004   2.6862E-003   3.3223E-001   1.8659E-004   5.2181E-003   0.0000E+000   3.4032E-001  -1.9228E-003 
  7.834420098E+014   1.0512E+002   3.4162E+003   5.9135E-013  -2.2746E-006   5.5004E-008   1.3942E-006   2.8744E-008   0.0000E+000   1.4780E-006   4.6162E-004   2.5581E-003   3.2420E-001   2.1348E-004   5.3472E-003   0.0000E+000   3.3232E-001  -2.0129E-003 
  7.883054221E+014   1.0684E+002   3.1751E+003   5.9135E-013  -2.4535E-006   5.1116E-008   1.3936E-006   3.3283E-008   0.0000E+000   1.4780E-006   4.6164E-004   2.2092E-003   3.0115E-001   2.9525E-004   5.7539E-003   0.0000E+000   3.0941E-001  -2.2800E-003 
  7.952267988E+014   1.0957E+002   2.6983E+003   5.9135E-013  -2.8264E-006   4.3531E-008   1.3885E-006   4.5893E-008   0.0000E+000   1.4780E-006   4.6186E-004   1.6022E-003   2.5553E-001   4.4223E-004   6.7565E-003   0.0000E+000   2.6433E-001  -2.8675E-003 
  7.991514577E+014   1.1139E+002   2.3079E+003   5.9135E-013  -3.1844E-006   3.7446E-008   1.3785E-006   6.2020E-008   0.0000E+000   1.4780E-006   4.6189E-004   1.1856E-003   2.1822E-001   5.2647E-004   7.8545E-003   0.0000E+000   2.2779E-001  -3.4547E-003 
  8.010932820E+014   1.1241E+002   2.0618E+003   5.9135E-013  -3.4576E-006   3.3678E-008   1.3676E-006   7.6673E-008   0.0000E+000   1.4780E-006   4.6202E-004   9.5899E-004   1.9472E-001   5.6343E-004   8.7332E-003   0.0000E+000   2.0497E-001  -3.9163E-003 
  8.021832719E+014   1.1304E+002   1.9019E+003   5.9135E-013  -3.6652E-006   3.1264E-008   1.3577E-006   8.8968E-008   0.0000E+000   1.4780E-006   4.6215E-004   8.2646E-004   1.7946E-001   5.8197E-004   9.4074E-003   0.0000E+000   1.9027E-001  -4.2740E-003 
  8.035933959E+014   1.1393E+002   1.6647E+003   5.9135E-013  -4.0358E-006   2.7740E-008   1.3372E-006   1.1301E-007   0.0000E+000   1.4780E-006   4.6249E-004   6.5063E-004   1.5682E-001   6.0309E-004   1.0603E-002   0.0000E+000   1.6867E-001  -4.9264E-003 
  8.042197128E+014   1.1437E+002   1.5457E+003   5.9135E-013  -4.2599E-006   2.6000E-008   1.3233E-006   1.2864E-007   0.0000E+000   1.4780E-006   4.6252E-004   5.7158E-004   1.4546E-001   6.1164E-004   1.1312E-002   0.0000E+000   1.5795E-001  -5.3276E-003 
  8.047282696E+014   1.1475E+002   1.4414E+003   5.9136E-013  -4.4836E-006   2.4495E-008   1.3085E-006   1.4494E-007   0.0000E+000   1.4780E-006   4.6335E-004   5.0731E-004   1.3550E-001   6.1823E-004   1.2007E-002   0.0000E+000   1.4864E-001  -5.7326E-003 
  8.051712395E+014   1.1510E+002   1.3439E+003   5.9136E-013  -4.7205E-006   2.3106E-008   1.2920E-006   1.6288E-007   0.0000E+000   1.4780E-006   4.6370E-004   4.5142E-004   1.2621E-001   6.2375E-004   1.2729E-002   0.0000E+000   1.4001E-001  -6.1664E-003 
  8.056828991E+014   1.1553E+002   1.2219E+003   5.9136E-013  -5.0619E-006   2.1397E-008   1.2666E-006   1.8994E-007   0.0000E+000   1.4780E-006   4.6439E-004   3.8711E-004   1.1458E-001   6.2968E-004   1.3746E-002   0.0000E+000   1.2934E-001  -6.8008E-003 
  8.063022336E+014   1.1610E+002   1.0566E+003   5.9136E-013  -5.6224E-006   1.9138E-008   1.2214E-006   2.3743E-007   0.0000E+000   1.4780E-006   4.6522E-004   3.0969E-004   9.8821E-002   6.3526E-004   1.5368E-002   0.0000E+000   1.1513E-001  -7.8665E-003 
  8.066310195E+014   1.1643E+002   9.5915E+002   5.9136E-013  -6.0207E-006   1.7843E-008   1.1870E-006   2.7316E-007   0.0000E+000   1.4780E-006   4.6529E-004   2.6918E-004   8.9535E-002   6.3709E-004   1.6484E-002   0.0000E+000   1.0692E-001  -8.6423E-003 
  8.068537252E+014   1.1667E+002   8.8961E+002   5.9136E-013  -6.3479E-006   1.6938E-008   1.1579E-006   3.0312E-007   0.0000E+000   1.4780E-006   4.6529E-004   2.4257E-004   8.2913E-002   6.3829E-004   1.7364E-002   0.0000E+000   1.0116E-001  -9.2920E-003 
  8.071860795E+014   1.1706E+002   7.8410E+002   5.9136E-013  -6.9525E-006   1.5599E-008   1.1050E-006   3.5741E-007   0.0000E+000   1.4780E-006   4.6516E-004   2.0573E-004   7.2865E-002   6.4263E-004   1.8855E-002   0.0000E+000   9.2569E-002  -1.0518E-002 
  8.074833984E+014   1.1743E+002   6.9505E+002   5.9136E-013  -7.6449E-006   1.4502E-008   1.0499E-006   4.1354E-007   0.0000E+000   1.4780E-006   4.6425E-004   1.7781E-004   6.4367E-002   6.5444E-004   2.0282E-002   0.0000E+000   8.5481E-002  -1.1953E-002 
  8.079573966E+014   1.1807E+002   5.8357E+002   5.9136E-013  -9.1017E-006   1.3170E-008   9.6345E-007   5.0135E-007   0.0000E+000   1.4780E-006   4.6231E-004   1.4666E-004   5.3643E-002   7.0640E-004   2.2332E-002   0.0000E+000   7.6828E-002  -1.5039E-002 
  8.082080711E+014   1.1844E+002   5.4393E+002   5.9136E-013  -1.0040E-005   1.2704E-008   9.2645E-007   5.3882E-007   0.0000E+000   1.4780E-006   4.6232E-004   1.3646E-004   4.9758E-002   7.5517E-004   2.3151E-002   0.0000E+000   7.3800E-002  -1.7056E-002 
  8.084299576E+014   1.1877E+002   5.1878E+002   5.9136E-013  -1.0951E-005   1.2406E-008   9.0054E-007   5.6502E-007   0.0000E+000   1.4780E-006   4.6187E-004   1.3014E-004   4.7232E-002   8.0998E-004   2.3707E-002   0.0000E+000   7.1879E-002  -1.9021E-002 
  8.085583906E+014   1.1896E+002   5.0767E+002   5.9136E-013  -1.1505E-005   1.2272E-008   8.8829E-007   5.7741E-007   0.0000E+000   1.4780E-006   4.6166E-004   1.2734E-004   4.6086E-002   8.4598E-004   2.3966E-002   0.0000E+000   7.1025E-002  -2.0220E-002 
  8.087253102E+014   1.1922E+002   4.9623E+002   5.9136E-013  -1.2252E-005   1.2131E-008   8.7493E-007   5.9091E-007   0.0000E+000   1.4780E-006   4.6129E-004   1.2443E-004   4.4872E-002   8.9664E-004   2.4244E-002   0.0000E+000   7.0137E-002  -2.1833E-002 
  8.091663343E+014   1.1991E+002   4.7716E+002   5.9136E-013  -1.4327E-005   1.1879E-008   8.4981E-007   6.1628E-007   0.0000E+000   1.4780E-006   4.6137E-004   1.1931E-004   4.2677E-002   1.0460E-003   2.4759E-002   0.0000E+000   6.8602E-002  -2.6307E-002 
  8.104918998E+014   1.2204E+002   4.5495E+002   5.9136E-013  -2.1066E-005   1.1492E-008   8.0802E-007   6.5846E-007   0.0000E+000   1.4780E-006   4.6022E-004   1.1167E-004   3.9257E-002   1.5483E-003   2.5593E-002   0.0000E+000   6.6510E-002  -4.0636E-002 
  8.111475984E+014   1.2311E+002   4.4778E+002   5.9137E-013  -2.4585E-005   1.1343E-008   7.9071E-007   6.7592E-007   0.0000E+000   1.4780E-006   4.6019E-004   1.0879E-004   3.7917E-002   1.7999E-003   2.5930E-002   0.0000E+000   6.5755E-002  -4.7969E-002 
  8.113478950E+014   1.2345E+002   4.4562E+002   5.9137E-013  -2.5682E-005   1.1298E-008   7.8538E-007   6.8129E-007   0.0000E+000   1.4780E-006   4.6018E-004   1.0793E-004   3.7512E-002   1.8760E-003   2.6033E-002   0.0000E+000   6.5529E-002  -5.0233E-002 
  8.115481916E+014   1.2378E+002   4.4347E+002   5.9137E-013  -2.6790E-005   1.1254E-008   7.8002E-007   6.8669E-007   0.0000E+000   1.4780E-006   4.6017E-004   1.0708E-004   3.7110E-002   1.9516E-003   2.6136E-002   0.0000E+000   6.5304E-002  -5.2507E-002 
  8.116870249E+014   1.2401E+002   4.4198E+002   5.9137E-013  -2.7564E-005   1.1223E-008   7.7629E-007   6.9046E-007   0.0000E+000   1.4780E-006   4.6017E-004   1.0650E-004   3.6831E-002   2.0037E-003   2.6207E-002   0.0000E+000   6.5148E-002  -5.4090E-002 
  8.117804142E+014   1.2417E+002   4.4097E+002   5.9137E-013  -2.8087E-005   1.1202E-008   7.7377E-007   6.9300E-007   0.0000E+000   1.4780E-006   4.6017E-004   1.0611E-004   3.6644E-002   2.0387E-003   2.6255E-002   0.0000E+000   6.5044E-002  -5.5157E-002 
  8.118497839E+014   1.2428E+002   4.4023E+002   5.9137E-013  -2.8478E-005   1.1187E-008   7.7189E-007   6.9489E-007   0.0000E+000   1.4780E-006   4.6016E-004   1.0582E-004   3.6506E-002   2.0646E-003   2.6291E-002   0.0000E+000   6.4967E-002  -5.5951E-002 
  8.119243751E+014   1.2441E+002   4.3943E+002   5.9137E-013  -2.8899E-005   1.1171E-008   7.6987E-007   6.9693E-007   0.0000E+000   1.4780E-006   4.6016E-004   1.0551E-004   3.6357E-002   2.0923E-003   2.6330E-002   0.0000E+000   6.4884E-002  -5.6806E-002 
  8.132729303E+014   1.2670E+002   4.2524E+002   5.9137E-013  -3.6782E-005   1.0884E-008   7.3292E-007   7.3416E-007   0.0000E+000   1.4780E-006   4.6015E-004   1.0016E-004   3.3723E-002   2.5826E-003   2.7024E-002   0.0000E+000   6.3429E-002  -7.2448E-002 
  8.146849447E+014   1.2916E+002   4.1133E+002   5.9138E-013  -4.5619E-005   1.0606E-008   6.9416E-007   7.7321E-007   0.0000E+000   1.4780E-006   4.6008E-004   9.5100E-005   3.1122E-002   3.0692E-003   2.7733E-002   0.0000E+000   6.2020E-002  -8.9034E-002 
  8.157164601E+014   1.3100E+002   4.0169E+002   5.9138E-013  -5.2495E-005   1.0417E-008   6.6604E-007   8.0152E-007   0.0000E+000   1.4780E-006   4.6003E-004   9.1742E-005   2.9329E-002   3.4032E-003   2.8236E-002   0.0000E+000   6.1061E-002  -1.0111E-001 
  8.166706446E+014   1.3273E+002   3.9288E+002   5.9139E-013  -5.9209E-005   1.0251E-008   6.4008E-007   8.2764E-007   0.0000E+000   1.4780E-006   4.5998E-004   8.8847E-005   2.7738E-002   3.6904E-003   2.8693E-002   0.0000E+000   6.0210E-002  -1.1213E-001 
  8.174573022E+014   1.3418E+002   3.8545E+002   5.9139E-013  -6.5033E-005   1.0120E-008   6.1857E-007   8.4928E-007   0.0000E+000   1.4780E-006   4.5998E-004   8.6583E-005   2.6462E-002   3.9070E-003   2.9065E-002   0.0000E+000   5.9521E-002  -1.2102E-001 
  8.183551252E+014   1.3585E+002   3.7643E+002   5.9140E-013  -7.2040E-005   9.9738E-009   5.9367E-007   8.7433E-007   0.0000E+000   1.4780E-006   4.6003E-004   8.4103E-005   2.5030E-002   4.1259E-003   2.9491E-002   0.0000E+000   5.8731E-002  -1.3088E-001 
  8.210410925E+014   1.4101E+002   3.4144E+002   5.9141E-013  -9.5987E-005   9.5424E-009   5.1322E-007   9.5521E-007   0.0000E+000   1.4780E-006   4.5778E-004   7.6984E-005   2.0702E-002   4.5089E-003   3.0825E-002   0.0000E+000   5.6113E-002  -1.5767E-001 
  8.226955692E+014   1.4431E+002   3.0816E+002   5.9142E-013  -1.1393E-004   9.2573E-009   4.5374E-007   1.0150E-006   0.0000E+000   1.4780E-006   4.4284E-004   7.2450E-005   1.7756E-002   4.4281E-003   3.1775E-002   0.0000E+000   5.4031E-002  -1.7147E-001 
  8.241259020E+014   1.4725E+002   2.6750E+002   5.9143E-013  -1.3243E-004   8.9821E-009   3.9088E-007   1.0782E-006   0.0000E+000   1.4781E-006   4.0410E-004   6.8205E-005   1.4841E-002   4.0740E-003   3.2749E-002   0.0000E+000   5.1732E-002  -1.8128E-001 
  8.250183646E+014   1.4913E+002   2.3549E+002   5.9144E-013  -1.4583E-004   8.7945E-009   3.4457E-007   1.1247E-006   0.0000E+000   1.4781E-006   4.0142E-004   6.5386E-005   1.2809E-002   3.7092E-003   3.3448E-002   0.0000E+000   5.0031E-002  -1.8626E-001 
  8.257147806E+014   1.5063E+002   2.0719E+002   5.9145E-013  -1.5745E-004   8.6416E-009   3.0456E-007   1.1649E-006   0.0000E+000   1.4781E-006   3.9536E-004   6.3132E-005   1.1125E-002   3.3640E-003   3.4040E-002   0.0000E+000   4.8592E-002  -1.8948E-001 
  8.257582500E+014   1.5072E+002   2.0535E+002   5.9145E-013  -1.5821E-004   8.6320E-009   3.0196E-007   1.1675E-006   0.0000E+000   1.4781E-006   3.9537E-004   6.2991E-005   1.1018E-002   3.3414E-003   3.4078E-002   0.0000E+000   4.8500E-002  -1.8966E-001 
  8.262074480E+014   1.5170E+002   1.8588E+002   5.9145E-013  -1.6632E-004   8.5323E-009   2.7459E-007   1.1949E-006   0.0000E+000   1.4781E-006   3.9487E-004   6.1543E-005   9.9032E-003   3.1055E-003   3.4477E-002   0.0000E+000   4.7547E-002  -1.9140E-001 
  8.267273402E+014   1.5285E+002   1.6286E+002   5.9146E-013  -1.7625E-004   8.4185E-009   2.4217E-007   1.2275E-006   0.0000E+000   1.4781E-006   3.8771E-004   5.9912E-005   8.6171E-003   2.8400E-003   3.4943E-002   0.0000E+000   4.6460E-002  -1.9309E-001 
  8.269693718E+014   1.5339E+002   1.5218E+002   5.9146E-013  -1.8106E-004   8.3670E-009   2.2705E-007   1.2427E-006   0.0000E+000   1.4781E-006   3.8766E-004   5.9181E-005   8.0297E-003   2.7255E-003   3.5158E-002   0.0000E+000   4.5973E-002  -1.9376E-001 
  8.272301018E+014   1.5398E+002   1.4083E+002   5.9146E-013  -1.8636E-004   8.3130E-009   2.1091E-007   1.2589E-006   0.0000E+000   1.4781E-006   3.8747E-004   5.8420E-005   7.4109E-003   2.6123E-003   3.5387E-002   0.0000E+000   4.5468E-002  -1.9441E-001 
  8.273179112E+014   1.5418E+002   1.3706E+002   5.9146E-013  -1.8817E-004   8.2953E-009   2.0554E-007   1.2642E-006   0.0000E+000   1.4781E-006   3.8746E-004   5.8171E-005   7.2066E-003   2.5770E-003   3.5462E-002   0.0000E+000   4.5304E-002  -1.9461E-001 
  8.275734010E+014   1.5476E+002   1.2629E+002   5.9147E-013  -1.9349E-004   8.2451E-009   1.9012E-007   1.2797E-006   0.0000E+000   1.4781E-006   3.8742E-004   5.7468E-005   6.6258E-003   2.4835E-003   3.5678E-002   0.0000E+000   4.4845E-002  -1.9515E-001 
  8.279447239E+014   1.5561E+002   1.1132E+002   5.9147E-013  -2.0136E-004   8.1763E-009   1.6854E-007   1.3014E-006   0.0000E+000   1.4781E-006   3.8737E-004   5.6513E-005   5.8245E-003   2.3735E-003   3.5979E-002   0.0000E+000   4.4234E-002  -1.9580E-001 
  8.281230843E+014   1.5602E+002   1.0449E+002   5.9147E-013  -2.0518E-004   8.1452E-009   1.5862E-007   1.3113E-006   0.0000E+000   1.4781E-006   3.8735E-004   5.6084E-005   5.4608E-003   2.3318E-003   3.6116E-002   0.0000E+000   4.3965E-002  -1.9607E-001 
  8.282387048E+014   1.5628E+002   1.0020E+002   5.9148E-013  -2.0767E-004   8.1258E-009   1.5238E-007   1.3176E-006   0.0000E+000   1.4781E-006   3.8733E-004   5.5818E-005   5.2335E-003   2.3084E-003   3.6202E-002   0.0000E+000   4.3800E-002  -1.9623E-001 
  8.283353627E+014   1.5650E+002   9.6716E+001   5.9148E-013  -2.0975E-004   8.1102E-009   1.4728E-007   1.3227E-006   0.0000E+000   1.4781E-006   3.8732E-004   5.5602E-005   5.0487E-003   2.2910E-003   3.6273E-002   0.0000E+000   4.3668E-002  -1.9636E-001 
  8.284019650E+014   1.5666E+002   9.4366E+001   5.9148E-013  -2.1118E-004   8.0996E-009   1.4384E-007   1.3261E-006   0.0000E+000   1.4781E-006   3.8732E-004   5.5457E-005   4.9244E-003   2.2800E-003   3.6320E-002   0.0000E+000   4.3580E-002  -1.9644E-001 
  8.287075335E+014   1.5737E+002   8.4177E+001   5.9148E-013  -2.1775E-004   8.0542E-009   1.2886E-007   1.3412E-006   0.0000E+000   1.4781E-006   3.8723E-004   5.4836E-005   4.3867E-003   2.2393E-003   3.6525E-002   0.0000E+000   4.3206E-002  -1.9677E-001 
  8.289365807E+014   1.5790E+002   7.7209E+001   5.9148E-013  -2.2265E-004   8.0233E-009   1.1855E-007   1.3515E-006   0.0000E+000   1.4781E-006   3.8720E-004   5.4417E-005   4.0201E-003   2.2174E-003   3.6666E-002   0.0000E+000   4.2958E-002  -1.9697E-001 
  8.291170416E+014   1.5832E+002   7.2135E+001   5.9149E-013  -2.2648E-004   8.0010E-009   1.1100E-007   1.3591E-006   0.0000E+000   1.4781E-006   3.8715E-004   5.4114E-005   3.7538E-003   2.2040E-003   3.6768E-002   0.0000E+000   4.2780E-002  -1.9711E-001 
  8.296395000E+014   1.5955E+002   5.9459E+001   5.9149E-013  -2.3739E-004   7.9456E-009   9.2015E-008   1.3781E-006   0.0000E+000   1.4781E-006   3.8701E-004   5.3367E-005   3.0901E-003   2.1780E-003   3.7025E-002   0.0000E+000   4.2346E-002  -1.9742E-001 
  8.299542614E+014   1.6030E+002   5.3152E+001   5.9150E-013  -2.4378E-004   7.9183E-009   8.2493E-008   1.3877E-006   0.0000E+000   1.4781E-006   3.8697E-004   5.3000E-005   2.7608E-003   2.1679E-003   3.7153E-002   0.0000E+000   4.2135E-002  -1.9756E-001 
  8.301830893E+014   1.6084E+002   4.9121E+001   5.9150E-013  -2.4833E-004   7.9009E-009   7.6379E-008   1.3938E-006   0.0000E+000   1.4781E-006   3.8693E-004   5.2767E-005   2.5506E-003   2.1621E-003   3.7235E-002   0.0000E+000   4.2000E-002  -1.9764E-001 
  8.306909118E+014   1.6205E+002   4.1608E+001   5.9151E-013  -2.5810E-004   7.8686E-009   6.4928E-008   1.4053E-006   0.0000E+000   1.4781E-006   3.8607E-004   5.2336E-005   2.1593E-003   2.1525E-003   3.7388E-002   0.0000E+000   4.1752E-002  -1.9777E-001 
  8.314328910E+014   1.6382E+002   3.3458E+001   5.9151E-013  -2.7153E-004   7.8338E-009   5.2418E-008   1.4178E-006   0.0000E+000   1.4781E-006   3.8421E-004   5.1874E-005   1.7355E-003   2.1439E-003   3.7555E-002   0.0000E+000   4.1486E-002  -1.9788E-001 
  8.324721467E+014   1.6631E+002   2.5936E+001   5.9152E-013  -2.8867E-004   7.8019E-009   4.0787E-008   1.4295E-006   0.0000E+000   1.4781E-006   3.8363E-004   5.1452E-005   1.3449E-003   2.1377E-003   3.7709E-002   0.0000E+000   4.1243E-002  -1.9796E-001 
  8.344155873E+014   1.7099E+002   1.8532E+001   5.9154E-013  -3.1609E-004   7.7707E-009   2.9255E-008   1.4411E-006   0.0000E+000   1.4781E-006   3.8356E-004   5.1040E-005   9.6078E-004   2.1340E-003   3.7861E-002   0.0000E+000   4.1007E-002  -1.9801E-001 
  8.356385733E+014   1.7394E+002   1.6099E+001   5.9155E-013  -3.3080E-004   7.7606E-009   2.5447E-008   1.4449E-006   0.0000E+000   1.4781E-006   3.8362E-004   5.0906E-005   8.3462E-004   2.1334E-003   3.7911E-002   0.0000E+000   4.0930E-002  -1.9801E-001 
  8.390655961E+014   1.8223E+002   1.2837E+001   5.9157E-013  -3.6394E-004   7.7471E-009   2.0327E-008   1.4500E-006   0.0000E+000   1.4781E-006   3.8392E-004   5.0728E-005   6.6549E-004   2.1330E-003   3.7978E-002   0.0000E+000   4.0828E-002  -1.9802E-001 
  8.418309774E+014   1.8892E+002   1.1756E+001   5.9158E-013  -3.8371E-004   7.7427E-009   1.8626E-008   1.4517E-006   0.0000E+000   1.4781E-006   3.8375E-004   5.0669E-005   6.0944E-004   2.1330E-003   3.8001E-002   0.0000E+000   4.0794E-002  -1.9802E-001 
  8.449085272E+014   1.9637E+002   1.1160E+001   5.9159E-013  -3.9996E-004   7.7403E-009   1.7688E-008   1.4527E-006   0.0000E+000   1.4781E-006   3.8365E-004   5.0637E-005   5.7858E-004   2.1330E-003   3.8013E-002   0.0000E+000   4.0775E-002  -1.9802E-001 
  8.490162265E+014   2.0632E+002   1.0822E+001   5.9160E-013  -4.1447E-004   7.7390E-009   1.7155E-008   1.4532E-006   0.0000E+000   1.4781E-006   3.8357E-004   5.0619E-005   5.6104E-004   2.1330E-003   3.8020E-002   0.0000E+000   4.0765E-002  -1.9802E-001 
  8.640402221E+014   2.4272E+002   1.1007E+001   5.9161E-013  -4.3274E-004   7.7399E-009   1.7446E-008   1.4529E-006   0.0000E+000   1.4781E-006   3.8347E-004   5.0630E-005   5.7061E-004   2.1329E-003   3.8016E-002   0.0000E+000   4.0770E-002  -1.9802E-001 
  8.798373622E+014   2.8098E+002   1.1702E+001   5.9161E-013  -4.3526E-004   7.7429E-009   1.8541E-008   1.4518E-006   0.0000E+000   1.4781E-006   3.8347E-004   5.0669E-005   6.0666E-004   2.1328E-003   3.8002E-002   0.0000E+000   4.0792E-002  -1.9802E-001 
  8.806993428E+014   2.8306E+002   1.1740E+001   5.9161E-013  -4.3530E-004   7.7430E-009   1.8601E-008   1.4517E-006   0.0000E+000   1.4781E-006   3.8347E-004   5.0671E-005   6.0864E-004   2.1328E-003   3.8001E-002   0.0000E+000   4.0793E-002  -1.9802E-001 
  8.810952964E+014   2.8402E+002   1.1758E+001   5.9161E-013  -4.3532E-004   7.7431E-009   1.8629E-008   1.4517E-006   0.0000E+000   1.4781E-006   3.8347E-004   5.0672E-005   6.0955E-004   2.1328E-003   3.8001E-002   0.0000E+000   4.0794E-002  -1.9802E-001 
  8.813929913E+014   2.8474E+002   1.1771E+001   5.9161E-013  -4.3533E-004   7.7432E-009   1.8650E-008   1.4517E-006   0.0000E+000   1.4781E-006   3.8347E-004   5.0672E-005   6.1023E-004   2.1328E-003   3.8000E-002   0.0000E+000   4.0794E-002  -1.9802E-001 
  8.884433659E+014   3.0181E+002   1.2073E+001   5.9161E-013  -4.3551E-004   7.7444E-009   1.9125E-008   1.4512E-006   0.0000E+000   1.4781E-006   3.8346E-004   5.0689E-005   6.2587E-004   2.1328E-003   3.7994E-002   0.0000E+000   4.0803E-002  -1.9802E-001 
  9.044113132E+014   3.4046E+002   1.2678E+001   5.9161E-013  -4.3564E-004   7.7470E-009   2.0076E-008   1.4503E-006   0.0000E+000   1.4781E-006   3.8344E-004   5.0722E-005   6.5724E-004   2.1326E-003   3.7982E-002   0.0000E+000   4.0822E-002  -1.9802E-001 
  9.161266635E+014   3.6881E+002   1.3051E+001   5.9161E-013  -4.3567E-004   7.7486E-009   2.0663E-008   1.4497E-006   0.0000E+000   1.4781E-006   3.8343E-004   5.0743E-005   6.7657E-004   2.1325E-003   3.7974E-002   0.0000E+000   4.0834E-002  -1.9802E-001 
  9.180022588E+014   3.7334E+002   1.3105E+001   5.9161E-013  -4.3567E-004   7.7488E-009   2.0749E-008   1.4496E-006   0.0000E+000   1.4781E-006   3.8343E-004   5.0746E-005   6.7940E-004   2.1325E-003   3.7973E-002   0.0000E+000   4.0835E-002  -1.9802E-001 
  9.190282938E+014   3.7583E+002   1.3134E+001   5.9161E-013  -4.3568E-004   7.7489E-009   2.0794E-008   1.4495E-006   0.0000E+000   1.4781E-006   3.8343E-004   5.0748E-005   6.8091E-004   2.1325E-003   3.7972E-002   0.0000E+000   4.0836E-002  -1.9802E-001 
  9.300615265E+014   4.0252E+002   1.3424E+001   5.9161E-013  -4.3569E-004   7.7501E-009   2.1250E-008   1.4491E-006   0.0000E+000   1.4781E-006   3.8342E-004   5.0764E-005   6.9593E-004   2.1323E-003   3.7966E-002   0.0000E+000   4.0845E-002  -1.9802E-001 
  9.338122760E+014   4.1159E+002   1.3513E+001   5.9161E-013  -4.3568E-004   7.7505E-009   2.1389E-008   1.4489E-006   0.0000E+000   1.4781E-006   3.8342E-004   5.0768E-005   7.0053E-004   2.1323E-003   3.7964E-002   0.0000E+000   4.0848E-002  -1.9802E-001 
  9.361558884E+014   4.1726E+002   1.3566E+001   5.9161E-013  -4.3569E-004   7.7507E-009   2.1472E-008   1.4489E-006   0.0000E+000   1.4781E-006   3.8343E-004   5.0771E-005   7.0328E-004   2.1322E-003   3.7963E-002   0.0000E+000   4.0850E-002  -1.9802E-001 
  9.553949578E+014   4.6379E+002   1.3941E+001   5.9161E-013  -4.3570E-004   7.7523E-009   2.2062E-008   1.4483E-006   0.0000E+000   1.4781E-006   3.8342E-004   5.0792E-005   7.2273E-004   2.1320E-003   3.7956E-002   0.0000E+000   4.0861E-002  -1.9802E-001 
  9.746654460E+014   5.1039E+002   1.4225E+001   5.9161E-013  -4.3568E-004   7.7535E-009   2.2508E-008   1.4478E-006   0.0000E+000   1.4781E-006   3.8342E-004   5.0808E-005   7.3746E-004   2.1317E-003   3.7950E-002   0.0000E+000   4.0870E-002  -1.9802E-001 
  9.986487234E+014   5.6837E+002   1.4482E+001   5.9161E-013  -4.3568E-004   7.7546E-009   2.2911E-008   1.4474E-006   0.0000E+000   1.4781E-006   3.8341E-004   5.0822E-005   7.5077E-004   2.1313E-003   3.7944E-002   0.0000E+000   4.0877E-002  -1.9802E-001 
  1.009148047E+015   5.9376E+002   1.4568E+001   5.9161E-013  -4.3569E-004   7.7549E-009   2.3046E-008   1.4473E-006   0.0000E+000   1.4781E-006   3.8341E-004   5.0827E-005   7.5524E-004   2.1311E-003   3.7943E-002   0.0000E+000   4.0880E-002  -1.9802E-001 
  1.034787379E+015   6.5574E+002   1.4729E+001   5.9161E-013  -4.3568E-004   7.7556E-009   2.3298E-008   1.4470E-006   0.0000E+000   1.4781E-006   3.8341E-004   5.0836E-005   7.6357E-004   2.1306E-003   3.7939E-002   0.0000E+000   4.0884E-002  -1.9802E-001 
  1.111169056E+015   8.4036E+002   1.4958E+001   5.9161E-013  -4.3567E-004   7.7566E-009   2.3658E-008   1.4467E-006   0.0000E+000   1.4781E-006   3.8342E-004   5.0848E-005   7.7545E-004   2.1293E-003   3.7935E-002   0.0000E+000   4.0890E-002  -1.9802E-001 
  1.238312389E+015   1.1476E+003   1.5044E+001   5.9161E-013  -4.3568E-004   7.7570E-009   2.3793E-008   1.4465E-006   0.0000E+000   1.4781E-006   3.8342E-004   5.0853E-005   7.7991E-004   2.1270E-003   3.7933E-002   0.0000E+000   4.0891E-002  -1.9802E-001 
  1.393263656E+015   1.5221E+003   1.5056E+001   5.9161E-013  -4.3567E-004   7.7570E-009   2.3812E-008   1.4465E-006   0.0000E+000   1.4781E-006   3.8342E-004   5.0854E-005   7.8055E-004   2.1243E-003   3.7933E-002   0.0000E+000   4.0888E-002  -1.9802E-001 
  1.725856117E+015   2.3260E+003   1.5057E+001   5.9161E-013  -4.3567E-004   7.7570E-009   2.3814E-008   1.4465E-006   0.0000E+000   1.4781E-006   3.8342E-004   5.0854E-005   7.8060E-004   2.1183E-003   3.7932E-002   0.0000E+000   4.0882E-002  -1.9802E-001 
  2.182445304E+015   3.4295E+003   1.5057E+001   5.9161E-013  -4.3564E-004   7.7570E-009   2.3814E-008   1.4465E-006   0.0000E+000   1.4781E-006   3.8342E-004   5.0854E-005   7.8059E-004   2.1102E-003   3.7932E-002   0.0000E+000   4.0874E-002  -1.9802E-001 
